Orthogroup,GeneID,AH1,AH2,AH3,AH4,AH5,AH6,AH7,AH8,AH9
OG0009988,Montipora_capitata_HIv3___RNAseq.g18085.t1,8.07407696877675,8.235126328918655,8.199037441188823,8.201279046240408,8.064375340190448,8.226177936238194,7.504790370200258,7.216534989869686,7.730615783566544
OG0009989,Montipora_capitata_HIv3___RNAseq.g46027.t1,6.370759183271539,6.32840998899403,6.214005732666816,6.273642764690214,6.248253397656631,6.164762650127724,6.355200300868032,6.524648359250073,6.292478386563236
OG0009990,Montipora_capitata_HIv3___RNAseq.g25167.t1,3.646745141992298,3.622514268761581,3.805797350417365,3.6696940998215744,4.006688933338455,3.628778484525936,2.58377437693144,3.0839427781561604,2.7614849140087716
OG0009991,Montipora_capitata_HIv3___RNAseq.g10722.t1,4.601153995403169,4.5286893691285215,4.395112362002316,4.679454644016837,4.772317175900977,4.679651622912785,6.815282361993315,6.849733484575278,6.2010008066816455
OG0009992,Montipora_capitata_HIv3___RNAseq.g28131.t1,5.52041737443858,5.500549813741351,5.461151690891731,5.476170384313082,5.4813826402005885,5.498286427190646,5.023412645225543,5.27394460240627,5.671749410326259
OG0009993,Montipora_capitata_HIv3___TS.g41538.t1a,7.484926362250273,7.294094578530625,7.320584294759301,7.252498748907843,7.216625145861842,7.241382631855637,7.134574777795812,7.202527035047531,7.24111148934642
OG0009994,Montipora_capitata_HIv3___RNAseq.g14849.t1,0.7744753430053445,0.9206468454098916,1.0852028604731911,0.29518050706396864,0.964223461952996,0.7297592849102925,0.3505628349676438,0.4200907561333995,0.7310915169472947
OG0009995,Montipora_capitata_HIv3___RNAseq.g9020.t2,4.164711948310123,3.9845979070923887,4.2079780018772315,3.7148654965474424,3.5025237615982605,3.954866596560936,3.8871881627999376,3.5505166631471092,3.4501989104819484
OG0009996,Montipora_capitata_HIv3___RNAseq.g30429.t2,5.860825056345433,5.770866667363593,5.803458971096143,6.021538684848805,6.076956974848129,6.032288176456524,6.521975006025403,6.683742495485218,6.520981331715025
OG0009997,Montipora_capitata_HIv3___RNAseq.g20743.t1,2.761086943684957,2.3962665582070706,2.3603189678924696,2.1135556380592044,2.4654957672960705,1.9840857364691815,0.6972435092695972,0.5786207129319061,0.8756678717285463
OG0009998,Montipora_capitata_HIv3___RNAseq.g14964.t1,4.646792774771587,4.532037898409468,4.681587082172527,4.510152395435484,4.549627408544193,4.524683313611764,3.755875909551108,3.8629020576980713,4.258398557224066
OG0009999,Montipora_capitata_HIv3___TS.g24645.t1,2.529906298155189,2.251615647875703,2.2804025327723463,2.175088456952268,2.1448368649457135,2.1549222942416852,1.0060811508761516,1.106372732819188,2.126165285339839
OG0010000,Montipora_capitata_HIv3___RNAseq.g21627.t1,4.974237378515116,4.930165319588142,4.915735329804491,4.772685397764983,4.893292300940683,4.788387368290589,6.256567376373916,6.598975573738695,5.931063489966042
OG0010001,Montipora_capitata_HIv3___RNAseq.g8794.t1,1.7448677434968114,2.075419603850111,1.6416556380035787,1.8636698906929603,1.6940845405312828,1.6756087599621847,0.2796899543422013,0.9335964778146068,1.4413377171028208
OG0010002,Montipora_capitata_HIv3___RNAseq.g30585.t1,4.842646161111928,4.701637538621231,4.84947131384618,4.603096121313682,4.699326415308218,4.587421237085508,5.243766254586969,5.527374678146749,5.460019073426323
OG0010004,Montipora_capitata_HIv3___RNAseq.g33720.t1a,5.711046585283689,5.858164652893458,5.792549406971758,5.869633825220845,5.8494576896728905,5.828639133596877,4.751364192642449,4.792154715793851,5.628022623647671
OG0010005,Montipora_capitata_HIv3___RNAseq.g39642.t1,4.819682900538603,4.684992369245702,4.677822314149586,4.974907994593951,4.984267046908195,4.878444251857796,3.781234545814729,4.484145499148393,4.67800372971549
