Orthogroup,GeneID,DRR318288,DRR318289,DRR318291,DRR318293,DRR318294,DRR318295,DRR318297,DRR318298,DRR318299
OG0005471,aten_0.1.m1.3603,6.004137989644223,5.967800923471831,6.0483683953152445,5.564007686380969,5.713700466986964,5.922907292617516,6.782182709454865,6.579546759438803,6.812091882338186
OG0005472,aten_0.1.m1.10437,5.622401094346868,5.41088123532924,5.4256295092172895,3.966348315818992,4.207078688871252,4.187173150910007,3.603935264165176,4.151610767530643,3.969682844362695
OG0005473,aten_0.1.m1.12172,2.3794457080502496,2.5931402456352397,2.7095733219851077,1.7550521331035738,1.9308030275339376,1.7496625923113116,0.8878327889814959,0.8713539903019552,1.6103436365843853
OG0005474,aten_0.1.m1.18930,6.101545840890829,6.188301730339257,6.733779652460165,6.5487795335373935,6.555551705145707,6.184041886901871,6.390400426325804,6.329839010955556,6.51976230255368
OG0005475,aten_0.1.m1.5668,4.026578483882332,4.460680319956021,3.8863075282126447,3.0720217433712107,2.554276359282614,3.5846172021252967,3.845202606327258,3.761801916458096,3.843148781464689
OG0005476,aten_0.1.m1.1803,7.478535043070847,7.597592551807682,7.542750213245311,7.572415532863764,7.632510388994474,7.583237975343072,8.396193442719296,8.37244714099164,8.381935511455485
OG0005477,aten_0.1.m1.5699,4.856862462813941,4.922653691798629,4.662923121773912,3.5316497063257426,3.657911089687574,3.7092504468449023,4.540081284195712,4.529463461731732,4.462835472506793
OG0005478,aten_0.1.m1.12390,3.4676639827812075,3.45445695757454,3.052858817393346,2.814055295791822,2.9337440457658572,2.3300964667610895,1.531680669601114,1.6130893922519538,1.372033675887471
OG0005479,aten_0.1.m1.10071,3.556759895704544,3.327303834190816,3.545821598957125,3.4982267779815297,3.471600460370777,3.4494506586520193,4.13293444005013,4.100371652950158,3.631225067533476
OG0005480,aten_0.1.m1.12729,6.36294526934768,6.425822549718579,6.694490141641733,6.08029865508614,6.237630957858832,6.1223556915082025,5.483701508504941,5.536624368910754,5.451611416288389
OG0005481,aten_0.1.m1.15023,5.7975391952412165,5.880130437884607,5.625584023852998,5.531167368328519,5.491709175133735,5.488204819708188,4.700700469814344,4.768257499364673,4.296176977981911
OG0005482,aten_0.1.m1.720,3.3174413553389086,3.36818961122109,2.49612120865049,3.3389112663625387,2.518673059214993,3.0560728208608077,1.8362382319949644,2.6311442545621895,1.5253820619408178
OG0005483,aten_0.1.m1.31133,5.454377925875109,5.599820010628992,5.279714583549011,4.732804467813006,4.262117110916393,4.73096310571703,4.577073686434674,5.067079126021771,4.784268227866226
OG0005484,aten_0.1.m1.18813,3.158866587975414,3.434861922327461,3.4045117727179908,2.4139631217105837,2.7092470257793706,2.7985203188373093,3.1210505261757056,2.9509256124460936,2.8428307009596363
OG0005485,aten_0.1.m1.1469,4.586163038395007,4.804830889081677,3.9682337483900727,3.7368783157787258,3.6721660246872214,3.5661518880011407,3.510831073153328,3.5521499048522296,3.5058867659645694
OG0005486,aten_0.1.m1.9676,4.005396962207161,4.294110127165758,3.748970866217224,3.6598292566800614,3.338106101984567,3.82496771429055,3.6215225379499585,3.652880904384089,3.751152902431767
OG0005487,aten_0.1.m1.15407,5.111856444665341,5.089438119423554,5.031019157208429,4.1973968450600365,4.194479678227662,4.54851290745055,4.197958482872014,4.325941371579322,4.24051366241557
OG0005488,aten_0.1.m1.224,7.59396952531125,7.50330335709245,7.159235595745567,6.996470192505421,6.96375763070304,6.908455068037603,7.638209201069416,7.647519924522104,7.674479172019357
OG0005489,aten_0.1.m1.17910,6.0229374865489484,6.032890372145374,5.834450266258491,5.619889966009181,5.668743175454812,5.663311853469712,5.540897208988841,5.512008672557131,5.5008749080402515
OG0005490,aten_0.1.m1.22161,5.106658545439921,5.035855977673075,4.738046345863614,4.986126467851339,4.57406898142183,4.911293030806399,3.647028569508588,4.17638927671994,4.024080193175863
OG0005491,aten_0.1.m1.1169,4.201093045110183,4.099546407014925,4.142789876918102,3.668260274509978,3.5284881709307103,3.703016670735895,3.4225101720242104,3.3187248876206934,3.679552411365764
OG0005492,aten_0.1.m1.7684,2.648161006632073,3.029522135103108,3.0626601921544236,2.3939571752527575,2.924396636350534,2.8785490791589745,3.4801456902693917,3.5296864395712664,3.350647654181916
OG0005494,aten_0.1.m1.22764,0.467004523561529,1.0901503928944296,0.09936605602036544,0.1079381059293408,0.4653389890071545,0.6070051933835345,0.21278899041942675,0.2891620324405119,0.2201144934998857
OG0005495,aten_0.1.m1.675,3.967264489797239,4.059011651969714,3.7581635707473655,3.9709116016359904,3.2994971942328863,3.1798559237366373,4.103718640847492,3.796664432019048,2.9940538126959435
OG0005496,aten_0.1.m1.3255,8.110196231665963,8.095823557191114,7.49044380786512,5.344053314837461,5.606115548334065,5.315593094047298,7.286278778100827,7.152838804005437,7.287454543042892
OG0005497,aten_0.1.m1.34850,2.98856725707178,3.4048572410358893,3.0783958363326827,2.750815375027961,2.966231103335541,3.017025148465069,3.433060743980617,3.121265138804661,2.870840281663768
OG0005498,aten_0.1.m1.5292,3.7861362064726127,3.8414907673981737,4.103153567044334,2.0130124390884636,2.455063027649074,2.1245520797884487,3.233668263159142,3.545693861257638,3.2011639332994055
OG0005499,aten_0.1.m1.13308,5.449035404934952,5.666967944319503,5.819924660004468,5.050784201558543,5.334540287970567,5.313845185535973,4.902346082859005,5.271045703197749,5.402889204525872
OG0005500,aten_0.1.m1.19308,6.219634950578751,7.099570244862765,6.530775879291787,6.578803392875682,6.220926354228961,5.766545886692114,5.445520919598099,5.797052227671829,5.694752523148622
OG0005501,aten_0.1.m1.12462,8.79803242451921,8.813322012634213,8.955293480167843,8.503659193257292,8.521331552235425,8.405240654018689,8.458786660485018,8.392192736600254,8.653745619988701
OG0005502,aten_0.1.m1.12915,6.997136220804005,6.600975979971758,7.067052587811028,5.6255180249293515,5.443996483926854,6.187065064859474,4.251144486628443,4.406089941891548,4.382304890615498
OG0005503,aten_0.1.m1.22437,7.7344812850368045,7.681520332925892,7.60411015905758,7.377226103785316,7.4441564167378305,7.439631775359133,7.380581602182132,7.454293979818836,7.397493110822351
OG0005504,aten_0.1.m1.7260,4.2663193171264044,4.342018034320079,4.1712076804521026,2.7343466154048564,2.719523358921094,2.4398694038476703,3.5939134139279747,3.677282368345277,3.740781033233329
OG0005505,aten_0.1.m1.17342,4.580712569458271,4.348854791256207,4.385978624723659,3.749504811895861,4.033307876022899,4.072411734661923,4.629627527706884,4.792307327545423,4.386878753403073
OG0005506,aten_0.1.m1.25161,8.14072455898985,8.449470112804732,7.940813151740464,7.962249670174905,8.23825750790817,8.063925706447732,9.09216975213341,9.150310553328229,9.08012651005519
OG0005507,aten_0.1.m1.22617,6.019516210505971,5.669169017569712,5.943015693976838,5.43459075634162,5.334761825600243,5.264917099583107,7.555890747584016,7.0970848553082515,6.942381171451067
OG0005508,aten_0.1.m1.87,2.474636118035848,2.32880336556139,2.4673206587590637,2.1631227133864352,2.516067819691064,2.3746642036044596,1.1796386265082237,1.4201673994335875,1.8397470031409435
OG0005509,aten_0.1.m1.20078,4.158394939402535,4.27486884713013,4.21538237560392,3.697322482150427,3.6471545988140264,3.8875319570850064,3.887936578761384,3.8893191065002166,3.962353349576816
OG0005510,aten_0.1.m1.32460,3.0835710735596256,2.9213543083958884,3.889200303683453,3.008644656078463,2.9754372938326723,3.290572921163359,2.090281807920041,2.3653012698394003,2.303181439973911
OG0005511,aten_0.1.m1.3551,5.586955393862276,5.371495212399007,5.61084478633479,3.54449359612602,3.592454478913404,3.7408557227291177,5.030565151866526,4.820769229262563,4.8657338678136615
OG0005512,aten_0.1.m1.18961,1.2201952668911549,0.7761548220819945,1.2477189345160389,1.5835131563978284,1.8701971082922288,0.6077563539021767,1.4598731513023264,1.690465356124705,1.5276152891342127
OG0005513,aten_0.1.m1.155,5.707030596610157,5.783446262474229,5.791849909232801,5.00409920521774,5.133838985101964,5.282855762311809,4.913863838866908,4.589119289908431,5.1310608717333155
OG0005514,aten_0.1.m1.1198,8.32154203089644,8.382792015495813,8.48410053818913,8.06583697177448,8.165151935635942,8.167919867263311,7.7560711501529775,7.5521302986983745,7.647205956020936
OG0005515,aten_0.1.m1.34562,9.506173408563688,9.198976365900617,9.222188176835411,8.454338015181927,8.636296168262495,8.847959126326481,5.6890267322292765,6.0978526257183185,5.6077577389206805
OG0005516,aten_0.1.m1.3309,5.943845226138699,6.144150629162598,6.086954382322128,7.042649682546972,7.050569771059706,6.897153541725287,6.901339740587465,7.074230605537865,6.940342579851069
OG0005517,aten_0.1.m1.13036,6.002452618443619,6.124287513379091,6.029687936380509,5.78086471421458,5.990762835578703,6.0193015076477785,6.566251196233052,6.711999028506474,6.579648718448999
OG0005518,aten_0.1.m1.3011,1.0387897450806518,1.0769409219901829,1.2067093682273242,1.3944238869068075,1.2610119681953365,0,0,0.9490701015830784,0.4688268370648512
