Orthogroup,GeneID,SRR14333319,SRR14333320,SRR14333321,SRR14333322,SRR14333323,SRR14333324,SRR14333325,SRR14333326,SRR14333327
OG0011231,SpisGene17077,2.4626054890705285,2.4691523186916835,2.877993632031457,1.9849840060694317,2.5626358498239368,3.3485602660357467,1.901362674266709,2.837902121078241,2.1115411502598365
OG0011232,SpisGene8689,3.877479251868324,3.901646310945296,4.005651286442901,0,0,0,0,1.969747436201682,0
OG0011233,SpisGene186,6.928953356376133,6.994208563823129,7.021542665609169,5.532778455993746,6.046149824124967,5.964699667400274,5.777852040185783,5.038618245828515,5.355915636053235
OG0011234,SpisGene21807,3.8500331195089568,4.399543863363346,4.76638868666428,1.700687957018341,1.653226535416907,1.7480503306446475,2.1819523662306888,0,1.496844867601248
OG0011235,SpisGene6659,3.2773251364102935,3.4515951282772095,3.8781390062898793,3.194610460652146,3.5361867768109385,3.7063590857758153,2.4700225644077536,2.6980367676525443,2.5977724289616666
OG0011236,SpisGene9725,2.1537316878678197,2.440536275210656,2.2782582728508056,1.238116557442441,1.5639253479264172,1.8760800974791116,1.2604645182142458,0.8482529273457742,0.7338914704506448
OG0011237,SpisGene12487,2.0271867113787634,2.282250323052358,2.804326375729518,4.20598931242516,3.1973422058855645,3.027732689535392,1.5781095078472755,0.7563309680672623,0.4653930192561164
OG0011238,SpisGene15032,11.599605902622397,11.469473551491411,11.47896997251604,12.459996764607292,11.728834720810395,11.888406698098713,13.284754346871631,12.86093896072496,12.946251089914266
OG0011239,SpisGene20844,3.6465429026814977,3.4294362602151125,3.7378483153273057,4.1311186099021375,4.780323141162754,4.9280502470838625,2.0856667119651124,2.232295114389999,2.1897940152678346
OG0011240,SpisGene8635,3.4387052546414982,3.504326637414455,3.713533125373923,1.6781895310647068,3.134160181962894,3.4312653190527236,1.8187202031069485,2.188143630912474,2.3340274165553696
OG0011241,SpisGene12186,2.514264054815685,3.432217374231812,4.122489489314907,3.841056944534753,3.198971859111584,4.551970549547458,1.8470829771268793,1.477343354572097,2.518804807356806
OG0011242,SpisGene6574,5.812290209164,6.060213916175782,6.705064132924635,4.2974897746226866,4.757703792477125,3.61479326458386,5.4020671378334475,4.440948604126542,3.957554494301636
OG0011243,SpisGene14376,3.1176499893630782,3.3089521288850228,3.300908829333382,2.818526673408982,4.573278394893052,3.5632567360020304,0.539552925335469,0.8973748942799618,0.7824743457694917
