"PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30","PC31","PC32","PC33","PC34","PC35","PC36","Orthogroup","total_loading"
-0.017753416749747,0.0884473295677133,0.0111327938729623,0.0101270797231193,0.0174542951466009,0.00842917104701806,0.0131318815379904,0.005541799680707,-0.022615940443267,0.0190339618405766,0.0221821494261716,0.0043705957260658,-0.00301320922351175,0.0092398084759149,0.0253873662488282,0.038195121114127,-0.0397658763405527,-0.0188546003119167,0.0222076983175503,-0.010230539091644,0.0258910976777484,0.00887585572815004,-0.00505431636814177,-0.0312956769480109,-0.0384691010357176,-0.0141365204140221,-0.00697431560745834,0.00193621998389013,-0.00663956633376568,-0.0195732395327766,0.0613637603598236,-0.00874509982240191,-0.0422623231218064,0.000522818071144279,-0.00546409298170016,-0.00172135466955168,"OG0009150",0.10620074631746
0.0355275982470745,-0.0636990865249942,-0.0389560742965006,-0.029550000051688,-0.0198211422018255,-0.0115046974971628,0.00808598442809154,0.0254259039282204,-0.0403947775037956,0.0225484058086207,-0.00023827891002437,0.00629292197581371,0.014409454397986,-0.00910251998346795,-0.0101795744305918,-0.0134704826713486,0.0425835297220478,0.0198448182105838,0.000607395768979246,0.0194223846114308,0.00822393988411409,-0.00402714646816852,0.0240041398060221,-0.00376405260203777,-0.0142439440723884,-0.00098653730331548,0.00385813016103622,-0.00635433873740889,0.0123934105092414,-0.0118374689379682,-0.0105367372974138,-0.0073822212485251,0.0119212803058646,0.00915193213879261,0.00514202129234573,0.00846910697949092,"OG0012064",0.0992266847720687
0.0255175855285736,-0.0727090350165687,-0.0336948473277728,0.00525238041099469,-0.00475026182618653,0.000245392380403269,0.00683280922169034,0.0211389528986453,-0.023563673402279,-0.00157318399945163,-0.0264841848408282,-0.0106385524981703,-0.00953791887133724,-0.036152126297538,0.0120846629021819,0.00403607042784547,0.000785226942309735,-0.0212995470232345,-0.0263296672375467,0.0131242241685868,0.0144580765100184,0.00172979134006168,-0.00772324966819999,-0.0113242869719573,-0.000856170657060443,-0.00635506229724568,0.0564791157176024,-0.00738170289744093,-0.0150283287417974,-0.032086407840676,-0.0162428980831941,-0.029799489144167,0.0368654944669154,-0.00744326833838345,-0.00122602542488722,-0.00889853546317186,"OG0005859",0.0982266205451423
0.0283992036414228,-0.066496152039102,-0.034788347604607,-0.0274907250075058,-0.0139559699410262,-0.0161681559735751,0.00358309577254348,0.0306533601342793,-0.0139227846579755,0.0139056062694513,-0.00811643524729176,-0.010827103262452,0.00922404971638051,-0.0146942812766381,0.0034497221633433,0.00860895543205125,0.0240552353185538,0.0134584557393551,0.00515342110462091,0.0215042932047613,0.0130189346173547,-0.00695908169551093,0.0228474968046479,-0.00388339089681597,-0.0105643357544312,-0.00834963192879786,0.00173196380002352,-0.00967512197262878,0.0107894874247443,-0.00585926432152508,-0.000507224244313975,-0.0219065809001424,0.00466638117706974,0.0041376199405012,-0.00346982252724167,-0.0114894667232593,"OG0005825",0.0948953556805248
-0.0337058684930676,0.0604532765284146,0.0205895604540993,0.0316814878490431,0.0471866470756998,-0.0206202430424583,0.000713789773012903,-0.0087112353529575,-0.0202088018671558,0.0197887644622944,0.0274399780205076,0.0207775773921138,-0.000334093145148214,0.0190377340784744,0.00459194138513346,0.019169886189224,-0.019833212863653,-0.0264599402884726,0.0102432445949083,-0.0169569746172104,-0.00288368931957267,-0.00706789090224996,-0.00138696095326078,-0.00525387611438902,-0.0147842096811646,0.0105893640443989,0.0167298760577452,-0.000514292661085032,0.0143157797277034,0.00145254520975164,-0.0147293400345929,0.00128570470551299,-0.000159699787603827,9.71277059493406e-05,0.0194175226640702,-0.00201049034860486,"OG0007254",0.0941591450214822
0.0337980296903889,-0.0597003925579424,-0.0198834334304033,-0.0235833982191618,-0.0617035669446725,-0.00615219936651003,0.015811991341225,0.0369084370611857,-0.00441398768200797,-0.00541895602968508,-0.0447887930588777,0.00830713138431392,0.0194331893991533,-0.00519109312107054,-0.00806483544031933,0.0207280800436503,-0.0159255508127314,0.02123104644521,-0.0348922345616265,0.00232256736009051,0.0126900335589472,-0.00325544851114169,-0.012253670766164,0.00225478018247469,0.00784545272295738,0.00934578739556586,0.0236217887286696,-0.0123933885394672,-0.0125952140297007,-0.0249103325192994,-0.0181507886111428,-0.011098707008134,0.014501744016742,-0.00150575602201781,0.00489808604129752,0.00560833559313011,"OG0008880",0.0934984222483312
-0.0238997064798759,0.0688075211707448,0.0206019976853578,-0.0337667500858086,0.0199904621743339,-0.0737281675940834,0.000555568718272885,0.0553929831700565,0.006081905461314,-0.00302354007423189,0.00538398337644677,-0.0163001961906091,0.0046243445118621,0.00227335550394799,-0.0146463692638185,0.0160945327606766,-0.00650912394178506,-0.0107440580225982,0.0121102101132225,-0.0113367221243446,-0.0305133046112681,-0.0219052826204315,0.0332958259882892,0.012630085502248,0.0114220790745971,0.00231869140435402,0.0139842141039154,0.00699481433787555,-0.0060556687632761,-0.00774929805032239,0.0066578642230247,0.010045350085353,0.00365387614584311,-0.0117247134956088,-0.00792437497374881,0.0100759860019098,"OG0009132",0.0927072276506207
0.0224148662447497,-0.070225850903184,-0.0237794024758792,-0.0140848541063884,-0.00526186874566789,-0.00681875787647364,-0.0103120890168991,-0.0250251393717882,0.0143154128018323,0.00235839495719466,-0.0218167692423956,0.0201693012631914,0.0355863745827494,-0.00938741681563387,-0.0338477661189848,0.00844035551905212,-0.0136448383989136,0.0161125400497194,-0.00564715953436606,-0.00641371377482843,0.00452803218910267,-0.00269932072245295,-0.0172863998867037,-0.0181139411843716,-0.0142246761159659,0.0109954098748243,0.0651131749592968,-0.0118740983027066,-0.0108314598023966,-0.0512468510710688,-0.041423240606981,-0.00548762619575693,0.0285799137252696,-0.00742376183981769,0.00361683959174429,-0.000452559035324567,"OG0006496",0.0926407171479337
-0.00698756889447256,0.0833550238930277,0.00484168538587897,-0.00337627997567788,0.00118561438635583,-0.0080086190740117,0.00812803321207587,0.0121197205290338,-0.00607285116956642,0.0411908392504558,0.00237948246869625,0.00554813083872493,0.00397933043473786,-0.000653683328439346,-0.00797324465790322,0.00601567744015125,-0.000952163225005892,-0.00728448762964475,-0.00157496493695101,-0.0232227659866259,0.0121035583882839,0.00671327808340704,-0.00418133565676333,-0.00476279688708145,-0.0108653383902072,0.0146459054692059,0.012011156243033,0.00378811839394668,0.0107689887199111,0.00956893674894354,0.0443147552392814,-0.00772437719809902,-0.012562185649573,-0.00248932751517258,0.0355545314271782,0.00148441045370234,"OG0007776",0.0903425927875003
-0.0451391837907967,0.0434528590746289,0.0244519986739372,0.047749237812056,0.0374680758109937,-0.0307458803835976,-0.00426434377872155,0.00461454191403853,0.036978200250612,-0.019563668754961,-0.0098094136585644,-0.00744083449332384,0.0208662491076907,0.00760019129296286,-0.00983768625850279,-0.00347026418078215,0.00481462023787358,-0.00093896027583583,-0.0444822331856286,0.0140510019904068,-0.0260917932642817,-0.00256808459522337,0.0170737986015903,-0.0118826568602075,0.0442447286268788,0.0311556561979521,0.0130679367794095,-0.00984681848638679,0.0125405443060375,-0.00130757766276731,-0.00206963876564136,-0.00399241910807241,0.0224257346809468,0.0244907134070319,0.0129580838444656,-0.00817099067254473,"OG0011351",0.0885920428654256
