"PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30","PC31","PC32","PC33","PC34","PC35","PC36","Orthogroup"
-0.017753416749747,0.0884473295677133,0.0111327938729623,0.0101270797231193,0.0174542951466009,0.00842917104701806,0.0131318815379904,0.005541799680707,-0.022615940443267,0.0190339618405766,0.0221821494261716,0.0043705957260658,-0.00301320922351175,0.0092398084759149,0.0253873662488282,0.038195121114127,-0.0397658763405527,-0.0188546003119167,0.0222076983175503,-0.010230539091644,0.0258910976777484,0.00887585572815004,-0.00505431636814177,-0.0312956769480109,-0.0384691010357176,-0.0141365204140221,-0.00697431560745834,0.00193621998389013,-0.00663956633376568,-0.0195732395327766,0.0613637603598236,-0.00874509982240191,-0.0422623231218064,0.000522818071144279,-0.00546409298170016,-0.00172135466955168,"OG0009150"
-0.00698756889447256,0.0833550238930277,0.00484168538587897,-0.00337627997567788,0.00118561438635583,-0.0080086190740117,0.00812803321207587,0.0121197205290338,-0.00607285116956642,0.0411908392504558,0.00237948246869625,0.00554813083872493,0.00397933043473786,-0.000653683328439346,-0.00797324465790322,0.00601567744015125,-0.000952163225005892,-0.00728448762964475,-0.00157496493695101,-0.0232227659866259,0.0121035583882839,0.00671327808340704,-0.00418133565676333,-0.00476279688708145,-0.0108653383902072,0.0146459054692059,0.012011156243033,0.00378811839394668,0.0107689887199111,0.00956893674894354,0.0443147552392814,-0.00772437719809902,-0.012562185649573,-0.00248932751517258,0.0355545314271782,0.00148441045370234,"OG0007776"
-0.00831669490953224,0.0767705204730603,0.00228310812771866,-0.0076709217649944,-0.00701493765988307,-0.000633891360368072,0.00483214754359077,0.0112910724035329,-0.0109624947950193,0.0095892701645749,0.0100229218283275,-0.0122831802144565,-0.00814894403108647,0.0125358228260652,0.0330231747732838,-0.0130004502137921,0.0506773854510387,-0.0163304736277506,-0.0188504296813936,0.00385208400641127,0.00557226619206528,-0.00695838734057274,-0.00771722496495706,-0.00892992501553031,-0.0121923907675633,-0.00363776465980977,-0.00989654349597489,-0.0105663673906628,0.00131179357055273,-0.0150909600641655,0.00695350494140214,-0.00811482771121054,-0.0104984086319077,0.00766227614522566,0.00811900034671894,0.0106034341077252,"OG0006406"
0.0255175855285736,-0.0727090350165687,-0.0336948473277728,0.00525238041099469,-0.00475026182618653,0.000245392380403269,0.00683280922169034,0.0211389528986453,-0.023563673402279,-0.00157318399945163,-0.0264841848408282,-0.0106385524981703,-0.00953791887133724,-0.036152126297538,0.0120846629021819,0.00403607042784547,0.000785226942309735,-0.0212995470232345,-0.0263296672375467,0.0131242241685868,0.0144580765100184,0.00172979134006168,-0.00772324966819999,-0.0113242869719573,-0.000856170657060443,-0.00635506229724568,0.0564791157176024,-0.00738170289744093,-0.0150283287417974,-0.032086407840676,-0.0162428980831941,-0.029799489144167,0.0368654944669154,-0.00744326833838345,-0.00122602542488722,-0.00889853546317186,"OG0005859"
0.0128981973247197,-0.0725639231786642,-0.000969014597774766,0.000710410637132107,-0.00455852722406148,-0.0177854623976668,0.0113474788875182,0.0388806323598848,-0.0158382921323291,-0.014047740565435,0.00170803313317415,0.0115013736415632,0.00753053491973417,-0.0556869084728376,-0.0718519842176936,0.0115750050509626,0.0170997827579826,0.014796637963633,0.0273961565303763,0.0356452264863944,-0.0138358186230649,-0.05672494757611,0.0482930690832718,0.0111295907341321,0.0157372077074933,-0.0237483944438276,-0.0287283278353043,0.045951106133904,0.0197394827635511,0.0698111719802336,0.00269465055439446,0.00165936044378977,-0.0216380610188443,0.00648067514265769,0.00476998329838615,0.00645191959650194,"OG0012358"
-0.0045287590354205,0.0709755941145253,-0.0051353741096839,-0.00494853769840317,-0.0343603888211295,-0.0147498778567188,0.00734691011938933,0.0349188486413196,0.0224252651559799,0.00754320955191457,0.0102376067887484,-0.011611894608734,-0.0130709099321371,-0.0295310588449714,-0.0126973296633571,0.0155485251803419,-0.0108150306612895,-0.0167959871534741,0.0432508034543225,-0.0041648053023304,-0.019446094826813,0.0308890811942701,0.00186296977484882,-0.0158257578070022,0.0132824405073327,0.000119769230239997,-0.00991457082225063,-0.0132738125920858,-0.0042848854223096,-0.0046249193077397,-0.00902072777162052,-0.0151759439359459,-0.012738428991351,0.00417796464786453,-0.00518591597021381,-0.013518231287318,"OG0008820"
0.0224148662447497,-0.070225850903184,-0.0237794024758792,-0.0140848541063884,-0.00526186874566789,-0.00681875787647364,-0.0103120890168991,-0.0250251393717882,0.0143154128018323,0.00235839495719466,-0.0218167692423956,0.0201693012631914,0.0355863745827494,-0.00938741681563387,-0.0338477661189848,0.00844035551905212,-0.0136448383989136,0.0161125400497194,-0.00564715953436606,-0.00641371377482843,0.00452803218910267,-0.00269932072245295,-0.0172863998867037,-0.0181139411843716,-0.0142246761159659,0.0109954098748243,0.0651131749592968,-0.0118740983027066,-0.0108314598023966,-0.0512468510710688,-0.041423240606981,-0.00548762619575693,0.0285799137252696,-0.00742376183981769,0.00361683959174429,-0.000452559035324567,"OG0006496"
0.00355970827442935,0.0699871599207755,-0.0163073389342026,-0.0106241425938309,-0.0333945470606576,-0.0272680108830071,0.00590550299657406,0.0407229002583814,0.00527567244400649,-0.00594435587837457,-0.0113315937336183,0.00168570779906129,0.0273681102925343,-0.00370982853696767,-0.000884937131233808,0.010224708168291,0.014480004684535,0.00950262150071729,0.0219286609786528,0.00960049801214333,-0.00544106422256908,0.0315225712439753,-0.00940513447574984,-0.00715705188892564,0.00228981025814369,-0.00679175546922557,-0.000861558450443432,-0.00454799258365409,0.0083725551115289,0.00113575227328571,-0.00372158337677611,-0.0270262986175692,-0.0156106084753732,0.00474872957409866,0.0114908339416598,0.0116395249873252,"OG0006850"
-0.013029514244938,0.0694322187643264,0.0116984895349672,0.00845450887492856,0.0211214248000042,-0.00678382655861373,0.00951387392197909,0.00627090437473375,-0.0157490521143319,0.0174124074348017,0.0310676116672774,0.0103032007500136,0.0150631939115483,-0.00788641276727614,0.0015824876872406,-0.0175269561082723,-0.0118511384890813,-0.0199457713387336,0.00501552261632052,-0.00639292956429377,0.0111236090395207,-0.0058708541906274,-0.0159532941346979,-0.0114725828094799,-0.013657428881105,0.000803207988997971,-0.000812293735213386,-0.00116528559919978,-0.0439290063882338,0.00528300817028667,0.019351996668211,-0.00298040933806625,-0.00643100994487632,0.0288843103202569,-0.00322020534398453,-0.00428163655005301,"OG0012518"
-0.0238997064798759,0.0688075211707448,0.0206019976853578,-0.0337667500858086,0.0199904621743339,-0.0737281675940834,0.000555568718272885,0.0553929831700565,0.006081905461314,-0.00302354007423189,0.00538398337644677,-0.0163001961906091,0.0046243445118621,0.00227335550394799,-0.0146463692638185,0.0160945327606766,-0.00650912394178506,-0.0107440580225982,0.0121102101132225,-0.0113367221243446,-0.0305133046112681,-0.0219052826204315,0.0332958259882892,0.012630085502248,0.0114220790745971,0.00231869140435402,0.0139842141039154,0.00699481433787555,-0.0060556687632761,-0.00774929805032239,0.0066578642230247,0.010045350085353,0.00365387614584311,-0.0117247134956088,-0.00792437497374881,0.0100759860019098,"OG0009132"
