Unique_ID,Protein.Accession,Larva_4,Larva_5,Larva_6,Larva_8,Larva_9,Spat_2,Spat_3,Spat_4,Spat_5,Spat_6
Spis_Protein1369,A0A2B4RTB2,66899.55376,6540200.677,755066.3777,6805433.059,5409234.271,4855098.407,4765463.229,43580.49851,537643.8648,5237766.822
Spis_Protein1370,A0A2B4RTB4,8033546.646,6802479.744,83500466.06,73726757.2,68752837.68,72278407.6,67727702.53,8204647.354,8583056.349,98776002.1
Spis_Protein1371,A0A2B4RTB5,40232.40289,432558.6062,690823.233,503750.6987,58663.8224,38906.9039,35935.97029,352885.9694,3832.546588,308963.6769
Spis_Protein1372,A0A2B4RTC1,2229403.493,8729.337665,76444.86027,356448.4036,5487.23402,3463753.579,35952.24426,5385550.759,3083083.507,4533962.829
Spis_Protein1373,A0A2B4RTC3,574802.827,272268.8833,54663.47564,0.792688642,947406.6966,698936.8331,5884.599363,555099.9064,268943.4586,526799.7244
Spis_Protein1374,A0A2B4RTC5,987539.4466,904444.7793,76257.97838,347826.7698,2342934.849,97228.99289,883374.997,648442.7333,860556.5698,547698.5797
Spis_Protein1375,A0A2B4RTD0,5044858.034,8656228.544,509639.3631,63699.49053,4426982.696,5084530.949,458963.5688,538339.9083,5229574.367,4377963.856
Spis_Protein1376,A0A2B4RTD1,6386297.406,55078.87626,57590.77459,3793782.49,668686.5349,5076523.676,27308676.57,22845548.97,2247583.896,988859.2489
Spis_Protein1377,A0A2B4RTD4,264853.3986,63002635.49,8593847.562,69272079.39,4958568.85,52995292.89,4779052.558,4652599.693,399048.5268,5524578.976
Spis_Protein1378,A0A2B4RTD8,65845.69735,7043.395585,90353.46567,97369.92756,60099.24686,4479.330569,388464.2365,202574.8454,584699.3634,28409.75399
Spis_Protein1379,A0A2B4RTD9,384493.525,7660525.834,575547.9525,679040.2746,267862.0428,4240329.896,303688.0574,4958470.221,4272410,2224240.536
Spis_Protein1380,A0A2B4RTE0,4233725.783,699826.7025,905222.0603,352366.498,2437074.601,23490044.52,33849.37606,65733.39558,3522834.784,755687.7965
Spis_Protein1381,A0A2B4RTE5,705877.9603,503907.9035,6959.74066,395938.2647,343839.8251,8523737.742,225069.2056,74494.49398,6392220.209,7526886.708
Spis_Protein1382,A0A2B4RTF1,323225.8204,329966.9836,305735.4734,3393726.646,329003.5208,2959686.857,2266708.37,275929.2789,208368.8486,257984.9385
Spis_Protein1383,A0A2B4RTF3,76420.76873,587448.5625,248079.0853,990955.7894,32626.07333,36277.58599,27229.48647,365296.7063,55008.82767,406248.3301
Spis_Protein1384,A0A2B4RTF8,283458.0671,330099.7269,0.83604603,360200.0543,0.001,0.340969944,0.88584201,32977.07253,3942.287409,0.553740966
Spis_Protein1385,A0A2B4RTG1,9338679.039,423657.9093,80090.3445,8956309.078,8583953.049,6586084.236,6483364.065,502524.0945,752264.8573,7779989.381
Spis_Protein1386,A0A2B4RTG4,5289.309551,22689.87659,2054.8758,3428855.407,2342724.209,7868699.935,84474.49288,826390.6249,309874.9524,8349528.804
Spis_Protein1387,A0A2B4RTG6,347892.6975,2875302.295,307205.7729,284394.5906,342525.7487,4377.837972,7706.680348,8889680.759,40374.54446,8696559.908
Spis_Protein1388,A0A2B4RTH4,364944.9457,3548076.594,70459795.1,3577674.326,5960384.239,4209389.569,42707277.37,45960579.78,50000575.36,49666480.99
Spis_Protein1389,A0A2B4RTI1,605485.6281,587834.4996,65536.77556,564054.2781,54343.87003,52629.52627,0.573348459,657567.0743,0.84564239,34087.5076
Spis_Protein1390,A0A2B4RTI2,56586.89245,3336920.551,339330.6567,350432.9397,293372.2667,2424960.601,2628408.346,2675840.348,33909.78095,270898.5462
Spis_Protein1391,A0A2B4RTI3,989545.5769,63262.58779,75202.62248,26903.84324,39092.0523,650359.8878,38363.0736,594424.9064,24495.32559,397459.7553
Spis_Protein1392,A0A2B4RTJ9,77545.22054,862679.893,790653.3059,422065.0672,66626.24378,848487.7505,255549.6898,6305.390435,6520.065884,758277.8956
Spis_Protein1393,A0A2B4RTK1,937620.776,259506.988,9472275.329,26877495.98,7678784.461,4305033.409,4740498.846,5757073.824,6656765.593,384578.9241
Spis_Protein1394,A0A2B4RTK8,25534.53304,22236.84044,7039.703037,658534.2988,857062.6948,6364433.379,6935760.796,4993530.927,856930.9869,68058.43372
Spis_Protein1395,A0A2B4RTL6,8309.907244,585470.4663,6677609.777,30284.94394,5366702.665,5729553.268,2509755.973,556037.039,3967445.258,500402.389
Spis_Protein1396,A0A2B4RTL8,84267.88598,50983.47671,509443.579,55808.57874,0.001,8892.846568,7684.098575,942046.0365,97609.96405,0.055568724
Spis_Protein1397,A0A2B4RTM1,25245974.28,256068.3543,853623.5253,802806.0601,6948409.939,7524547.295,45807.96049,524549.7365,4408630.08,5233564.255
Spis_Protein1398,A0A2B4RTM5,2638239.95,27778.63829,2228339.723,89702.79924,277659.969,294527.5886,3056278.399,77026.53726,78648.83844,454409.6563
Spis_Protein1399,A0A2B4RTM6,533788.868,86054.42538,6380448.981,6549640.957,672346.6498,553533.7355,605942.7263,746033.5309,7900722.931,4995696.795
Spis_Protein1400,A0A2B4RTN1,27224035.64,25807590.47,2280352.456,32899740.66,2382482.408,868679.7709,2833479.526,34024.5546,56644.44758,2473878.439
Spis_Protein1401,A0A2B4RTP2,268930.2572,82283.46631,898775.3823,479548.4034,23952.4782,297364.2722,447422.8737,345.9352989,3459000.588,70572.88356
Spis_Protein1402,A0A2B4RTP5,3330640.391,3082855.256,3593224.984,3226063.964,29478.92904,3972058.343,402378.5679,42264.7079,398609.5004,49966.57527
Spis_Protein1403,A0A2B4RTQ4,633822.0466,8847564.747,8868272.564,84934.23497,903559.2975,48392.42855,2940560.929,509763.2236,284499.8883,6675.298097
Spis_Protein1404,A0A2B4RTQ8,4247090.307,340542.6703,95083.79391,452754.4808,63085.76057,48306.99469,65533.03061,3504879.08,4973.420258,284709.796
Spis_Protein1405,A0A2B4RTR1,342766.6604,405497.4286,5532.0635,283258.0937,209798.2664,5248.62962,49703.85033,363480.2582,236407.0859,3563.398234
Spis_Protein1406,A0A2B4RTR2,34330.96275,370748.6795,4893647.887,585968.9434,4005592.457,66335.6533,5996450.35,795703.9636,6629.428556,4906896.445
Spis_Protein1407,A0A2B4RTR8,669325.4453,626269.5508,56057.939659999996,4077.59381,3298946.589,404834.6848,385752.2061,2035472.731,6947389.978,5773305.388
Spis_Protein1408,A0A2B4RTR9,279962.6543,6537.582,575736.6245,492240.3729,855040.209,277502.6557,28306.07405,2667656.048,3272422.788,2525448.809
Spis_Protein1409,A0A2B4RTS3,3770964.933,4483474.259,299030.7706,3822889.005,3582897.999,3545029.446,30342.34039,4494447.58,2429642.633,38333.40998
Spis_Protein1410,A0A2B4RTT5,3470424.604,346076.661,4299609.573,2975285.56,386350.0409,3203000.425,3779299.903,407755.7904,354253.534,3386658.403
Spis_Protein1411,A0A2B4RTT6,30937566.5,3489439.45,309369.7289,3470069.786,3634536.03,22469503.65,3727058.465,23772976.54,25692082.78,2966904.94
Spis_Protein1412,A0A2B4RTT9|A0A2B4S032,93049.87876,486895.7391,6793.333229,892047.2983,3839594.045,407550.3468,400934.3777,2843727.975,603466.3999,9767.762045
Spis_Protein1413,A0A2B4RTU5,3286039.635,299278969.9,326740338.4,330790373.7,3097680.667,275483689.4,28948569.04,2845909.034,252060856.6,220293744.4
Spis_Protein1414,A0A2B4RTV2,55333254.63,48663633.68,5072099.624,6926444.334,33348960.53,8036235.449,677849.2682,23785989.44,3324979.762,6023983.767
Spis_Protein1415,A0A2B4RTV5,33609.27539,4076.4756,26953.46889,355229.4907,866296.0756,58246.04601,532942.9531,49226.66278,47938.75498,32943.35671
Spis_Protein1416,A0A2B4RTX4,6845286.858,98834784.68,259057.9266,9907993.954,236783.9224,6834834.328,95894.6785,929967.0036,23795592.06,79823749.57
Spis_Protein1417,A0A2B4RTX6,3782.20237,9799.030446,74263.05632,658550.367,840235.0084,988927.4059,2425470.404,2606427.865,2654242.481,2664642.363
Spis_Protein1418,A0A2B4RTY6,4543755.328,3233463.844,289832.3283,4922226.038,36675.65654,3348957.365,3094906.386,382004.3761,389583.3239,26583.74906
Spis_Protein1419,A0A2B4RTY8,2466965.887,2956726.248,3863286.579,377705.6459,3673809.834,509269.4841,7292380.33,780485.7897,6752350.268,4846536.873
Spis_Protein1420,A0A2B4RU04,8835537.563,276698.0449,4895442.401,8209328.234,468469.2665,5048720.839,666899.8564,6984069.1,6479788.581,6603985.001
Spis_Protein1421,A0A2B4RU09,926346.3464,742075.9575,85982.37588,850368.7642,600352.9054,227656.7589,202075.4424,29068.36296,305368.3027,2632400.584
Spis_Protein1422,A0A2B4RU25,39487.59533,579342.2358,0.232282025,964390.0243,82696.84324,87892.26361,375662.4267,293756.4264,438409.7844,353328.9947
Spis_Protein1423,A0A2B4RU30,0.683982324,0.523790066,369302.5999,432888.328,44578.39241,0.929206274,273552.5707,280674.6735,0.001,0.966203205
Spis_Protein1424,A0A2B4RU34,2743947.024,329536.0997,255207.2007,220863.3583,277499.6893,5668696.39,53654.94979,3262004.667,6638035.459,4339439.043
Spis_Protein1425,A0A2B4RU44,37357.87496,28497.93384,204369.0229,342989.0966,3037884.405,956388.4909,278542.2765,23578.8095,2230305.59,2688.375934
Spis_Protein1426,A0A2B4RU49,22208.54096,40208.50878,374669.7243,50726.30374,274975.8293,686690.8907,33590.50549,97027.59335,64796.44207,7273.08934
Spis_Protein1427,A0A2B4RU52,26905.62996,546367.8596,7896.790485,5469.578498,68430.37221,668544.533,900033.526,784065.2992,232692.8478,205728.3699
Spis_Protein1428,A0A2B4RU63,26668096.68,23394000.22,225705.6076,23056.65903,8773089.78,25574994.44,2343357.68,3046.069805,2482653.726,26279252.38
Spis_Protein1429,A0A2B4RU67,280247.9063,60508.8446,524452.8675,2325292.602,644.347769,9733499.285,485634.7256,62838.74684,8350.548301,980222.7364
Spis_Protein1430,A0A2B4RU76,799795.4377,7453794.753,2273557.796,25805986.9,22784287.97,4249200.061,3487.362085,357032.9237,295880.4984,3370094.554
Spis_Protein1431,A0A2B4RU77,2488543.269,392442.0788,359887.9371,202470.624,275692.2448,30308.98606,35396.74276,28254.27676,342764.8636,264006.2477
Spis_Protein1432,A0A2B4RU79,754682.7459,22959.34457,8696.026086,229433.7357,795083.4796,2342984.409,208256.2591,224566.5899,273066.3694,2273455.096
Spis_Protein1433,A0A2B4RU80,2590063.245,989666.0747,568408.4024,775025.7948,7655.42694,2070065.789,8496940.328,4629834.626,469358.6023,2438578.388
Spis_Protein1434,A0A2B4RU82,2407388.504,95447.84736,393658.997,207756.4567,438283.4685,308267.6078,235425.0486,76053.82654,345760.6858,362523.3283
Spis_Protein1435,A0A2B4RU84,374575.91,5384625.226,5590888.523,553056.7966,487693.6766,5684960.355,4956068.483,456687.2553,579362.0876,462609.7702
Spis_Protein1436,A0A2B4RU88,905582.2846,8737899.348,88883.52928,9840283.695,8536454.81,635620.5899,7042768.261,88788.3424,924649.9877,8602368.88
Spis_Protein1437,A0A2B4RU93,4098303.098,33949560.74,3498459.45,37089963.9,2903343.098,3253665.275,236277732.7,236789333.7,400304.8436,3225587.56
Spis_Protein1438,A0A2B4RU98,438267.7748,65894.26333,26567.45847,70545.83421,235.2852268,735066.6756,86405.58685,523037.6695,4306.500774,90355.42434
Spis_Protein1439,A0A2B4RUA0,682836.4326,4667284.293,406274.09,5873466.67,4683633.839,45222.77237,4648772.603,4904574.55,46352.08696,390936.265
Spis_Protein1440,A0A2B4RUA1,486958.5236,330559.7428,4870276.864,4408934.448,535737.2324,3757448.68,5555682.939,5675602.967,349006.0636,427368.9378
Spis_Protein1441,A0A2B4RUA6,89092.70565,539745.2575,322227.8836,623530.4048,77926.47632,957469.6006,2285935.726,29567.30009,464566.5424,3400.657366
Spis_Protein1442,A0A2B4RUB6,247602.2761,55495.67668,2622542.207,6556597.906,699835.626,575435.9555,530885.2081,9534493.09,4368695.535,299929.5543
Spis_Protein1443,A0A2B4RUC3,294826.8097,95875.2754,89362.44089,486052.5389,35904.2928,997967.0469,739427.8623,87295.69425,900296.5346,846800.0534
Spis_Protein1444,A0A2B4RUC7,705348.3094,8034470.989,80747.4332,7209239.838,2700253.239,2022453.259,22622.03321,6736585.856,20388305.72,25695682.93
Spis_Protein1445,A0A2B4RUC9,2090.467099,284769.4365,2603569.346,2925448.756,29355.78461,2660872.058,984438.6495,23287.58557,433828.2694,860054.9784
Spis_Protein1446,A0A2B4RUD4,576298.8506,6487462.529,6622660.242,8783545.49,808263.4628,374290.2992,4853492.529,2687770.748,833949.9268,28.3885264
Spis_Protein1447,A0A2B4RUD8,88579.29243,240990.266,2689655.028,3670586.706,77692.08586,444464.0723,699786.7655,75883.54939,637596.4927,373347.2833
Spis_Protein1448,A0A2B4RUE7,60329.47739,356703.7897,0.654552781,387940.9038,274662.2075,83453.63464,353805.8273,540607.4538,688783.9579,75647.87488
Spis_Protein1449,A0A2B4RUF1,27638367.5,26222855.93,24623029.58,3259796.888,2779898.52,2886676.345,272783.5273,3932287.579,24733862.34,2773268.203
Spis_Protein1450,A0A2B4RUG0,2242.574601,28545.09407,879.427594,705646.3656,57496.04975,728822.6565,72373.69885,726400.8633,342354.8688,3658.789353
Spis_Protein1451,A0A2B4RUG4,0.654540828,0.826607579,0.895970892,0.059876845,29782.40965,2279778.863,2223475.255,290659.2522,9627.20523,753079.091
Spis_Protein1452,A0A2B4RUG7,35034038.47,47272482.68,48844433.69,385904.6946,59875583.63,7880.764244,4564677.247,30345645.86,866357.6909,356983.8203
Spis_Protein1453,A0A2B4RUH2,20624442.88,26368906.3,3398788.048,33279789.66,267378546.4,28867540.5,323964234.4,390029.4928,282883738,306059240.9
Spis_Protein1454,A0A2B4RUH6,683225.3047,56282.52982,504608.29,864987.9783,506534.8963,666988.0939,5003.067763,554386.2975,529927.0573,503443.7089
Spis_Protein1455,A0A2B4RUI0,3434484.857,336257.5854,2700443.938,4040.029233,3529326.093,407878.7204,695566.2288,5474075.43,5409656.22,3348485.845
Spis_Protein1456,A0A2B4RUJ2,222674.0561,200976.0966,243438.9897,230967.2806,965077.298,30723.84324,2485685.868,662097.5989,97903.69095,44586.76406
Spis_Protein1457,A0A2B4RUJ7,2063084.694,9925827.075,8520500.303,8562644.444,92622.44975,95060.47089,8899876.287,627970.82,936609.751,865045.8877
Spis_Protein1458,A0A2B4RUJ8,3695033.94,44428.83675,2265804.038,47082.03543,24035880.01,2293359.46,45566.29251,4722872.734,22428635.24,2204929.447
Spis_Protein1459,A0A2B4RUK3,7602777.655,440829.8477,900447.8385,953666.7046,84305.86233,66898.53438,608347.7594,7049028.07,7760294.937,7687233.041
Spis_Protein1460,A0A2B4RUK5,825744.9356,628908.7604,735693.7798,485666.3623,9837695.302,25456050.72,296604.8437,2504929.729,22509553.73,32850496.73
Spis_Protein1461,A0A2B4RUK7,2087953.375,857202.958,378639.2248,82545.9384,246795.9324,355729.4708,32732.09085,58900.37425,354405.5533,58772.67357
Spis_Protein1462,A0A2B4RUK8,536774.0455,53272.26499,246285.3833,3929387.608,2735684.229,28768.30385,76580.23246,357270.4373,804392.2688,2535228.335
Spis_Protein1463,A0A2B4RUK9,32785025.04,29939929.21,37722562.23,298442.9067,3797983.568,30894363.24,272256.474,335209.5226,27643593.2,63068.56637
Spis_Protein1464,A0A2B4RUL2,620697.4503,72796.74539,472352.5336,85733.37386,748042.2423,53043.55028,275422.3251,445824.7686,662748.61,7059.300409
Spis_Protein1465,A0A2B4RUL4,577556.5405,8072.927941,87863.55576,867493.7484,849665.2936,5334.868849,55482.69295,478327.6094,452344.8744,390996.3406
Spis_Protein1466,A0A2B4RUL9,3084889.734,3220856.228,283305.9549,3056347.036,357549.6591,2243794.91,254527.063,2663927.397,482857.6483,2357205.095
Spis_Protein1467,A0A2B4RUM1,35730539.78,2246246.807,2395359.239,2686928.553,227990.2336,5767722.576,2938284.906,54338.00976,8060000.938,6086597.228
Spis_Protein1468,A0A2B4RUM3,243767.9993,29388846.75,28786454.93,2654875.395,299402.0349,24370675.49,8238283.443,729477.366,97525.43301,6839926.874
Spis_Protein1469,A0A2B4RUM7,2877983.504,24046.07894,250353.4075,2469250,628640.4859,2006790.507,797698.3061,7832.082002,92345.8955,83703.43943
Spis_Protein1470,A0A2B4RUM8|A0A2B4RWZ9,0.001,0.001,0.001,0.001,5457022.423,569827.2958,8243659.673,6062882.202,442354.2454,570292.4445
Spis_Protein1471,A0A2B4RUM9,0.001,0.001,0.001,0.001,0.001,63595.96353,3074389.394,424230.0578,302922.5588,2956245.446
Spis_Protein1472,A0A2B4RUN1,227.8779844,56828.67453,44823.84254,200303.4063,762340.8937,640250.7207,570956.0667,368703.4663,765274.4095,986473.3477
Spis_Protein1473,A0A2B4RUN3,448868.9941,508338.5888,499003.6444,4497930.935,46042.92951,372559.0568,403408.687,459037.9274,3860702.963,394676.7555
Spis_Protein1474,A0A2B4RUN5,427547.0389,4889696.454,445759.578,350826.927,4277050.737,449399.9356,39236.55301,330453.9038,4309528.906,402808.6893
Spis_Protein1475,A0A2B4RUN6,4773978.253,3608760.976,4324905.68,2987384.696,3654302.768,89745.72255,2694.63835,924798.4606,26592.32286,23646.73325
Spis_Protein1476,A0A2B4RUN8,2226354.984,206274.929,24062.92381,707505.8688,829474.3589,492546.4054,660452.5498,6694.706703,389455.8782,36073.27005
Spis_Protein1477,A0A2B4RUN9,6604456.06,8008844.564,940202.7238,24295204.55,9589037.37,3234507.082,9638240.458,207657.8379,2965896.474,33822.5058
Spis_Protein1478,A0A2B4RUP4,343857.0203,5842634.301,5524736.738,5457570.759,5407042.748,4892366.462,64750.52594,9579250.309,687308.0907,7562538.807
Spis_Protein1479,A0A2B4RUP6,945063.7798,2053997.689,242337.0864,2045886.506,804229.4037,254200.0439,2697250.524,327337.0399,2468567.808,222660.094
Spis_Protein1480,A0A2B4RUP9,752234.4789,535338.9864,5964476.321,976052.6449,6033876.946,3220495.265,495402.6895,4430744.807,2696932.743,4079653.638
Spis_Protein1481,A0A2B4RUQ7,2500323.073,948064.4808,228289.7663,266938.2848,2207477.007,229436.9297,850447.4678,939073.6734,987360.8358,65007.05674
Spis_Protein1482,A0A2B4RUR4,6663957.5,8642472.533,39707.25392,5674289.995,7420.326029,923802.8439,856354.0685,6592984.04,206747.2696,5054778.827
Spis_Protein1483,A0A2B4RUR5,43250.42259,43904.77353,36509.66708,0.265350434,56750.80307,9829.880372,444433.5767,534750.8722,30504.53364,634327.3454
Spis_Protein1484,A0A2B4RUS0,5656097.283,557342.5539,535605.4609,7257.587997,543220.3348,294423.4406,224623.7292,2745405.746,243065.4627,246882.5768
Spis_Protein1485,A0A2B4RUS4,802758.3762,7728052.472,8835265.839,636302.6737,6347064.223,305433.8539,633838.7433,3399522.49,285354.8321,245570.7007
Spis_Protein1486,A0A2B4RUS6,8987564.252,8857009.368,9984962.698,965795.061,20999.35679,6553772.648,7400645.04,7708839.581,5224778.334,7225729.605
Spis_Protein1487,A0A2B4RUS9,28462065.02,26966727.56,386275.90870000003,30064239,2700690.6,2446392.38,2668032.287,25984386.53,25309704.58,2435737.996
Spis_Protein1488,A0A2B4RUT6,6640335.658,9582387.063,76945.87893,8705866.353,654393.094,320748.46,22688.20403,2277564.556,989262.7689,2592680.693
Spis_Protein1489,A0A2B4RUU2,628998.9077,4425373.469,5577245.585,3703993.409,429823.7534,548950.3896,3970294.281,5087984.308,6836282.47,5402844.692
Spis_Protein1490,A0A2B4RUV1,0.001,0.001,0.001,0.001,0.001,3852290.323,340970.4305,5402.4864,3286479.077,283057.9454
Spis_Protein1491,A0A2B4RUV4,5374483.288,484227.3706,4607258.344,5505938.803,533873.6395,3744658.936,3278324.958,3983643.937,3430976.734,426349.8326
Spis_Protein1492,A0A2B4RUV6,5349070.475,782546.2684,5754346.346,642855.0235,53808.96753,6026935.054,5077363.456,7565628.675,762992.3283,257767.7346
Spis_Protein1493,A0A2B4RUV7,8052863.238,5743476.393,24684306.85,22264372.97,845847.6007,3323739.6,50805.88939,9659945.045,923806.7265,93408.72674
Spis_Protein1494,A0A2B4RUW4,4897680.203,535338.3428,5203787.554,6287898.503,458797.659,442060.8982,470968.5078,475333.7349,4435776.464,420593.0656
Spis_Protein1495,A0A2B4RUW5,29265.29206,5543.928063,955638.2758,2873.247546,276342.8647,4839.523237,649763.3565,670024.9389,83940.57441,527775.8836
Spis_Protein1496,A0A2B4RUW9,4344872.284,3353580.707,35395.28888,3679433.736,3580880.667,284836.4603,229035.023,3266678.067,2548973.023,2997628.973
Spis_Protein1497,A0A2B4RUX0,23875434.73,24308.77483,20863859.39,8634639.044,949628.664,23708787.27,22539243.29,23732746.76,2423438.259,2330836.467
Spis_Protein1498,A0A2B4RUX4,668709.8363,56633.40957,0.470708091,408040.0749,386734.7958,729758.9225,766307.3553,663.6206439,532466.5007,998607.2946
Spis_Protein1499,A0A2B4RUX8,27606997.5,8635433.558,6902745.725,49943097.57,7062259.293,22073747.55,27382500.68,2660649.299,42362003.04,4060869.33
Spis_Protein1500,A0A2B4RUX9,3474202.794,37704.32776,7454476.833,366687.4934,3343575.54,423790.5909,229235.3556,230020.5992,2462702.291,2749673.873
Spis_Protein1501,A0A2B4RUY3,287378.7051,46949.77065,5536684.55,3300700.358,353859.537,39530.88221,259655.2959,3555355.394,249803.5847,3094730.381
Spis_Protein1502,A0A2B4RUY8,583767.44240000006,352996.3308,6062752.587,7002968.336,3250286.838,8289299.201,575735.4768,532972.3838,9274.795805,3575983.448
Spis_Protein1503,A0A2B4RUZ0,6270.299859,95024.03477,7080.644498,982294.4696,30646.23733,5942.806262,27756.83051,278526.5044,3028897.977,328533.8753
Spis_Protein1504,A0A2B4RUZ3,2459769.8,2039472.479,587087.393,26437.8275,2450449.723,444308.2568,3379222.46,9769584.667,9587455.851,804480.4269
Spis_Protein1505,A0A2B4RUZ5,85796.56886,63672.4539,2974.933099,67873.45289,82583.00665,45482.76555,823459.7323,926005.6977,604945.5878,909675.4839
Spis_Protein1506,A0A2B4RUZ9,0.979052488,37664.72271,287804.0788,302407.984,406442.6679,0.769486426,330528.5658,3848.278604,0.846447523,0.673796353
Spis_Protein1507,A0A2B4RV04,60789.94003,9386209.834,908006.9554,9740772.647,29745.30574,496420.4643,7203724.537,9695355.075,8083723.338,883003.6579
Spis_Protein1508,A0A2B4RV06,452366.868,622430.0249,83883.85448,2524994.027,597279.6472,9947884.568,977406.3454,69995.50094,9607325.964,9936488.405
Spis_Protein1509,A0A2B4RV14,568950.5688,4399443.74,2799397.846,62756.26494,452082.2579,4395885.325,3646648.406,49457.34737,3579850.674,3554053.608
Spis_Protein1510,A0A2B4RV15,450407.5534,4297325.052,469055.4755,4708094.369,376708.2833,3255593.329,329784.5325,357927.6701,3520528.362,3574325.589
Spis_Protein1511,A0A2B4RV20,926333.6232,94836.35653,2789577.825,223055.3575,240488.4063,289945.8406,879449.7293,2260098.963,2252.42745,202825.455
Spis_Protein1512,A0A2B4RV27,337049.5723,38952738.04,43568998.94,3842378.88,27550227.82,28930482.25,32349474.08,3930076.404,34049349.59,434508.4707
Spis_Protein1513,A0A2B4RV29,94243.03829,560660.3323,622.6442097,75757.225,75730.39579,98626.4941,366676.4401,6099.706348,585754.621,8809.04895
Spis_Protein1514,A0A2B4RV31,48585.63282,769583.6983,770268.6657,425745.995,474073.3426,95622.93367,345652.7408,0.696083305,83057.60701,237984.5347
Spis_Protein1515,A0A2B4RV34,29546042.4,3247053.026,37453370.68,22956999,42078792.39,27669882.89,30276399.07,25546270.37,2737244.278,3037322.349
Spis_Protein1516,A0A2B4RV38,9463.365405,340598.381,275554.6769,32633.48949,846476.2909,774427.9649,3544467.076,358740.3224,322944.8339,642674.76
Spis_Protein1517,A0A2B4RV39,857870.0969,594277.357,75727.46787,70953.54029,378208.4672,553942.3449,35074.92027,978673.9859,757630.2654,500848.0205
Spis_Protein1518,A0A2B4RV43,0.001,0.556302558,0.001,0.001,0.001,456439.4891,654770.996,3984.709668,907845.679,0.694948637
Spis_Protein1519,A0A2B4RV45,2647754.707,2666002.531,769328.2305,3503529.046,3032787.976,343846.3348,2292494.685,300047.8521,2664955.954,2423636.895
Spis_Protein1520,A0A2B4RV56,366369.9945,200927.9243,766637.8804,2746584.903,628039.8585,509573.8777,4478936.065,442258.9221,47430.4657,559704.6885
Spis_Protein1521,A0A2B4RV58,3936667.669,4823467.344,47049269.69,375777.2739,4553058.755,36430579.8,374365.0395,33690655.29,27057686.25,32333995.63
Spis_Protein1522,A0A2B4RV61,5623249.777,694572.396,67060.30003,348727.7791,5344877.091,294752.9477,4096633.027,76956.49493,53203.88286,6026528.697
Spis_Protein1523,A0A2B4RV70,2350324.8,2449779.701,5036654.263,297598.8376,2988828.06,806279.5605,2222702.275,393609.2366,20425.53897,2937962.564
Spis_Protein1524,A0A2B4RV73,887063.735,22323704.76,32839336.92,2407230.266,60725.23263,2324840.378,928754.5489,469867.93,4508948.239,770266.468
Spis_Protein1525,A0A2B4RV77,6555592.46,2622465.93,4648084.299,3046652.581,232454.0431,20749.97501,662565.7484,58099.07665,277589.0825,734989.7907
Spis_Protein1526,A0A2B4RV84,3330340.448,2424986.249,3037389.543,345936.7043,2656056.94,4338.097623,3657985.756,25329.44706,408944.4782,2447668.39
Spis_Protein1527,A0A2B4RV85,83938.40007,866352.9745,380072.5677,870.2830249,62520.25886,793638.0355,635586.348,0.808888328,806862.6042,90620.06024
Spis_Protein1528,A0A2B4RV88,5705304.507,953452.7533,602590.8796,592068.9896,984233.4404,396060.5829,9786778.962,7222447.027,630753.8981,5037.237269
Spis_Protein1529,A0A2B4RV90,24059852.05,2097453.098,2472783.346,44873.63956,22679432.59,334330.934,605586.2664,645683.432,636637.3878,2658305.227
Spis_Protein1530,A0A2B4RVA0,469.370424,508039.8,5080089.56,4863964.434,64603.60405,4576086.305,594545.8459,6977522.533,6322450.735,8635904.708
Spis_Protein1531,A0A2B4RVA4,533003.764,55743.57525,523499.5,67932.94596,2675086.9,2073420.847,203806.9493,2090046.828,2458692.296,990884.726
Spis_Protein1532,A0A2B4RVA5,0.706237777,273865.2205,305947.6275,0.001,0.90375839,7778897.477,455.332284,6223858.797,5286.786985,590627.3748
Spis_Protein1533,A0A2B4RVA9,4745.584261,734662.9257,20843.59486,4447.936947,2080576.772,3324555.593,232449.6943,2780064.227,860940.4756,846576.3885
Spis_Protein1534,A0A2B4RVB5,639044.229,439733.8202,256750.9526,257007.591,4233358.666,4544824.298,274849.6426,278363.6993,209927.3279,524303.2034
Spis_Protein1535,A0A2B4RVB6,2260080.577,23548377.06,25040974.98,27462660.45,29939929.21,984762.2056,2328450.56,943693.5622,23090626.57,8075054.27
Spis_Protein1536,A0A2B4RVC1,0.674247375,453690.2598,0.001,276452.7747,47848.68425,0.001,3238.850037,0.808376624,0.001,0.001
Spis_Protein1537,A0A2B4RVC2,608937.3267,6996209.273,9048009.456,6209327.979,5883799.921,7444566.537,59856.74446,339829.653,590530.7071,20949.98805
Spis_Protein1538,A0A2B4RVC3,942620.0396,34492096.77,30824597.85,25059753.93,24664276.76,55907.55873,2542404.295,728908.003,2430204.955,7503383.859
Spis_Protein1539,A0A2B4RVC5,262564.5095,324835.0938,796776.3976,225249.4325,2009405.536,44334.682460000004,5905.58644,6576.377407,302650.6525,447375.4564
Spis_Protein1540,A0A2B4RVC6,47764.5645,649490.3053,4536000.679,622396.3965,727967.0977,335896.3266,6835622.723,622488.4725,462404.9943,2944376.575
Spis_Protein1541,A0A2B4RVC8,5472838.02,640560.7363,5802582.207,508484.3343,504727.0065,552947.8973,538387.4067,4490753.86,554752.2404,4499834.247
