gene_id,AH1,AH2,AH3,AH4,AH5,AH6,AH7,AH8,AH9
Montipora_capitata_HIv3___RNAseq.g5854.t1,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g19536.t1,1740,1787,1871,2026,1778,2087,700,1169,1868
Montipora_capitata_HIv3___RNAseq.g60.t1,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g10675.t1a,0,0,0,0,0,0,0,1,0
Montipora_capitata_HIv3___RNAseq.g43624.t1,1,1,2,1,1,2,3,7,11
Montipora_capitata_HIv3___RNAseq.g10675.t1b,68,125,30,0,133,50,42,77,192
Montipora_capitata_HIv3___RNAseq.g44153.t1,507,671,744,618,488,611,477,533,584
Montipora_capitata_HIv3___RNAseq.g31194.t1,12,5,4,0,4,5,0,4,5
Montipora_capitata_HIv3___RNAseq.g45297.t1,281,406,405,276,328,235,17,22,25
Montipora_capitata_HIv3___TS.g10044.t1,49,38,40,25,41,50,0,0,17
Montipora_capitata_HIv3___RNAseq.g33172.t1,3,3,0,1,0,0,0,0,6
Montipora_capitata_HIv3___TS.g45688.t1,96,108,115,178,111,254,382,488,761
Montipora_capitata_HIv3___RNAseq.g3859.t1,6,3,6,5,2,9,0,2,2
Montipora_capitata_HIv3___TS.g20725.t1,401,542,592,512,463,558,58,154,359
Montipora_capitata_HIv3___RNAseq.g18984.t1,2,0,0,3,0,5,0,0,0
Montipora_capitata_HIv3___RNAseq.g2337.t1a,13,11,12,26,8,18,29,25,29
Montipora_capitata_HIv3___RNAseq.g2337.t1b,0,0,2,0,1,1,3,0,5
Montipora_capitata_HIv3___RNAseq.g28914.t1,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___TS.g45185.t1,11,12,12,24,10,12,5,9,11
Montipora_capitata_HIv3___TS.g40101.t1,0,0,2,0,0,1,0,2,2
Montipora_capitata_HIv3___TS.g849.t1,123,85,154,46,92,91,12,21,33
Montipora_capitata_HIv3___RNAseq.g29115.t1,58693,62763,61403,46676,34671,41175,8,5,67
Montipora_capitata_HIv3___TS.g45983.t1,36,52,36,40,28,26,15,12,38
Montipora_capitata_HIv3___RNAseq.g10099.t1,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g23006.t1,1865,2270,2452,1997,2050,2350,807,1112,1273
Montipora_capitata_HIv3___RNAseq.g14020.t1,0,0,2,0,0,1,0,0,4
Montipora_capitata_HIv3___TS.g22338.t1,0,0,0,0,13,0,0,0,16
Montipora_capitata_HIv3___RNAseq.g43391.t1,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g9374.t1,1198,1439,1678,1250,1294,1122,538,742,1020
Montipora_capitata_HIv3___RNAseq.g9339.t1,65,86,89,82,75,68,65,52,66
Montipora_capitata_HIv3___RNAseq.g33559.t1,532,740,733,823,730,772,271,450,660
Montipora_capitata_HIv3___RNAseq.g27377.t1,0,5,0,2,0,0,0,0,2
Montipora_capitata_HIv3___RNAseq.g24493.t1,132,143,147,173,160,197,531,477,491
Montipora_capitata_HIv3___RNAseq.g40062.t1,47,37,29,29,40,18,38,29,41
Montipora_capitata_HIv3___RNAseq.g24869.t1,295,343,334,432,411,435,181,296,368
Montipora_capitata_HIv3___RNAseq.g28927.t2,84,140,133,178,125,136,196,498,365
Montipora_capitata_HIv3___RNAseq.g19233.t1,9,0,0,0,1,0,0,0,2
Montipora_capitata_HIv3___RNAseq.g19374.t1,3242,3570,3340,3083,2852,3109,1023,926,1500
Montipora_capitata_HIv3___RNAseq.g32444.t1,1,2,0,0,0,1,0,3,2
Montipora_capitata_HIv3___RNAseq.g9112.t1,2,10,5,6,5,5,7,9,7
Montipora_capitata_HIv3___RNAseq.g47031.t1,2820,3318,2975,3376,2649,3334,416,569,1467
Montipora_capitata_HIv3___RNAseq.g24280.t1,0,2,1,4,0,1,0,0,2
Montipora_capitata_HIv3___RNAseq.g47438.t2,0,8,0,0,0,3,0,4,24
Montipora_capitata_HIv3___RNAseq.g35685.t1,4,0,4,6,0,4,0,5,0
Montipora_capitata_HIv3___RNAseq.g21189.t1,1,1,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g23354.t1,1194,1602,1562,1898,1672,1956,548,497,967
Montipora_capitata_HIv3___RNAseq.g33022.t1,0,5,0,0,3,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g41255.t1,2826,3116,3615,2802,2421,2882,1834,2442,3191
Montipora_capitata_HIv3___RNAseq.g24178.t1,1690,2110,2240,1982,2013,2443,529,581,508
Montipora_capitata_HIv3___RNAseq.g49679.t1,229,183,245,368,206,427,558,595,713
Montipora_capitata_HIv3___TS.g37738.t1,0,0,0,2,0,3,0,3,0
Montipora_capitata_HIv3___RNAseq.g20141.t1,40,18,33,28,19,14,20,11,49
Montipora_capitata_HIv3___RNAseq.g62.t1,59,69,54,68,30,63,5,27,49
Montipora_capitata_HIv3___RNAseq.g2230.t1,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g8015.t1,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g19980.t1,0,0,3,0,3,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g50202.t1b,2760,3444,3429,3017,2340,3216,2668,2711,3413
Montipora_capitata_HIv3___RNAseq.g50202.t1a,0,0,0,0,0,0,0,0,6
Montipora_capitata_HIv3___RNAseq.g44099.t1,77,70,41,80,46,112,142,216,317
Montipora_capitata_HIv3___TS.g30444.t1,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g9751.t1,88,62,74,76,17,102,94,261,38
Montipora_capitata_HIv3___RNAseq.g34610.t2b,105,110,116,70,67,109,193,273,282
Montipora_capitata_HIv3___RNAseq.g35896.t1,0,0,0,0,0,0,0,0,3
Montipora_capitata_HIv3___TS.g33053.t1c,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___TS.g33053.t1b,0,6,0,0,0,0,0,0,0
Montipora_capitata_HIv3___TS.g33053.t1a,0,0,6,0,0,0,3,0,0
Montipora_capitata_HIv3___RNAseq.g33012.t1,20748,24747,25021,15471,11626,13080,1062,1249,2209
Montipora_capitata_HIv3___RNAseq.g1288.t1,4,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g24159.t1,2123,2756,2701,2636,2368,3065,866,1074,1730
Montipora_capitata_HIv3___TS.g43309.t3,1269,1321,1235,1013,790,901,93,162,308
Montipora_capitata_HIv3___RNAseq.g16144.t1,9,7,8,20,6,0,0,14,11
Montipora_capitata_HIv3___TS.g19620.t1,24,13,12,18,24,14,82,88,61
Montipora_capitata_HIv3___TS.g28510.t1,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g14256.t1,24,36,21,38,24,30,13,11,18
Montipora_capitata_HIv3___TS.g42542.t1,1086,1298,1332,788,844,847,467,372,703
Montipora_capitata_HIv3___TS.g41465.t1,5,9,12,6,9,4,0,7,17
Montipora_capitata_HIv3___RNAseq.g39354.t1,0,0,0,0,2,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g9110.t1,1,0,0,0,0,0,7,5,3
Montipora_capitata_HIv3___TS.g25259.t1,7,10,9,6,5,8,0,3,7
Montipora_capitata_HIv3___RNAseq.g44404.t1,1,1,1,0,1,1,0,0,1
Montipora_capitata_HIv3___RNAseq.g46472.t1,0,5,0,15,0,16,8,0,13
Montipora_capitata_HIv3___TS.g16717.t1,0,0,0,0,0,0,0,0,3
Montipora_capitata_HIv3___RNAseq.g21798.t1,54,51,74,51,60,42,53,59,103
Montipora_capitata_HIv3___RNAseq.g4805.t1,59,70,59,46,46,33,43,38,78
Montipora_capitata_HIv3___RNAseq.g33010.t1,51,74,127,168,50,188,828,954,1326
Montipora_capitata_HIv3___RNAseq.g22396.t1,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___TS.g20488.t1,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___TS.g38557.t1,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g30191.t1,0,5,7,3,4,3,0,0,9
Montipora_capitata_HIv3___TS.g28129.t1,221,327,355,222,216,298,135,140,179
Montipora_capitata_HIv3___RNAseq.g6113.t1,8,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g20945.t1,10,17,12,11,9,10,9,9,28
Montipora_capitata_HIv3___RNAseq.42396_t,26,39,13,22,18,14,25,45,49
Montipora_capitata_HIv3___RNAseq.g26722.t1,4660,4958,4834,5371,4603,5639,913,1332,2224
Montipora_capitata_HIv3___RNAseq.g34842.t1,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g4977.t1,29,49,19,48,33,23,28,30,52
Montipora_capitata_HIv3___RNAseq.g49747.t1,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g12699.t1a,3321,3791,3495,2619,2333,3142,695,1378,2200
Montipora_capitata_HIv3___RNAseq.g12699.t1b,246,201,235,200,197,241,60,114,172
Montipora_capitata_HIv3___TS.g41467.t3,1227,1447,1481,1386,1290,1426,877,1098,1588
Montipora_capitata_HIv3___RNAseq.g14980.t1,228,349,377,223,217,217,106,173,132
Montipora_capitata_HIv3___TS.g17614.t1,0,0,0,1,0,0,0,4,0
Montipora_capitata_HIv3___RNAseq.g9753.t1,801,1125,1006,1105,916,1085,124,149,537
Montipora_capitata_HIv3___RNAseq.g34162.t1,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g38999.t1,1144,1363,1131,1614,1422,1961,1996,2309,2643
Montipora_capitata_HIv3___RNAseq.g12445.t1b,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g2775.t1,402,444,438,395,325,361,25,34,20
Montipora_capitata_HIv3___RNAseq.g31320.t1,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___TS.g45742.t2,1395,1606,1383,1172,1285,1298,521,586,1544
Montipora_capitata_HIv3___TS.g17502.t1,519,569,553,485,462,589,327,381,500
Montipora_capitata_HIv3___TS.g4706.t1,0,3,1,0,0,5,0,0,2
Montipora_capitata_HIv3___RNAseq.g4975.t1,3,12,10,0,0,4,10,11,17
Montipora_capitata_HIv3___RNAseq.g2921.t1,35,81,17,17,18,19,0,7,7
Montipora_capitata_HIv3___RNAseq.g42218.t1,929,988,1151,1077,1062,1179,282,742,757
Montipora_capitata_HIv3___RNAseq.g37012.t1,2607,3038,3094,2978,2545,2704,1750,2579,2758
Montipora_capitata_HIv3___RNAseq.g26159.t1,3,0,1,0,0,0,4,1,5
Montipora_capitata_HIv3___RNAseq.g25816.t1,0,17,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g16146.t1,0,4,4,3,0,0,22,18,9
Montipora_capitata_HIv3___TS.g5798.t1,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g30509.t1,2,6,4,2,3,7,0,3,1
Montipora_capitata_HIv3___TS.g19595.t1,414,383,473,277,187,261,125,214,203
Montipora_capitata_HIv3___TS.g34461.t1,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g23745.t1,281,351,349,262,262,245,340,427,460
Montipora_capitata_HIv3___RNAseq.g20369.t1,0,0,0,0,0,3,0,0,0
Montipora_capitata_HIv3___RNAseq.g46006.t1,0,0,0,1,3,0,0,11,2
Montipora_capitata_HIv3___RNAseq.g22394.t1,0,2,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g20555.t1,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g11638.t1,833,940,835,732,703,784,133,209,285
Montipora_capitata_HIv3___TS.g3188.t1,0,0,0,3,2,5,2,4,7
Montipora_capitata_HIv3___TS.g13218.t1,17,28,34,40,23,17,64,50,77
Montipora_capitata_HIv3___RNAseq.g23637.t1,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g43068.t1,12,8,4,5,0,20,3,0,31
Montipora_capitata_HIv3___RNAseq.g25980.t1,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g11329.t1,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g7739.t1,576,637,624,549,504,640,496,1117,952
Montipora_capitata_HIv3___RNAseq.g13872.t1,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g12201.t2,357,470,425,539,400,421,400,306,315
Montipora_capitata_HIv3___RNAseq.g30762.t1,16,25,11,22,13,9,3,32,18
Montipora_capitata_HIv3___RNAseq.g19748.t1,0,0,0,10,0,3,0,5,0
Montipora_capitata_HIv3___RNAseq.g45609.t1,18839,24172,24226,25536,21887,26208,4714,4681,5914
Montipora_capitata_HIv3___RNAseq.g25292.t1,3581,4095,3800,4127,3887,4545,905,1156,1616
Montipora_capitata_HIv3___RNAseq.g45358.t1,314,341,331,577,504,664,385,1385,875
Montipora_capitata_HIv3___RNAseq.g22221.t1,0,0,0,0,0,0,1,0,6
Montipora_capitata_HIv3___RNAseq.g42700.t1,5,0,18,4,12,14,4,11,10
Montipora_capitata_HIv3___RNAseq.g17446.t1,1081,1316,1237,1188,970,1108,1218,1585,1441
Montipora_capitata_HIv3___RNAseq.g19402.t1b,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g19402.t1a,2,0,0,0,0,4,0,2,0
Montipora_capitata_HIv3___RNAseq.g35883.t1,6,0,0,0,0,4,4,4,1
Montipora_capitata_HIv3___RNAseq.g35562.t1,877,1061,1060,1157,1033,1149,315,390,603
Montipora_capitata_HIv3___RNAseq.g38431.t1,3,0,2,2,0,0,3,6,4
Montipora_capitata_HIv3___RNAseq.g15647.t1,918,1279,1332,1264,1075,1179,387,379,564
Montipora_capitata_HIv3___RNAseq.g17290.t1,0,0,0,0,2,0,2,4,5
Montipora_capitata_HIv3___RNAseq.g32870.t1,8,0,0,0,0,0,0,0,1
Montipora_capitata_HIv3___RNAseq.g36203.t1,7,18,9,24,8,26,31,50,40
Montipora_capitata_HIv3___TS.g32118.t1b,0,0,0,0,0,0,0,2,0
Montipora_capitata_HIv3___RNAseq.g24544.t1,0,0,0,0,13,6,46,27,52
Montipora_capitata_HIv3___TS.g32118.t1a,0,0,4,0,4,0,0,0,12
Montipora_capitata_HIv3___RNAseq.g38825.t1,50,42,31,13,40,23,39,15,18
Montipora_capitata_HIv3___RNAseq.g31544.t1,0,0,0,0,0,0,1,0,0
Montipora_capitata_HIv3___RNAseq.g11235.t1,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g33355.t1,364,468,483,538,408,499,960,1030,909
Montipora_capitata_HIv3___RNAseq.g10008.t1,0,5,0,0,0,0,0,0,0
Montipora_capitata_HIv3___TS.g3368.t1a,8,3,3,2,0,3,6,0,12
Montipora_capitata_HIv3___RNAseq.g41678.t1,14,14,24,14,14,16,5,18,10
Montipora_capitata_HIv3___RNAseq.g17444.t1,6,32,20,38,20,32,13,19,20
Montipora_capitata_HIv3___RNAseq.g11541.t1,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g9468.t1,229,191,320,677,628,892,4,5,0
Montipora_capitata_HIv3___RNAseq.g36898.t1,288,361,403,343,355,427,351,487,573
Montipora_capitata_HIv3___RNAseq.g25784.t1,8,13,10,7,8,7,20,29,53
Montipora_capitata_HIv3___TS.g39906.t1,123,167,129,158,122,147,134,146,123
Montipora_capitata_HIv3___RNAseq.g9414.t1,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___TS.g38272.t2,33,74,61,73,45,71,0,11,0
Montipora_capitata_HIv3___RNAseq.g3595.t1,6,6,2,0,2,1,1,4,4
Montipora_capitata_HIv3___RNAseq.g33357.t1,9061,10951,10082,6635,5599,6869,2338,3004,4237
Montipora_capitata_HIv3___RNAseq.g5535.t1a,0,14,6,6,20,30,37,32,70
Montipora_capitata_HIv3___RNAseq.g5535.t1b,4188,4839,4762,5221,4486,5453,2917,4268,4538
Montipora_capitata_HIv3___RNAseq.g13700.t1,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g39686.t1,16,29,20,19,19,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g25290.t1,0,0,13,0,0,5,55,30,77
Montipora_capitata_HIv3___TS.g5280.t1b,6,7,19,7,10,12,16,14,20
Montipora_capitata_HIv3___RNAseq.20338_t,378,576,518,545,387,473,177,200,304
Montipora_capitata_HIv3___RNAseq.g49791.t1a,199,245,243,205,203,215,52,127,140
Montipora_capitata_HIv3___TS.g4347.t1,1354,1634,1844,1758,1364,1802,511,696,1139
Montipora_capitata_HIv3___RNAseq.g3597.t1,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g19333.t1,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___TS.g35598.t1,31,64,42,33,37,44,7,15,18
Montipora_capitata_HIv3___RNAseq.g16740.t1,0,0,0,0,0,2,0,0,0
Montipora_capitata_HIv3___RNAseq.g20143.t1,1164,1625,1580,1155,1019,1164,20,31,18
Montipora_capitata_HIv3___RNAseq.g20854.t1,589,743,700,870,826,918,393,444,598
Montipora_capitata_HIv3___RNAseq.g26730.t1,7,15,6,5,3,8,15,10,15
Montipora_capitata_HIv3___RNAseq.g26560.t1,2541,2897,2797,3501,3012,3818,367,448,651
Montipora_capitata_HIv3___RNAseq.g36955.t1,3590,4443,4449,4233,3578,4473,1177,1296,1665
Montipora_capitata_HIv3___RNAseq.g32258.t1,0,0,0,0,1,0,0,0,6
Montipora_capitata_HIv3___TS.g27304.t1,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g16924.t1b,14,12,7,4,7,6,7,8,7
Montipora_capitata_HIv3___RNAseq.g16924.t1a,0,0,0,0,0,0,0,0,8
Montipora_capitata_HIv3___RNAseq.g47836.t1,0,0,0,0,0,0,0,8,0
Montipora_capitata_HIv3___RNAseq.g7584.t1,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___TS.g19934.t1,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___TS.g1798.t2,3476,3616,3872,4153,3513,4444,213,307,807
Montipora_capitata_HIv3___RNAseq.g29187.t1,2,0,0,2,0,2,2,0,0
Montipora_capitata_HIv3___RNAseq.g27418.t1,1184,1493,1521,1338,1093,1249,101,160,370
Montipora_capitata_HIv3___RNAseq.g33646.t1,0,1,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g31245.t1,11,19,18,19,18,20,18,39,35
Montipora_capitata_HIv3___RNAseq.g25786.t1,0,0,0,0,0,0,7,3,12
Montipora_capitata_HIv3___RNAseq.g16223.t1,11225,12432,12780,13937,11509,13626,8471,10587,13684
Montipora_capitata_HIv3___TS.g15899.t1,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g44680.t1,2,2,7,4,4,3,4,0,3
Montipora_capitata_HIv3___RNAseq.g36957.t1,0,14,9,6,0,22,7,16,5
Montipora_capitata_HIv3___RNAseq.g42148.t3,23,4,24,13,23,21,86,341,243
Montipora_capitata_HIv3___TS.g25545.t1,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g16517.t1,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g3715.t1,2,1,2,3,1,4,1,0,0
Montipora_capitata_HIv3___RNAseq.g28240.t1,0,0,0,0,4,2,4,3,11
Montipora_capitata_HIv3___TS.g38346.t1,595,877,815,923,649,771,213,192,341
Montipora_capitata_HIv3___RNAseq.g29250.t1,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___TS.g34102.t1,1812,2236,2362,2443,2192,2571,468,498,876
Montipora_capitata_HIv3___RNAseq.g45732.t1,0,0,0,0,0,0,0,3,0
Montipora_capitata_HIv3___RNAseq.g36691.t1,1249,1645,1349,1465,1018,1465,749,671,1270
Montipora_capitata_HIv3___RNAseq.g41339.t1,0,0,0,0,0,0,0,4,0
Montipora_capitata_HIv3___RNAseq.g29552.t1,6,3,6,10,4,10,4,8,5
Montipora_capitata_HIv3___RNAseq.g43268.t1,0,0,0,0,0,0,0,0,2
Montipora_capitata_HIv3___RNAseq.g21116.t1,4,7,0,7,0,10,3,8,12
Montipora_capitata_HIv3___RNAseq.g22876.t1,3444,4279,4532,4455,3978,4443,657,946,1289
Montipora_capitata_HIv3___RNAseq.g48032.t1,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___TS.g37293.t1,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g16618.t1,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g1628.t1,4,10,9,7,0,9,35,25,31
Montipora_capitata_HIv3___RNAseq.g10559.t1,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g7527.t1,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g24790.t1,4,4,4,8,10,9,2,2,9
Montipora_capitata_HIv3___RNAseq.g13194.t1,299,319,326,309,232,326,104,228,391
Montipora_capitata_HIv3___TS.g12318.t1,1,0,0,0,0,0,2,0,0
Montipora_capitata_HIv3___RNAseq.g18033.t1,277,340,341,305,234,349,50,45,94
Montipora_capitata_HIv3___RNAseq.g21064.t1,0,1,0,0,0,4,2,3,2
Montipora_capitata_HIv3___RNAseq.g45639.t1,0,2,2,1,4,0,22,11,6
Montipora_capitata_HIv3___RNAseq.g39217.t1,1,0,1,0,0,1,1,0,4
Montipora_capitata_HIv3___RNAseq.g32357.t1,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___TS.g27173.t1,129,139,173,117,97,128,129,147,259
Montipora_capitata_HIv3___RNAseq.g7741.t1,884,1037,954,791,686,787,308,335,552
Montipora_capitata_HIv3___RNAseq.g402.t1,9307,10840,10469,10697,9279,10954,3972,4714,5075
Montipora_capitata_HIv3___RNAseq.g33638.t1,0,4,2,2,0,2,2,4,3
Montipora_capitata_HIv3___RNAseq.g28765.t1,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g17776.t1,0,6,0,0,0,0,0,0,15
Montipora_capitata_HIv3___TS.g347.t1,33,25,20,20,33,32,0,0,0
Montipora_capitata_HIv3___RNAseq.g26674.t1,196,216,193,194,201,193,156,255,434
Montipora_capitata_HIv3___RNAseq.g1224.t1a,21,9,40,13,40,35,28,32,39
Montipora_capitata_HIv3___RNAseq.g1224.t1b,1643,1693,1812,1540,1190,1544,1148,1562,2117
Montipora_capitata_HIv3___TS.g22618.t1,14,17,0,0,0,23,0,36,13
Montipora_capitata_HIv3___RNAseq.g26877.t1,3992,4547,4754,4013,3700,4090,624,713,1450
Montipora_capitata_HIv3___RNAseq.g9333.t1,28,47,36,34,43,44,47,53,56
Montipora_capitata_HIv3___RNAseq.g32037.t1,0,0,0,0,0,4,0,3,1
Montipora_capitata_HIv3___TS.g109.t1,0,0,0,1,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g15615.t1,1,5,0,0,0,0,5,1,2
Montipora_capitata_HIv3___TS.g31210.t2,0,3,1,0,2,2,0,4,3
Montipora_capitata_HIv3___RNAseq.g15645.t1,14858,20322,19868,18856,15037,20280,4707,5292,6805
Montipora_capitata_HIv3___RNAseq.g24792.t2,1,0,5,4,0,1,10,14,14
Montipora_capitata_HIv3___RNAseq.g3286.t1b,0,4,3,0,0,3,4,2,4
Montipora_capitata_HIv3___RNAseq.g44765.t1,0,1,1,0,1,0,1,1,6
Montipora_capitata_HIv3___RNAseq.g3286.t1a,10374,11431,10104,12381,10761,12328,2152,3824,5447
Montipora_capitata_HIv3___TS.g37503.t1,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g42451.t1,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g16321.t1,0,0,0,0,0,2,0,0,0
Montipora_capitata_HIv3___RNAseq.g15617.t1,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g9331.t1,561,976,1396,2300,1335,3624,7341,7225,6709
Montipora_capitata_HIv3___RNAseq.g33970.t1,458,625,624,526,526,577,122,191,271
Montipora_capitata_HIv3___RNAseq.g19608.t1,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g47527.t1,17100,20321,19154,21334,19327,22313,603,812,1888
Montipora_capitata_HIv3___RNAseq.g41314.t1,838,1089,965,1014,841,918,230,328,281
Montipora_capitata_HIv3___RNAseq.g12085.t1,6205,7178,7336,6748,6134,7403,1835,2118,2928
Montipora_capitata_HIv3___RNAseq.g42299.t1,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___TS.g25445.t1,1,0,1,0,0,0,0,2,3
Montipora_capitata_HIv3___RNAseq.g578.t1,0,0,3,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g13196.t1,6,0,0,0,3,0,4,2,2
Montipora_capitata_HIv3___TS.g44851.t1,228,292,242,290,192,341,224,261,345
Montipora_capitata_HIv3___RNAseq.g37651.t1,111,133,133,65,87,92,61,50,90
Montipora_capitata_HIv3___RNAseq.g48812.t1,0,0,0,0,0,0,7,0,0
Montipora_capitata_HIv3___TS.g34428.t3,230,229,266,239,187,281,47,57,131
Montipora_capitata_HIv3___RNAseq.g16323.t1,344,356,411,423,276,323,215,197,267
Montipora_capitata_HIv3___RNAseq.g15206.t1,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g799.t1,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g27984.t1,129,199,258,320,258,235,65,118,114
Montipora_capitata_HIv3___TS.g41793.t1,110,112,130,185,87,154,26,39,74
Montipora_capitata_HIv3___RNAseq.g46304.t1,329,310,339,321,261,272,31,44,113
Montipora_capitata_HIv3___RNAseq.g30601.t1,2,8,2,0,1,6,1,5,8
Montipora_capitata_HIv3___TS.g9836.t1,2039,2307,2228,1945,1676,2008,398,515,1034
Montipora_capitata_HIv3___RNAseq.g32355.t1,3,4,0,3,0,6,0,0,2
Montipora_capitata_HIv3___RNAseq.g7038.t1,5,9,8,2,5,4,8,8,14
Montipora_capitata_HIv3___RNAseq.g5171.t1,0,0,0,0,0,3,0,0,0
Montipora_capitata_HIv3___RNAseq.g26875.t1,0,3,0,0,0,0,0,2,1
Montipora_capitata_HIv3___RNAseq.g10707.t1,12,19,9,16,16,15,0,7,4
Montipora_capitata_HIv3___RNAseq.g21370.t1,11,9,12,4,13,10,0,5,4
Montipora_capitata_HIv3___TS.g4646.t1,302,378,455,365,275,389,890,857,953
Montipora_capitata_HIv3___RNAseq.g49313.t1,37,51,32,65,75,97,208,221,127
Montipora_capitata_HIv3___RNAseq.g22738.t1,10,28,20,25,22,13,9,10,18
Montipora_capitata_HIv3___RNAseq.g48347.t1,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g40419.t1,97,97,114,100,96,108,17,56,85
Montipora_capitata_HIv3___TS.g4020.t1,6,5,0,0,0,0,0,1,4
Montipora_capitata_HIv3___TS.g46141.t1,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g49629.t1,1074,1177,1453,1332,1175,1355,259,237,564
Montipora_capitata_HIv3___RNAseq.g40919.t1,7067,7662,7133,7976,7799,8381,2471,2914,4749
Montipora_capitata_HIv3___RNAseq.g43056.t1,1271,1522,1435,1154,902,1072,1344,1691,1643
Montipora_capitata_HIv3___TS.g43835.t1,10,5,0,0,0,0,0,0,17
Montipora_capitata_HIv3___TS.g48090.t1,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___TS.g18570.t1,34,29,28,57,42,48,158,179,137
