gene_id,AH1,AH2,AH3,AH4,AH5,AH6,AH7,AH8,AH9
Montipora_capitata_HIv3___RNAseq.g8305.t1,0,0,0,6,0,0,3,15,10
Montipora_capitata_HIv3___TS.g44235.t1,0,4,3,1,1,2,0,2,2
Montipora_capitata_HIv3___RNAseq.g37000.t1,41,70,55,89,73,107,28,34,43
Montipora_capitata_HIv3___RNAseq.g44123.t1,3057,3295,2997,4258,3773,4511,771,1216,1792
Montipora_capitata_HIv3___RNAseq.g7675.t1,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g14441.t1,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g18521.t1,32813,39593,37879,42932,34509,44174,8516,10854,11625
Montipora_capitata_HIv3___RNAseq.g15015.t1,250,262,240,340,344,362,805,841,1649
Montipora_capitata_HIv3___TS.g17737.t1,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g33232.t1,7,4,0,0,3,8,4,3,12
Montipora_capitata_HIv3___RNAseq.g42826.t1,0,2,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g19709.t1,248,315,380,353,261,319,535,695,777
Montipora_capitata_HIv3___RNAseq.g19744.t1,8,15,9,10,24,8,1,2,5
Montipora_capitata_HIv3___RNAseq.46201_t,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.18418_t,1550,1915,1921,1428,1326,1520,83,114,124
Montipora_capitata_HIv3___TS.g3001.t1,452,597,580,607,398,558,264,334,463
Montipora_capitata_HIv3___RNAseq.g3096.t1,1655,2108,2146,1481,1221,1618,1033,1242,1690
Montipora_capitata_HIv3___RNAseq.g25296.t1,13,34,28,23,13,15,7,0,0
Montipora_capitata_HIv3___TS.g50052.t1,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.13557_t,151,201,130,116,131,174,46,51,137
Montipora_capitata_HIv3___RNAseq.g10183.t1,1036,1168,1309,957,746,971,408,656,837
Montipora_capitata_HIv3___RNAseq.g40102.t1,12,7,9,7,20,11,2,9,17
Montipora_capitata_HIv3___RNAseq.g29157.t1,9467,9988,9658,7080,6582,7251,621,1049,2187
Montipora_capitata_HIv3___RNAseq.g15283.t1,455,653,776,690,450,775,282,230,339
Montipora_capitata_HIv3___RNAseq.g38018.t1,0,0,0,0,0,0,0,5,14
Montipora_capitata_HIv3___TS.g29317.t1,0,0,0,0,0,0,0,3,0
Montipora_capitata_HIv3___RNAseq.g48173.t1,0,0,0,0,0,0,0,4,0
Montipora_capitata_HIv3___RNAseq.g27111.t1b,2,0,0,13,7,3,4,7,19
Montipora_capitata_HIv3___RNAseq.g30322.t1,15,22,20,15,19,31,0,0,4
Montipora_capitata_HIv3___RNAseq.g42843.t1,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g20826.t1,1641,1976,2225,1937,1797,2168,1402,1208,1212
Montipora_capitata_HIv3___RNAseq.g5377.t1,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g22804.t1,3,0,0,3,0,0,0,0,0
Montipora_capitata_HIv3___TS.g21380.t1,29,30,24,23,31,29,19,33,37
Montipora_capitata_HIv3___TS.g7713.t2,2963,3653,3499,3727,3166,4074,608,838,1224
Montipora_capitata_HIv3___RNAseq.g39959.t1,0,0,0,1,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g9158.t1,3310,3339,3314,3037,2712,2998,1226,1949,2458
Montipora_capitata_HIv3___RNAseq.g31001.t1,0,0,0,0,0,0,4,0,4
Montipora_capitata_HIv3___RNAseq.g6852.t1,4932,5855,5775,5229,4826,5510,746,1164,1508
Montipora_capitata_HIv3___RNAseq.g40436.t1,1651,2244,2251,1971,1517,1994,374,622,808
Montipora_capitata_HIv3___RNAseq.g30701.t1,2,5,3,8,1,1,3,2,6
Montipora_capitata_HIv3___RNAseq.g33375.t1,103,122,79,92,96,133,6,7,23
Montipora_capitata_HIv3___TS.g38137.t1,0,3,0,2,2,3,2,2,6
Montipora_capitata_HIv3___RNAseq.g10181.t1,17,0,0,9,0,11,62,55,38
Montipora_capitata_HIv3___RNAseq.g24724.t1,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g40100.t1,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g4210.t1,0,0,0,0,0,0,0,4,0
Montipora_capitata_HIv3___RNAseq.g27356.t1,1066,1353,489,971,1047,1157,46,28,99
Montipora_capitata_HIv3___RNAseq.g18997.t1,0,0,0,0,0,0,0,6,1
Montipora_capitata_HIv3___RNAseq.g12538.t1,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g34268.t1,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g29740.t1,2,0,1,0,0,0,2,3,3
Montipora_capitata_HIv3___RNAseq.g3393.t1,1,0,1,0,3,1,0,0,1
Montipora_capitata_HIv3___RNAseq.g39626.t1a,0,5,0,2,0,5,0,0,0
Montipora_capitata_HIv3___RNAseq.g39626.t1b,15,20,13,31,18,14,37,15,25
Montipora_capitata_HIv3___RNAseq.g34387.t1,0,0,0,13,17,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g6850.t1,1264,1576,1404,1311,1298,1374,461,574,767
Montipora_capitata_HIv3___TS.g36618.t2,1601,1657,1662,1189,1131,954,1172,2674,2674
Montipora_capitata_HIv3___RNAseq.g25201.t1a,22,15,0,4,6,6,5,0,0
Montipora_capitata_HIv3___RNAseq.g25201.t1b,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g42824.t1,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g48150.t1,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g38696.t1,1,0,0,1,0,0,1,0,1
Montipora_capitata_HIv3___RNAseq.g41027.t1,6,26,15,24,16,13,0,0,3
Montipora_capitata_HIv3___RNAseq.g40711.t1,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g46243.t1,651,784,836,575,562,650,138,307,469
Montipora_capitata_HIv3___TS.g38624.t1,186,223,176,127,121,127,196,256,156
Montipora_capitata_HIv3___RNAseq.13310_t,956,1262,1228,1044,851,945,516,835,919
Montipora_capitata_HIv3___RNAseq.g29568.t1,36638,41187,39033,59811,51461,62589,37,53,97
Montipora_capitata_HIv3___RNAseq.g5773.t1,14,4,10,19,14,11,7,17,20
Montipora_capitata_HIv3___RNAseq.g50353.t1,10,12,23,7,12,10,9,17,28
Montipora_capitata_HIv3___RNAseq.g16632.t1,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g20858.t1,0,0,0,0,0,0,0,8,1
Montipora_capitata_HIv3___RNAseq.g20939.t1,93,131,94,100,105,175,23,45,33
Montipora_capitata_HIv3___RNAseq.g7505.t1,1509,1812,1946,1603,1464,1775,976,1240,1213
Montipora_capitata_HIv3___TS.g6582.t1,139,137,91,165,132,182,30,43,48
Montipora_capitata_HIv3___RNAseq.g48171.t1,0,0,0,0,0,0,0,0,3
Montipora_capitata_HIv3___RNAseq.g35995.t1,0,0,0,0,0,0,0,4,5
Montipora_capitata_HIv3___RNAseq.g45128.t1,5560,7977,7676,7653,6882,7994,3318,3065,3924
Montipora_capitata_HIv3___RNAseq.g26588.t1,6,3,3,6,3,7,2,2,5
Montipora_capitata_HIv3___RNAseq.g16788.t1,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g33315.t1,1679,1948,1881,1667,1517,1780,598,878,795
Montipora_capitata_HIv3___RNAseq.g42091.t1,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g40328.t1,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g49839.t1,130,109,159,163,80,122,10,24,42
Montipora_capitata_HIv3___RNAseq.g46241.t1,4,2,4,7,1,4,9,16,13
Montipora_capitata_HIv3___RNAseq.g21515.t1,4,0,2,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g43478.t1,2,0,1,4,4,2,8,12,3
Montipora_capitata_HIv3___TS.g50231.t1,309,392,356,340,294,302,334,462,454
Montipora_capitata_HIv3___RNAseq.g26616.t1,154,175,188,245,201,261,28,27,68
Montipora_capitata_HIv3___RNAseq.g19685.t2,5017,5910,5921,5450,5073,5930,3547,3669,3527
Montipora_capitata_HIv3___RNAseq.g24568.t1,241,242,122,158,154,442,3408,4900,6068
Montipora_capitata_HIv3___RNAseq.g38599.t1,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g31265.t1,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g49998.t1c,81,44,45,41,45,68,82,191,130
Montipora_capitata_HIv3___RNAseq.g19217.t1,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g49998.t1a,37,76,45,32,25,41,3,42,60
Montipora_capitata_HIv3___RNAseq.g6966.t1,1,1,1,0,1,0,1,1,2
Montipora_capitata_HIv3___RNAseq.g27807.t1,1515,1737,1820,1570,1402,1844,1240,1656,1886
Montipora_capitata_HIv3___RNAseq.g21174.t1,0,0,0,0,0,0,0,0,6
Montipora_capitata_HIv3___RNAseq.g31429.t1,0,2,2,0,3,4,0,0,0
Montipora_capitata_HIv3___RNAseq.g38822.t1,25,28,4,16,17,14,19,17,16
Montipora_capitata_HIv3___TS.g46195.t1,0,8,16,0,9,11,0,0,16
Montipora_capitata_HIv3___RNAseq.g12912.t1,0,0,7,4,0,0,6,5,0
Montipora_capitata_HIv3___TS.g45000.t1,3620,4490,4525,4111,3787,4328,2253,2794,2934
Montipora_capitata_HIv3___RNAseq.g41614.t1,1,3,3,2,1,1,1,6,11
Montipora_capitata_HIv3___TS.g329.t1,3,4,4,0,3,4,6,14,22
Montipora_capitata_HIv3___RNAseq.g34935.t1,892,1117,1226,980,917,1147,268,361,532
Montipora_capitata_HIv3___RNAseq.g1249.t1,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g15321.t1,3,0,2,0,3,0,0,0,0
Montipora_capitata_HIv3___TS.g1614.t1,17,13,9,14,12,9,10,13,11
Montipora_capitata_HIv3___RNAseq.g6041.t1,0,16,14,15,5,10,17,16,19
Montipora_capitata_HIv3___RNAseq.g6964.t1,430,430,411,466,453,376,68,69,42
Montipora_capitata_HIv3___RNAseq.g9310.t1,3,0,1,0,0,0,0,2,3
Montipora_capitata_HIv3___TS.g33594.t1,48,63,50,42,51,86,23,34,48
Montipora_capitata_HIv3___RNAseq.g32152.t1,1574,1985,2080,2175,1846,2222,1811,2562,2100
Montipora_capitata_HIv3___RNAseq.g17784.t1e,8,22,42,23,19,16,0,0,0
Montipora_capitata_HIv3___RNAseq.g38502.t1,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g17784.t1d,0,0,0,0,0,2,0,0,0
Montipora_capitata_HIv3___RNAseq.g39641.t1,458,519,656,604,454,564,158,281,521
Montipora_capitata_HIv3___RNAseq.g2599.t1,3,1,1,5,3,2,3,13,3
Montipora_capitata_HIv3___TS.g32335.t1,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g49291.t1,291,468,405,406,328,392,179,285,251
Montipora_capitata_HIv3___RNAseq.g30740.t1,0,0,0,0,4,11,0,0,0
Montipora_capitata_HIv3___RNAseq.g5764.t1,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___TS.g23717.t1,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g30956.t1,0,0,0,0,0,0,4,6,5
Montipora_capitata_HIv3___TS.g10686.t1,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g44924.t1,3,0,9,0,0,0,0,0,5
Montipora_capitata_HIv3___RNAseq.g26614.t1,0,0,1,5,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g13586.t1,838,1010,1070,1473,1122,1570,178,256,248
Montipora_capitata_HIv3___RNAseq.g19112.t1,132,142,114,94,75,115,46,40,74
Montipora_capitata_HIv3___RNAseq.g10482.t1,1468,1621,1957,1476,1148,1528,621,775,688
Montipora_capitata_HIv3___RNAseq.g1650.t1,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___TS.g270.t1,0,0,0,0,0,0,0,1,2
Montipora_capitata_HIv3___RNAseq.g42743.t1,8,12,10,14,5,14,5,3,7
Montipora_capitata_HIv3___RNAseq.g35459.t2,1188,1368,1455,1239,1033,1197,462,689,845
Montipora_capitata_HIv3___RNAseq.g46091.t1,1557,2206,2150,2178,1799,2242,806,954,1202
Montipora_capitata_HIv3___RNAseq.g41616.t1,2,2,3,0,0,0,0,2,4
Montipora_capitata_HIv3___RNAseq.g16825.t1,0,0,0,3,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g9608.t1,4433,4952,4719,4498,4243,4861,636,962,2354
Montipora_capitata_HIv3___RNAseq.g12910.t1,1,1,4,1,1,1,1,1,1
Montipora_capitata_HIv3___RNAseq.g26082.t1,4,9,10,6,0,1,6,28,11
Montipora_capitata_HIv3___RNAseq.g40494.t1,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___TS.g964.t1,102,96,99,118,67,100,169,163,253
Montipora_capitata_HIv3___TS.g9116.t1,2,2,0,0,5,0,5,6,19
Montipora_capitata_HIv3___RNAseq.g4598.t1,0,4,5,0,0,3,6,0,6
Montipora_capitata_HIv3___TS.g16189.t1,5,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g10480.t1,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___TS.g22632.t1,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___TS.g19086.t1,107,154,169,131,90,139,274,377,295
Montipora_capitata_HIv3___RNAseq.g47647.t1,74,84,104,105,93,103,0,7,12
Montipora_capitata_HIv3___TS.g48360.t1,1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g35438.t1,295,368,441,363,328,424,121,170,201
Montipora_capitata_HIv3___TS.g4230.t2,853,989,983,1100,786,871,277,512,769
Montipora_capitata_HIv3___RNAseq.g29908.t1,1,0,2,0,0,1,0,0,1
Montipora_capitata_HIv3___RNAseq.g20123.t1,5,3,2,10,25,0,23,30,20
Montipora_capitata_HIv3___RNAseq.g25895.t1,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g36766.t1,0,1,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g50097.t1,5147,6100,5665,5802,4687,5731,1093,1539,1715
Montipora_capitata_HIv3___TS.g44875.t1,266,394,362,299,253,349,12,16,39
Montipora_capitata_HIv3___RNAseq.g14064.t1,1,1,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g27961.t1,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g7875.t1,24,32,23,4,17,17,32,57,40
Montipora_capitata_HIv3___RNAseq.g33947.t1,63,62,79,59,83,64,6,19,28
Montipora_capitata_HIv3___TS.g50598.t1,0,0,0,0,0,0,0,0,1
Montipora_capitata_HIv3___RNAseq.g28422.t1,3,0,0,1,0,0,3,4,6
Montipora_capitata_HIv3___RNAseq.g18899.t1a,3,0,3,0,2,0,4,12,2
Montipora_capitata_HIv3___RNAseq.g16997.t1a,5,0,0,0,7,0,0,0,14
Montipora_capitata_HIv3___RNAseq.g16997.t1b,8,7,5,13,9,15,45,53,35
Montipora_capitata_HIv3___RNAseq.g18899.t1b,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g41494.t1,2528,3042,3092,2932,2532,2977,1280,1827,1868
Montipora_capitata_HIv3___TS.g41536.t1,5,19,12,6,19,7,16,20,26
Montipora_capitata_HIv3___RNAseq.g20121.t1,7551,8795,8243,8286,7678,8955,2205,2847,2895
Montipora_capitata_HIv3___RNAseq.g30336.t1,5,5,10,5,10,8,7,35,37
Montipora_capitata_HIv3___RNAseq.g50485.t1,1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g14061.t1,0,0,0,0,0,0,5,0,0
Montipora_capitata_HIv3___RNAseq.g42100.t1,66,50,52,63,59,66,35,65,125
Montipora_capitata_HIv3___RNAseq.g42741.t1,1103,1525,1532,1607,1269,1645,144,103,384
Montipora_capitata_HIv3___RNAseq.g29095.t1c,3,4,3,8,9,2,1,7,2
Montipora_capitata_HIv3___RNAseq.g29095.t1b,0,8,2,5,5,0,6,14,10
Montipora_capitata_HIv3___RNAseq.g27176.t1,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g3345.t1,17,15,12,13,36,29,7,18,22
Montipora_capitata_HIv3___RNAseq.g20221.t1,891,2228,2294,2465,636,2434,3856,5055,6872
Montipora_capitata_HIv3___TS.g46018.t3,823,805,764,1085,926,1016,75,124,487
Montipora_capitata_HIv3___RNAseq.g1652.t1,2,0,0,0,0,0,0,2,6
Montipora_capitata_HIv3___RNAseq.g49814.t1,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___TS.g23230.t1,463,601,755,711,459,704,189,286,249
Montipora_capitata_HIv3___RNAseq.g8681.t1,1,1,5,2,0,3,0,1,0
Montipora_capitata_HIv3___RNAseq.g36204.t1,0,0,0,0,0,0,0,0,3
Montipora_capitata_HIv3___RNAseq.g15281.t1,3250,3624,3573,3460,2981,3440,459,546,1113
Montipora_capitata_HIv3___RNAseq.g14522.t1,3534,4266,3975,4013,3578,4244,1620,2866,3725
Montipora_capitata_HIv3___RNAseq.g23624.t1,2,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g24915.t1,55774,67351,66136,56616,49051,53675,560,474,726
Montipora_capitata_HIv3___RNAseq.g8618.t1,2,0,0,0,0,0,4,0,0
Montipora_capitata_HIv3___TS.g47847.t2,206,248,274,204,203,245,45,60,86
Montipora_capitata_HIv3___TS.g14678.t1,3099,3877,3842,3760,3374,3988,704,747,945
Montipora_capitata_HIv3___RNAseq.g13425.t1,0,0,4,0,0,3,0,0,3
Montipora_capitata_HIv3___RNAseq.g37473.t1,2130,2628,2403,3093,2401,2758,497,691,1049
Montipora_capitata_HIv3___RNAseq.g47310.t1,11,18,20,15,9,13,59,100,60
Montipora_capitata_HIv3___RNAseq.g35652.t1,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g13618.t1,9,12,9,6,3,6,9,13,16
Montipora_capitata_HIv3___RNAseq.g38220.t1,3,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g29528.t1,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g25657.t1,471,638,683,471,481,456,345,364,535
Montipora_capitata_HIv3___RNAseq.g381.t1,286,416,353,408,321,396,169,262,316
Montipora_capitata_HIv3___RNAseq.g6805.t1,280,359,500,543,256,452,148,116,361
Montipora_capitata_HIv3___RNAseq.g701.t1,0,0,0,0,0,0,0,8,3
Montipora_capitata_HIv3___RNAseq.g16829.t1b,3,3,2,0,1,3,3,3,8
Montipora_capitata_HIv3___RNAseq.g36764.t1,13,19,23,36,21,12,25,23,32
Montipora_capitata_HIv3___RNAseq.g3217.t1,519,607,681,629,520,763,434,472,776
Montipora_capitata_HIv3___RNAseq.g15644.t1,1583,1947,2021,2536,1948,2445,2950,3117,3303
Montipora_capitata_HIv3___RNAseq.g36815.t1,54,57,58,38,43,56,21,29,42
Montipora_capitata_HIv3___TS.g47169.t1,0,7,16,9,16,10,0,0,0
Montipora_capitata_HIv3___RNAseq.g32991.t1,202,188,142,138,132,167,28,24,104
Montipora_capitata_HIv3___RNAseq.g25345.t1,4889,6451,6253,6200,5316,6392,3743,4217,4278
Montipora_capitata_HIv3___RNAseq.g36652.t1,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g13427.t1,0,0,0,0,0,0,0,0,11
Montipora_capitata_HIv3___RNAseq.g39279.t1,0,0,0,11,4,0,0,7,14
Montipora_capitata_HIv3___RNAseq.g24324.t1,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g14063.t1,24,34,36,42,36,39,32,98,60
Montipora_capitata_HIv3___RNAseq.g27855.t1,2199,2503,2510,2316,1933,2459,1383,1723,1839
Montipora_capitata_HIv3___TS.g27521.t1,9,3,12,12,8,6,0,0,9
Montipora_capitata_HIv3___RNAseq.g8664.t1,966,1120,1060,1272,1016,1156,86,135,299
Montipora_capitata_HIv3___RNAseq.g31437.t1,40,52,61,52,68,84,95,137,160
Montipora_capitata_HIv3___RNAseq.g4819.t1,0,0,0,0,0,0,1,0,0
Montipora_capitata_HIv3___TS.g3571.t1,0,0,1,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g42102.t1,7,21,27,4,0,29,13,22,29
Montipora_capitata_HIv3___RNAseq.g11809.t1,0,17,15,0,14,0,22,30,52
Montipora_capitata_HIv3___RNAseq.g48743.t1,30,32,31,37,32,38,84,172,159
Montipora_capitata_HIv3___TS.g30024.t1a,384,486,440,504,469,562,88,100,196
Montipora_capitata_HIv3___RNAseq.g27713.t1,953,1114,1064,1119,1261,1198,1186,1490,1838
Montipora_capitata_HIv3___RNAseq.g19398.t1,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g32993.t1,720,957,1122,936,813,1056,1225,1683,1696
Montipora_capitata_HIv3___RNAseq.g14293.t1,4,9,6,8,9,9,4,4,8
Montipora_capitata_HIv3___RNAseq.g36817.t1,199,201,192,181,157,167,68,90,163
Montipora_capitata_HIv3___TS.g24412.t1,0,0,0,0,20,20,0,19,9
Montipora_capitata_HIv3___RNAseq.g32522.t2,630,774,769,922,885,1061,268,258,399
Montipora_capitata_HIv3___RNAseq.g38025.t1,20,24,39,19,31,47,30,86,62
Montipora_capitata_HIv3___RNAseq.g34431.t1,2054,2223,2399,2377,1971,2420,2408,2296,2715
Montipora_capitata_HIv3___TS.g3369.t1,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g12390.t1,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___TS.g32998.t1,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g36206.t1,130,171,178,135,138,161,115,93,118
Montipora_capitata_HIv3___TS.g24309.t2,2942,3149,3626,3424,2922,3410,1200,1080,1962
Montipora_capitata_HIv3___TS.g9755.t1a,154,218,330,254,325,367,207,379,254
Montipora_capitata_HIv3___TS.g9755.t1b,41,23,27,38,33,42,6,15,45
Montipora_capitata_HIv3___TS.g43944.t1a,2,3,14,2,9,13,2,3,7
Montipora_capitata_HIv3___RNAseq.g4878.t1,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g1772.t1,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g8595.t1,4,2,1,6,1,1,1,1,3
Montipora_capitata_HIv3___RNAseq.g26371.t1,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___TS.g42302.t1,5,6,0,2,0,0,4,8,9
Montipora_capitata_HIv3___RNAseq.g11879.t1,3,12,7,8,0,12,11,17,21
Montipora_capitata_HIv3___RNAseq.g33068.t1,397,516,522,476,454,406,339,292,293
Montipora_capitata_HIv3___RNAseq.g38041.t1,9,8,8,3,2,6,0,1,2
Montipora_capitata_HIv3___RNAseq.g46829.t1,0,4,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g14612.t1,1,1,1,1,1,0,1,2,5
Montipora_capitata_HIv3___RNAseq.g26121.t1,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g38222.t1,33,41,59,39,41,63,36,67,57
Montipora_capitata_HIv3___RNAseq.g383.t1,2438,3060,3338,3221,2599,3266,2325,3125,2561
Montipora_capitata_HIv3___TS.g18302.t1,30,23,34,24,22,28,25,35,61
Montipora_capitata_HIv3___RNAseq.g25655.t1,3,0,0,0,2,0,5,14,1
Montipora_capitata_HIv3___RNAseq.g17545.t1,0,0,0,0,0,0,0,3,0
Montipora_capitata_HIv3___TS.g3552.t1,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___TS.g29968.t1,375,336,384,461,386,510,178,227,258
Montipora_capitata_HIv3___TS.g11439.t1,0,0,0,0,0,0,0,0,2
Montipora_capitata_HIv3___RNAseq.g39236.t1,0,5,7,5,0,9,0,0,0
Montipora_capitata_HIv3___RNAseq.g30132.t1,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g12625.t1,205,272,245,258,273,289,204,208,210
Montipora_capitata_HIv3___RNAseq.g26898.t1,167,189,162,173,170,189,97,114,207
Montipora_capitata_HIv3___RNAseq.g40721.t1,116,121,130,186,154,177,88,170,205
Montipora_capitata_HIv3___RNAseq.g24326.t1,1529,1838,1884,1614,1402,1712,584,918,839
Montipora_capitata_HIv3___RNAseq.g40590.t1,13004,14684,14429,12946,11334,12473,4280,5648,12145
Montipora_capitata_HIv3___TS.g33327.t1,7,3,4,9,5,6,6,3,8
Montipora_capitata_HIv3___RNAseq.g464.t1,242,351,285,254,272,245,235,243,257
Montipora_capitata_HIv3___RNAseq.g34261.t1,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___TS.g24487.t1,13,23,17,18,13,23,14,11,27
Montipora_capitata_HIv3___RNAseq.g16343.t1,6,10,13,10,10,12,12,9,6
Montipora_capitata_HIv3___RNAseq.g19110.t1,0,0,0,0,0,8,0,7,5
Montipora_capitata_HIv3___RNAseq.g42528.t1,1,3,1,0,0,0,0,1,2
Montipora_capitata_HIv3___RNAseq.g27959.t1b,0,3,1,0,0,0,1,1,0
Montipora_capitata_HIv3___RNAseq.g28507.t1,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g3110.t1,492,692,622,610,548,722,293,361,389
Montipora_capitata_HIv3___RNAseq.g5562.t1,0,0,8,1,0,13,0,8,10
Montipora_capitata_HIv3___RNAseq.g16650.t1b,0,0,0,0,0,0,0,0,3
Montipora_capitata_HIv3___RNAseq.g26849.t1,5,9,10,5,10,5,6,4,17
Montipora_capitata_HIv3___TS.g39966.t1,0,0,0,3,7,9,2,10,0
Montipora_capitata_HIv3___TS.g31112.t1,0,0,0,2,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g46.t1,67,61,43,46,37,60,87,75,115
Montipora_capitata_HIv3___RNAseq.g17714.t1,0,0,0,0,0,0,0,0,10
Montipora_capitata_HIv3___RNAseq.g37008.t1,0,0,0,0,4,0,0,0,4
Montipora_capitata_HIv3___RNAseq.g4078.t1,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g32503.t1,3,9,0,0,0,0,0,8,11
Montipora_capitata_HIv3___RNAseq.g40592.t1,175,193,218,207,230,247,92,163,194
Montipora_capitata_HIv3___TS.g41170.t1,15,29,6,20,9,22,6,6,18
Montipora_capitata_HIv3___RNAseq.g49938.t1,0,0,0,0,0,0,2,0,0
Montipora_capitata_HIv3___RNAseq.g26123.t1,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g15197.t1,77,114,121,99,90,125,40,45,68
Montipora_capitata_HIv3___RNAseq.g28279.t1,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g13337.t2,3004,3797,3455,3526,3128,3601,1036,1438,1087
Montipora_capitata_HIv3___RNAseq.g2891.t1,23,36,39,47,29,57,54,79,79
Montipora_capitata_HIv3___TS.g375.t1,512,568,501,610,477,509,94,120,256
Montipora_capitata_HIv3___RNAseq.g11449.t1,9542,12150,12838,15363,12425,15454,1172,1402,2664
Montipora_capitata_HIv3___RNAseq.g21479.t1,6,7,10,6,9,6,0,3,9
