gene_id,SRR3051863,SRR3051864,SRR3051865,SRR3051866,SRR3051867,SRR3051868,SRR3051869,SRR3051870,SRR3051871
Pocillopora_acuta_HIv2___TS.g30819.t1,3,3,7,2,3,3,5,5,2
Pocillopora_acuta_HIv2___RNAseq.g12290.t1,0,23,28,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g2708.t1,1,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g11735.t1,1110,1580,2003,1290,1213,1455,1872,1713,1579
Pocillopora_acuta_HIv2___RNAseq.g20835.t1,625,796,968,544,707,846,1894,1678,2295
Pocillopora_acuta_HIv2___RNAseq.g22638.t1,720,764,1185,1254,833,2868,7352,10247,6815
Pocillopora_acuta_HIv2___RNAseq.g19238.t1,537,1119,1338,369,209,499,900,626,880
Pocillopora_acuta_HIv2___RNAseq.g15175.t1a,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g25181.t1,147,170,157,218,279,176,172,188,176
Pocillopora_acuta_HIv2___RNAseq.g15175.t1b,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g24902.t1,0,0,0,70,0,12,208,149,120
Pocillopora_acuta_HIv2___RNAseq.g26011.t1,194,129,177,75,78,78,121,88,86
Pocillopora_acuta_HIv2___RNAseq.g28788.t1,5,5,8,0,1,1,7,13,9
Pocillopora_acuta_HIv2___RNAseq.g25487.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g7899.t1,24,38,49,19,21,49,42,74,53
Pocillopora_acuta_HIv2___RNAseq.g3629.t1,52,63,66,8,8,28,95,111,120
Pocillopora_acuta_HIv2___RNAseq.g22050.t1,108,165,194,59,50,98,164,109,125
Pocillopora_acuta_HIv2___TS.g30342.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g26013.t1,0,46,55,63,0,22,49,0,57
Pocillopora_acuta_HIv2___RNAseq.g20628.t1,16,15,0,0,0,0,38,49,34
Pocillopora_acuta_HIv2___RNAseq.g23835.t1,10,22,17,2,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g17158.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g11330.t1,2,3,4,3,3,3,7,7,4
Pocillopora_acuta_HIv2___RNAseq.g4104.t1,3,4,2,0,0,0,2,2,4
Pocillopora_acuta_HIv2___TS.g20544.t1,45,95,125,27,53,66,66,54,62
Pocillopora_acuta_HIv2___RNAseq.g8567.t1,201,278,396,66,69,76,200,235,195
Pocillopora_acuta_HIv2___RNAseq.g9538.t1,4,3,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g13823.t1,0,0,0,0,0,9,1568,1745,1705
Pocillopora_acuta_HIv2___RNAseq.g11474.t1,48,80,65,41,40,102,339,459,418
Pocillopora_acuta_HIv2___RNAseq.g3251.t1,20,39,46,29,66,96,35,16,39
Pocillopora_acuta_HIv2___RNAseq.g19810.t1,0,57,44,0,52,53,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g17270.t1,21,26,34,10,8,11,39,42,48
Pocillopora_acuta_HIv2___RNAseq.g3751.t1,891,1112,1208,767,834,956,2157,2018,1905
Pocillopora_acuta_HIv2___RNAseq.g27651.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g1654.t1,15,15,16,9,12,16,17,22,18
Pocillopora_acuta_HIv2___RNAseq.g15217.t1,1241,1648,2296,785,778,749,397,489,462
Pocillopora_acuta_HIv2___RNAseq.g12288.t1,21,56,105,26,18,0,52,55,25
Pocillopora_acuta_HIv2___RNAseq.g22446.t1,2,0,0,6,2,13,6,6,4
Pocillopora_acuta_HIv2___TS.g11901.t1,30,24,17,23,6,11,16,9,13
Pocillopora_acuta_HIv2___RNAseq.g17910.t1,489,578,605,467,673,608,612,622,611
Pocillopora_acuta_HIv2___RNAseq.g6588.t1,699,982,1411,913,848,930,921,905,929
Pocillopora_acuta_HIv2___RNAseq.g15715.t1,106,122,216,582,608,327,266,179,206
Pocillopora_acuta_HIv2___RNAseq.g3230.t2,5,7,0,6,0,0,20,20,17
Pocillopora_acuta_HIv2___RNAseq.g23271.t1,7,11,15,0,0,0,7,14,12
Pocillopora_acuta_HIv2___RNAseq.g3753.t1,131,173,169,132,226,167,146,148,145
Pocillopora_acuta_HIv2___RNAseq.g11476.t1,14,30,16,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g3253.t1,79,120,107,74,141,88,83,126,164
Pocillopora_acuta_HIv2___RNAseq.g28971.t1a,0,0,0,0,0,0,24,25,24
Pocillopora_acuta_HIv2___RNAseq.g28971.t1b,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g23837.t1,0,3,5,0,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g25981.t2,0,0,0,0,0,0,10,24,0
Pocillopora_acuta_HIv2___TS.g9584.t1,23,56,117,5,0,0,193,166,249
Pocillopora_acuta_HIv2___RNAseq.g23989.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g2464.t1,1,1,1,1,0,2,1,1,1
Pocillopora_acuta_HIv2___RNAseq.g2667.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g29157.t1,83,179,103,25,43,67,42,48,45
Pocillopora_acuta_HIv2___RNAseq.12227_t,69,73,121,59,77,88,55,65,100
Pocillopora_acuta_HIv2___TS.g20425.t1,0,0,9,0,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g21462.t1,0,3,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g14757.t1,298,432,573,65,65,149,180,199,171
Pocillopora_acuta_HIv2___RNAseq.g22444.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g4672.t1,1,1,2,4,4,4,3,3,3
Pocillopora_acuta_HIv2___RNAseq.g6399.t1,50,62,115,26,13,60,113,143,133
Pocillopora_acuta_HIv2___TS.g6470.t1,781,1150,1085,787,902,883,1057,1030,818
Pocillopora_acuta_HIv2___TS.g15523.t1,0,2,5,0,0,3,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g6227.t1,49,56,31,0,0,0,353,337,423
Pocillopora_acuta_HIv2___TS.g1837.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g16531.t1,634,989,874,885,924,1090,1977,1289,2312
Pocillopora_acuta_HIv2___TS.g10159.t1,17,41,43,0,5,0,9,0,9
Pocillopora_acuta_HIv2___RNAseq.g30208.t1,16,22,34,28,40,41,30,33,25
Pocillopora_acuta_HIv2___RNAseq.g65.t1,1,2,1,0,0,0,1,1,1
Pocillopora_acuta_HIv2___TS.g19225.t1,5,4,3,3,2,9,0,4,2
Pocillopora_acuta_HIv2___RNAseq.22810_t,0,7,0,0,0,0,6,0,0
Pocillopora_acuta_HIv2___RNAseq.g30972.t1c,2,10,7,13,20,25,11,16,7
Pocillopora_acuta_HIv2___RNAseq.g30972.t1b,0,9,0,0,0,0,0,17,7
Pocillopora_acuta_HIv2___RNAseq.g30972.t1a,2097,3722,3517,1296,1019,1073,2151,2011,1761
Pocillopora_acuta_HIv2___RNAseq.g263.t1,1015,1391,1611,1131,1158,541,971,486,701
Pocillopora_acuta_HIv2___TS.g16486.t1,4,0,6,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g17045.t1,6,4,4,3,5,6,31,31,23
Pocillopora_acuta_HIv2___RNAseq.g28840.t1,1098,1881,1281,162,200,270,477,562,919
Pocillopora_acuta_HIv2___RNAseq.g21107.t1,2,6,6,3,0,8,7,8,0
Pocillopora_acuta_HIv2___RNAseq.g19266.t1,0,0,5,0,0,0,0,0,9
Pocillopora_acuta_HIv2___RNAseq.g29618.t1,410,454,548,482,509,534,516,576,508
Pocillopora_acuta_HIv2___RNAseq.g13840.t1,0,9,3,0,0,0,11,14,10
Pocillopora_acuta_HIv2___RNAseq.g2288.t1,96,84,122,94,92,104,194,152,222
Pocillopora_acuta_HIv2___RNAseq.g11695.t1,13,0,8,14,22,20,36,18,51
Pocillopora_acuta_HIv2___RNAseq.g81.t1,11,26,17,6,0,12,36,44,50
Pocillopora_acuta_HIv2___RNAseq.g14988.t1,57,82,76,15,12,15,38,45,45
Pocillopora_acuta_HIv2___RNAseq.g2394.t1,4,4,5,2,0,0,5,3,4
Pocillopora_acuta_HIv2___RNAseq.g13988.t1,24,31,41,48,31,18,161,135,122
Pocillopora_acuta_HIv2___RNAseq.g14755.t1,20,24,14,10,9,3,11,10,16
Pocillopora_acuta_HIv2___RNAseq.g28071.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g4670.t1,2,0,2,2,3,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g5773.t1,61,137,150,32,20,46,92,90,60
Pocillopora_acuta_HIv2___RNAseq.g21909.t1,451,603,533,342,366,410,276,254,347
Pocillopora_acuta_HIv2___RNAseq.g10914.t1,29,22,28,5,5,9,23,7,18
Pocillopora_acuta_HIv2___RNAseq.g27904.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g16095.t1,1212,1218,1539,201,255,144,184,145,277
Pocillopora_acuta_HIv2___RNAseq.g25942.t1,500,615,785,299,471,522,641,585,555
Pocillopora_acuta_HIv2___TS.g25799.t1,15,19,27,7,0,4,16,8,14
Pocillopora_acuta_HIv2___RNAseq.g4566.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g16068.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g6225.t1,86,144,163,78,99,77,117,83,98
Pocillopora_acuta_HIv2___RNAseq.g9345.t1,0,0,0,9,11,8,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g24593.t1,0,0,1,0,0,1,1,1,0
Pocillopora_acuta_HIv2___RNAseq.g22289.t1,63,130,64,11,17,15,39,54,46
Pocillopora_acuta_HIv2___RNAseq.g261.t1,72,208,208,68,80,141,1461,1382,1401
Pocillopora_acuta_HIv2___RNAseq.g9870.t1,2,3,5,1,0,0,4,5,8
Pocillopora_acuta_HIv2___RNAseq.g12008.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g24434.t1,212,272,340,276,280,256,552,589,504
Pocillopora_acuta_HIv2___TS.g24479.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g626.t1,142,180,247,456,458,324,229,229,181
Pocillopora_acuta_HIv2___TS.g12998.t1,16,48,43,44,11,17,41,41,34
Pocillopora_acuta_HIv2___RNAseq.g27315.t1,0,0,13,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g17713.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g7360.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g29164.t1,0,19,28,0,0,0,0,0,13
Pocillopora_acuta_HIv2___TS.g3383.t1,0,0,13,0,0,0,5,0,0
Pocillopora_acuta_HIv2___RNAseq.g2640.t1,0,0,7,0,0,0,14,0,15
Pocillopora_acuta_HIv2___TS.g17604.t3,452,619,703,141,149,227,424,464,455
Pocillopora_acuta_HIv2___RNAseq.g25197.t1,66,105,62,64,57,74,69,89,107
Pocillopora_acuta_HIv2___RNAseq.g27003.t1,2,28,10,2,3,0,216,175,129
Pocillopora_acuta_HIv2___RNAseq.g27629.t1,7,10,14,0,0,0,3,9,6
Pocillopora_acuta_HIv2___TS.g1039.t1,803,2087,1189,127,64,206,1853,1499,1630
Pocillopora_acuta_HIv2___RNAseq.g16986.t1,311,483,482,564,594,546,697,728,677
Pocillopora_acuta_HIv2___RNAseq.g8827.t1,1863,2990,2248,1911,2037,2114,1730,1391,1618
Pocillopora_acuta_HIv2___TS.g20970.t1,2,4,0,0,0,0,6,0,0
Pocillopora_acuta_HIv2___RNAseq.g16188.t1,296,429,576,239,251,378,334,344,352
Pocillopora_acuta_HIv2___RNAseq.10616_t,333,522,528,418,305,497,665,702,678
Pocillopora_acuta_HIv2___RNAseq.g28731.t1,0,0,0,0,2,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g21924.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g25331.t1,76,119,155,79,163,78,144,135,145
Pocillopora_acuta_HIv2___RNAseq.g27906.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g25940.t1,666,922,1113,954,1016,1182,1257,1197,1206
Pocillopora_acuta_HIv2___RNAseq.g15130.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g4564.t1,0,0,52,0,0,0,0,0,16
Pocillopora_acuta_HIv2___RNAseq.g23192.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g16614.t1,233,297,317,149,179,256,218,236,193
Pocillopora_acuta_HIv2___RNAseq.g19569.t1,60,124,128,12,18,21,17,13,45
Pocillopora_acuta_HIv2___RNAseq.g8734.t2,19,21,12,0,14,0,20,0,24
Pocillopora_acuta_HIv2___RNAseq.g23495.t2,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g8802.t1,11,15,0,0,0,14,0,0,0
Pocillopora_acuta_HIv2___TS.g17357.t1,0,0,0,0,0,0,87,62,70
Pocillopora_acuta_HIv2___TS.g6579.t1,303,488,554,266,307,298,407,406,360
Pocillopora_acuta_HIv2___RNAseq.g23190.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g26507.t1,103,128,182,936,444,994,3541,2874,3242
Pocillopora_acuta_HIv2___RNAseq.g16616.t1,4,13,11,5,2,3,0,0,0
Pocillopora_acuta_HIv2___TS.g18218.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g16805.t1,0,0,0,0,0,0,266,360,268
Pocillopora_acuta_HIv2___RNAseq.5865_t,183,165,238,159,130,204,163,131,124
Pocillopora_acuta_HIv2___RNAseq.g29166.t1,1404,1470,2158,2227,2858,2173,2417,2404,2602
Pocillopora_acuta_HIv2___TS.g29410.t1,157,145,184,207,163,118,86,90,92
Pocillopora_acuta_HIv2___RNAseq.g7044.t1,7,8,20,13,17,28,56,33,46
Pocillopora_acuta_HIv2___TS.g19677.t1,2,0,2,1,0,0,2,0,2
Pocillopora_acuta_HIv2___RNAseq.g8825.t1,2,3,1,0,0,2,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g3690.t1,17,28,38,7,8,10,14,20,17
Pocillopora_acuta_HIv2___RNAseq.g29270.t1,147,149,156,268,206,245,363,388,292
Pocillopora_acuta_HIv2___TS.g16371.t1,530,826,1119,537,422,481,1067,1142,1171
Pocillopora_acuta_HIv2___RNAseq.g21926.t1,40,63,58,18,13,16,17,9,11
Pocillopora_acuta_HIv2___RNAseq.g3142.t1a,5,5,7,9,13,21,18,24,32
Pocillopora_acuta_HIv2___RNAseq.g25333.t1,973,1187,1580,1021,874,1578,2091,2346,1794
Pocillopora_acuta_HIv2___RNAseq.g3142.t1c,103,136,221,38,31,46,139,155,193
Pocillopora_acuta_HIv2___RNAseq.g3142.t1b,68,42,59,22,48,38,48,103,47
Pocillopora_acuta_HIv2___RNAseq.g11918.t1,205,232,206,154,144,151,155,154,139
Pocillopora_acuta_HIv2___RNAseq.g27508.t1,2,0,0,0,0,0,0,0,4
Pocillopora_acuta_HIv2___RNAseq.g24908.t1,116,141,236,67,82,134,325,314,319
Pocillopora_acuta_HIv2___RNAseq.g8557.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g28714.t1,1815,2160,2903,985,994,949,592,582,787
Pocillopora_acuta_HIv2___RNAseq.g18114.t1,556,636,605,107,181,30,49,24,26
Pocillopora_acuta_HIv2___RNAseq.g15763.t1,0,6,7,0,0,4,149,93,109
Pocillopora_acuta_HIv2___RNAseq.g19438.t1,0,0,0,0,0,0,8,0,0
Pocillopora_acuta_HIv2___RNAseq.g31044.t1,2188,4139,4033,1952,2505,2651,4139,4138,3816
Pocillopora_acuta_HIv2___RNAseq.g31009.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g20778.t1,186,201,265,134,195,247,221,234,195
Pocillopora_acuta_HIv2___RNAseq.g22491.t1,5,12,14,7,11,11,108,101,121
Pocillopora_acuta_HIv2___TS.g2901.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g26866.t1,33,39,33,17,9,21,113,136,133
Pocillopora_acuta_HIv2___RNAseq.g16517.t1,3289,4802,4871,701,799,1090,2501,2357,2584
Pocillopora_acuta_HIv2___TS.g16373.t1,65,112,142,9,8,24,251,202,190
Pocillopora_acuta_HIv2___RNAseq.g6098.t1,0,0,0,0,0,0,0,3,0
Pocillopora_acuta_HIv2___RNAseq.g1601.t1,0,0,0,0,0,0,0,0,3
Pocillopora_acuta_HIv2___RNAseq.g5822.t1,111,155,194,270,366,177,210,221,152
Pocillopora_acuta_HIv2___RNAseq.g741.t1,0,0,0,2,1,10,4,0,3
Pocillopora_acuta_HIv2___RNAseq.g25563.t1,35,59,60,340,428,261,127,134,108
Pocillopora_acuta_HIv2___RNAseq.27895_t,0,0,0,0,0,0,10,11,8
Pocillopora_acuta_HIv2___RNAseq.g27290.t1,56,53,68,183,261,205,317,331,272
Pocillopora_acuta_HIv2___RNAseq.g14797.t1,11,12,31,0,17,10,17,20,25
Pocillopora_acuta_HIv2___RNAseq.g22493.t1,8,18,23,3,10,3,12,11,21
Pocillopora_acuta_HIv2___RNAseq.g18443.t1,591,707,665,651,711,571,562,418,403
Pocillopora_acuta_HIv2___TS.g9644.t2,159,332,282,93,159,156,284,308,266
Pocillopora_acuta_HIv2___TS.g10903.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g10180.t1,110,203,127,813,885,1043,1422,1287,1143
Pocillopora_acuta_HIv2___RNAseq.g3692.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g6704.t2,10,25,31,6,0,0,5,0,0
Pocillopora_acuta_HIv2___RNAseq.g26137.t1,2122,2877,3223,2670,2521,2337,3271,2732,2969
Pocillopora_acuta_HIv2___RNAseq.g30888.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g28551.t1b,3,3,4,0,3,1,3,3,3
Pocillopora_acuta_HIv2___RNAseq.g28551.t1a,2,2,0,0,0,1,3,0,0
Pocillopora_acuta_HIv2___RNAseq.g1493.t1,55,108,135,21,24,45,200,158,161
Pocillopora_acuta_HIv2___RNAseq.g20019.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g27913.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g4778.t1,3,5,2,34,369,22,61,64,75
Pocillopora_acuta_HIv2___TS.g5537.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g16139.t1,201,205,219,165,199,191,231,159,188
Pocillopora_acuta_HIv2___RNAseq.g28598.t1,75,102,244,86,55,4,0,0,0
Pocillopora_acuta_HIv2___TS.g10260.t1,7935,10304,10205,8432,9282,8153,17604,13977,13039
Pocillopora_acuta_HIv2___RNAseq.g12805.t1,2644,4240,4187,2352,2268,2234,2066,1858,2032
Pocillopora_acuta_HIv2___RNAseq.g24553.t1,114,201,204,1211,1177,1113,656,638,882
Pocillopora_acuta_HIv2___TS.g8291.t1,127,96,125,204,168,183,231,221,196
Pocillopora_acuta_HIv2___RNAseq.g24454.t1,16,53,56,256,402,287,53,63,61
Pocillopora_acuta_HIv2___TS.8586_t,89,274,273,99,59,158,156,166,142
Pocillopora_acuta_HIv2___RNAseq.g14282.t1,7,6,0,0,0,9,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g2825.t1,39,58,92,62,68,46,138,134,126
Pocillopora_acuta_HIv2___TS.g14474.t1,47,58,83,10,11,3,20,14,36
Pocillopora_acuta_HIv2___RNAseq.g10061.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g14586.t1,21,26,14,0,0,7,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g1070.t1,49,58,75,7,0,0,93,1180,1702
Pocillopora_acuta_HIv2___RNAseq.g14334.t1,0,0,0,0,0,0,13,19,34
Pocillopora_acuta_HIv2___RNAseq.g19179.t1,0,0,6,0,0,23,17,0,13
Pocillopora_acuta_HIv2___RNAseq.6257_t,52,57,88,144,146,273,484,543,529
Pocillopora_acuta_HIv2___RNAseq.g29297.t1,53,62,60,35,37,98,50,47,45
Pocillopora_acuta_HIv2___RNAseq.g3677.t1,0,9,4,7,3,12,6,5,6
Pocillopora_acuta_HIv2___TS.g1028.t1,40,21,23,141,128,183,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g1930.t1,162,252,306,1278,1095,884,680,621,686
Pocillopora_acuta_HIv2___RNAseq.g10063.t1,62,115,87,35,52,99,562,684,727
Pocillopora_acuta_HIv2___TS.g12750.t1d,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g12750.t1e,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g12750.t1b,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g12750.t1c,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g12750.t1a,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g27707.t1,147,240,238,26,39,19,151,130,142
Pocillopora_acuta_HIv2___RNAseq.g28699.t1,36,24,48,8,6,16,41,23,54
Pocillopora_acuta_HIv2___RNAseq.g9129.t1,3537,5060,5921,2946,2641,3734,5017,5098,4854
Pocillopora_acuta_HIv2___RNAseq.g29192.t1,453,528,670,225,189,449,447,572,610
Pocillopora_acuta_HIv2___RNAseq.g18735.t1,150,235,226,180,185,176,188,151,137
Pocillopora_acuta_HIv2___RNAseq.g22038.t1,666,2052,910,105,96,295,1378,1104,1394
Pocillopora_acuta_HIv2___TS.g8293.t1,14,18,16,7,9,5,3,4,3
Pocillopora_acuta_HIv2___TS.g10174.t1,1342,1714,2299,1987,1839,2332,487,548,613
Pocillopora_acuta_HIv2___RNAseq.g20100.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g11597.t1,3,2,2,0,0,0,0,2,0
Pocillopora_acuta_HIv2___RNAseq.g2719.t1,129,220,221,84,81,121,199,192,192
Pocillopora_acuta_HIv2___RNAseq.g24107.t1,8,26,10,0,0,0,0,10,6
Pocillopora_acuta_HIv2___RNAseq.g17995.t1,783,1278,1693,240,146,310,3480,3659,3269
Pocillopora_acuta_HIv2___RNAseq.g28967.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g15305.t1b,0,0,0,0,0,0,4,0,0
Pocillopora_acuta_HIv2___TS.g9212.t1,4,0,6,0,0,0,0,5,6
Pocillopora_acuta_HIv2___RNAseq.g15305.t1a,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g14336.t1,12,14,39,38,28,29,30,23,25
Pocillopora_acuta_HIv2___RNAseq.g7371.t1a,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g7371.t1b,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g4606.t1,20,12,13,16,14,17,2,13,3
Pocillopora_acuta_HIv2___RNAseq.g18785.t1,5,3,5,1,2,0,2,0,0
Pocillopora_acuta_HIv2___RNAseq.8221_t,108,82,142,291,203,477,331,204,287
Pocillopora_acuta_HIv2___RNAseq.g20102.t1,3,3,2,4,2,4,4,5,4
Pocillopora_acuta_HIv2___RNAseq.g31212.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g21563.t1,0,16,23,16,10,10,37,20,40
Pocillopora_acuta_HIv2___RNAseq.g21711.t1,42,91,90,47,23,13,0,20,17
Pocillopora_acuta_HIv2___TS.g28765.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g22062.t1,11,18,19,170,131,91,56,94,56
Pocillopora_acuta_HIv2___TS.7324_t,0,0,5,39,35,47,327,322,242
Pocillopora_acuta_HIv2___RNAseq.g12329.t2,94,100,172,46,98,92,108,117,157
Pocillopora_acuta_HIv2___RNAseq.g22857.t1,84,95,91,23,21,27,35,31,59
Pocillopora_acuta_HIv2___RNAseq.g21177.t1,0,3,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g26505.t1,325,448,441,203,237,346,507,544,508
Pocillopora_acuta_HIv2___RNAseq.g26548.t1,11,19,26,7,5,8,16,16,10
Pocillopora_acuta_HIv2___TS.g4604.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g25550.t1,383,516,628,137,132,225,427,458,482
Pocillopora_acuta_HIv2___RNAseq.g31057.t1,6,0,0,5,6,21,18,9,0
Pocillopora_acuta_HIv2___RNAseq.g14433.t1,7,12,10,7,0,8,52,40,47
Pocillopora_acuta_HIv2___RNAseq.g11595.t1,567,765,852,818,934,600,461,477,421
Pocillopora_acuta_HIv2___RNAseq.g20534.t1,116,104,149,92,117,90,122,97,117
Pocillopora_acuta_HIv2___RNAseq.g29206.t1,1466,2186,2423,5082,5400,4278,4388,4706,4229
Pocillopora_acuta_HIv2___RNAseq.g4678.t1,173,238,239,162,211,164,313,293,312
Pocillopora_acuta_HIv2___TS.g29123.t1,4,7,7,2,3,0,2,8,7
Pocillopora_acuta_HIv2___RNAseq.g28965.t1,82695,95770,89351,63378,62424,56794,43584,41209,43565
Pocillopora_acuta_HIv2___TS.g15620.t2,510,614,616,365,494,398,640,628,488
Pocillopora_acuta_HIv2___TS.g3256.t1,90,127,194,0,66,46,71,81,73
Pocillopora_acuta_HIv2___TS.g27914.t3,407,575,693,252,249,459,689,555,590
Pocillopora_acuta_HIv2___RNAseq.g22613.t1,711,898,1137,811,1038,663,826,743,718
Pocillopora_acuta_HIv2___RNAseq.g28885.t1,47,74,67,0,8,10,82,55,74
Pocillopora_acuta_HIv2___RNAseq.g27991.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g14311.t1,9,10,18,8,5,6,5,7,6
Pocillopora_acuta_HIv2___RNAseq.g7849.t1,284,395,534,1201,1258,967,529,551,459
Pocillopora_acuta_HIv2___RNAseq.g30169.t1,164,579,525,395,240,267,4441,4049,3813
Pocillopora_acuta_HIv2___RNAseq.g28083.t1,19,68,90,33,26,48,80,95,122
Pocillopora_acuta_HIv2___RNAseq.g2023.t1,52,89,79,25,18,28,69,59,70
Pocillopora_acuta_HIv2___RNAseq.g8690.t1,164,321,219,13,8,9,97,71,146
Pocillopora_acuta_HIv2___RNAseq.g26161.t1,216,373,395,87,119,116,285,224,246
Pocillopora_acuta_HIv2___RNAseq.g6893.t1,13,13,19,1,1,0,7,5,9
Pocillopora_acuta_HIv2___RNAseq.g18787.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.20979_t,34,92,110,65,20,66,1073,1049,881
Pocillopora_acuta_HIv2___TS.g7407.t1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g25150.t1,2,10,9,3,1,2,4,4,9
Pocillopora_acuta_HIv2___RNAseq.g30081.t1,5,3,5,3,0,0,0,0,6
Pocillopora_acuta_HIv2___RNAseq.g17476.t1,74,83,74,13,35,5,67,52,44
Pocillopora_acuta_HIv2___RNAseq.g17631.t1,1,1,2,1,1,0,1,1,1
