"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0009986","cell surface","201/3308","374/9240",3.77258587308058e-13,4.054775296387e-09,3.49619431858962e-09,"Montipora_capitata_HIv3___RNAseq.g7453.t1/Montipora_capitata_HIv3___RNAseq.g35629.t1/Montipora_capitata_HIv3___RNAseq.g30560.t1/Montipora_capitata_HIv3___RNAseq.g45019.t1/Montipora_capitata_HIv3___RNAseq.g45280.t1/Montipora_capitata_HIv3___RNAseq.g28398.t1/Montipora_capitata_HIv3___RNAseq.g45443.t1/Montipora_capitata_HIv3___RNAseq.g37059.t1/Montipora_capitata_HIv3___RNAseq.g21279.t1/Montipora_capitata_HIv3___TS.g14919.t1/Montipora_capitata_HIv3___RNAseq.g31725.t1/Montipora_capitata_HIv3___TS.g46476.t2/Montipora_capitata_HIv3___RNAseq.g2632.t1/Montipora_capitata_HIv3___RNAseq.g15149.t1/Montipora_capitata_HIv3___TS.g34318.t1b/Montipora_capitata_HIv3___RNAseq.g7455.t1/Montipora_capitata_HIv3___RNAseq.g22439.t1/Montipora_capitata_HIv3___RNAseq.g37226.t1/Montipora_capitata_HIv3___RNAseq.g34951.t1/Montipora_capitata_HIv3___RNAseq.g28457.t1/Montipora_capitata_HIv3___RNAseq.g36908.t1/Montipora_capitata_HIv3___RNAseq.g9399.t1/Montipora_capitata_HIv3___RNAseq.24194_t/Montipora_capitata_HIv3___RNAseq.g16010.t1a/Montipora_capitata_HIv3___RNAseq.g10247.t2/Montipora_capitata_HIv3___RNAseq.g36894.t1/Montipora_capitata_HIv3___RNAseq.g12700.t1/Montipora_capitata_HIv3___RNAseq.g19100.t1/Montipora_capitata_HIv3___RNAseq.g16009.t1/Montipora_capitata_HIv3___RNAseq.g41944.t1/Montipora_capitata_HIv3___RNAseq.g44256.t1/Montipora_capitata_HIv3___RNAseq.g28263.t1/Montipora_capitata_HIv3___RNAseq.g14515.t1/Montipora_capitata_HIv3___RNAseq.g19104.t1/Montipora_capitata_HIv3___RNAseq.g34318.t1/Montipora_capitata_HIv3___RNAseq.g21685.t1/Montipora_capitata_HIv3___TS.g38692.t1c/Montipora_capitata_HIv3___RNAseq.g33449.t1/Montipora_capitata_HIv3___RNAseq.g5240.t1/Montipora_capitata_HIv3___RNAseq.g19853.t1/Montipora_capitata_HIv3___TS.g5280.t1a/Montipora_capitata_HIv3___RNAseq.g7452.t1/Montipora_capitata_HIv3___RNAseq.g42716.t1/Montipora_capitata_HIv3___RNAseq.g10352.t1/Montipora_capitata_HIv3___RNAseq.g4949.t1/Montipora_capitata_HIv3___RNAseq.g2920.t1/Montipora_capitata_HIv3___RNAseq.g37185.t1/Montipora_capitata_HIv3___RNAseq.g43963.t1/Montipora_capitata_HIv3___TS.g43170.t2/Montipora_capitata_HIv3___RNAseq.g35144.t1/Montipora_capitata_HIv3___RNAseq.g33450.t1/Montipora_capitata_HIv3___RNAseq.g5005.t1/Montipora_capitata_HIv3___RNAseq.g30809.t1/Montipora_capitata_HIv3___RNAseq.g44477.t1/Montipora_capitata_HIv3___RNAseq.g8140.t1/Montipora_capitata_HIv3___TS.g38178.t1/Montipora_capitata_HIv3___RNAseq.g46779.t1/Montipora_capitata_HIv3___TS.g8745.t1/Montipora_capitata_HIv3___RNAseq.g30070.t1/Montipora_capitata_HIv3___RNAseq.g29479.t1/Montipora_capitata_HIv3___RNAseq.g45584.t1/Montipora_capitata_HIv3___RNAseq.g50390.t1/Montipora_capitata_HIv3___TS.g47690.t1c/Montipora_capitata_HIv3___RNAseq.g46007.t1/Montipora_capitata_HIv3___RNAseq.g46789.t1/Montipora_capitata_HIv3___RNAseq.g19709.t1/Montipora_capitata_HIv3___RNAseq.g44714.t1/Montipora_capitata_HIv3___RNAseq.g45562.t1/Montipora_capitata_HIv3___RNAseq.g36907.t1/Montipora_capitata_HIv3___RNAseq.g44175.t1/Montipora_capitata_HIv3___TS.g34848.t2/Montipora_capitata_HIv3___RNAseq.g46667.t1/Montipora_capitata_HIv3___TS.g26365.t1/Montipora_capitata_HIv3___TS.g46510.t2/Montipora_capitata_HIv3___RNAseq.g28460.t1/Montipora_capitata_HIv3___RNAseq.g35408.t1/Montipora_capitata_HIv3___RNAseq.g48116.t1/Montipora_capitata_HIv3___RNAseq.g11563.t2/Montipora_capitata_HIv3___RNAseq.g32174.t1/Montipora_capitata_HIv3___RNAseq.g2476.t1/Montipora_capitata_HIv3___RNAseq.g34317.t1/Montipora_capitata_HIv3___RNAseq.g47069.t1/Montipora_capitata_HIv3___RNAseq.g43946.t2/Montipora_capitata_HIv3___RNAseq.g33689.t1/Montipora_capitata_HIv3___TS.g38156.t1a/Montipora_capitata_HIv3___RNAseq.g46782.t1/Montipora_capitata_HIv3___RNAseq.g37104.t1/Montipora_capitata_HIv3___TS.g502.t1/Montipora_capitata_HIv3___RNAseq.g28459.t1/Montipora_capitata_HIv3___RNAseq.g5151.t1/Montipora_capitata_HIv3___TS.g33854.t2/Montipora_capitata_HIv3___RNAseq.g39706.t2/Montipora_capitata_HIv3___TS.g44379.t2/Montipora_capitata_HIv3___RNAseq.g379.t1/Montipora_capitata_HIv3___RNAseq.g9580.t1/Montipora_capitata_HIv3___RNAseq.g20944.t1/Montipora_capitata_HIv3___RNAseq.g3277.t1/Montipora_capitata_HIv3___RNAseq.g11704.t1/Montipora_capitata_HIv3___RNAseq.g38855.t4/Montipora_capitata_HIv3___RNAseq.g38848.t1/Montipora_capitata_HIv3___RNAseq.g46787.t1/Montipora_capitata_HIv3___RNAseq.g20930.t1/Montipora_capitata_HIv3___RNAseq.g9635.t1/Montipora_capitata_HIv3___RNAseq.g28797.t1/Montipora_capitata_HIv3___RNAseq.g9572.t1/Montipora_capitata_HIv3___RNAseq.g46777.t1/Montipora_capitata_HIv3___TS.g46326.t1b/Montipora_capitata_HIv3___TS.g49150.t1/Montipora_capitata_HIv3___RNAseq.g25497.t1/Montipora_capitata_HIv3___TS.g14901.t1/Montipora_capitata_HIv3___RNAseq.g32241.t1/Montipora_capitata_HIv3___RNAseq.g34177.t1/Montipora_capitata_HIv3___RNAseq.g15802.t1/Montipora_capitata_HIv3___RNAseq.g4656.t1/Montipora_capitata_HIv3___RNAseq.g20926.t1/Montipora_capitata_HIv3___RNAseq.g7454.t1/Montipora_capitata_HIv3___RNAseq.g45963.t1/Montipora_capitata_HIv3___TS.g7380.t1/Montipora_capitata_HIv3___RNAseq.g50593.t1/Montipora_capitata_HIv3___RNAseq.g733.t1/Montipora_capitata_HIv3___RNAseq.g23383.t1/Montipora_capitata_HIv3___RNAseq.g40042.t1/Montipora_capitata_HIv3___TS.g44089.t1/Montipora_capitata_HIv3___RNAseq.g42708.t2/Montipora_capitata_HIv3___TS.g38169.t1/Montipora_capitata_HIv3___RNAseq.g26682.t1/Montipora_capitata_HIv3___RNAseq.g49325.t1/Montipora_capitata_HIv3___TS.g40.t1/Montipora_capitata_HIv3___RNAseq.g36969.t1/Montipora_capitata_HIv3___RNAseq.g12412.t1/Montipora_capitata_HIv3___RNAseq.g9577.t1/Montipora_capitata_HIv3___RNAseq.g33307.t1/Montipora_capitata_HIv3___RNAseq.g49777.t1/Montipora_capitata_HIv3___RNAseq.g15257.t1/Montipora_capitata_HIv3___RNAseq.g9579.t1/Montipora_capitata_HIv3___RNAseq.g27862.t1/Montipora_capitata_HIv3___RNAseq.g44503.t1/Montipora_capitata_HIv3___RNAseq.g7362.t1/Montipora_capitata_HIv3___RNAseq.g24297.t1/Montipora_capitata_HIv3___RNAseq.g25510.t2/Montipora_capitata_HIv3___TS.g50786.t1/Montipora_capitata_HIv3___RNAseq.g41079.t1/Montipora_capitata_HIv3___TS.g42392.t1a/Montipora_capitata_HIv3___TS.g22789.t1/Montipora_capitata_HIv3___RNAseq.g28458.t1/Montipora_capitata_HIv3___RNAseq.g13859.t1/Montipora_capitata_HIv3___TS.g19620.t1/Montipora_capitata_HIv3___RNAseq.g20953.t1/Montipora_capitata_HIv3___RNAseq.g47035.t1/Montipora_capitata_HIv3___RNAseq.g21907.t1/Montipora_capitata_HIv3___TS.g22989.t1/Montipora_capitata_HIv3___RNAseq.g668.t1/Montipora_capitata_HIv3___TS.g3619.t1/Montipora_capitata_HIv3___RNAseq.g3278.t1/Montipora_capitata_HIv3___RNAseq.g527.t1a/Montipora_capitata_HIv3___RNAseq.g4677.t1/Montipora_capitata_HIv3___RNAseq.g49702.t1/Montipora_capitata_HIv3___RNAseq.g17917.t1b/Montipora_capitata_HIv3___RNAseq.g34228.t1/Montipora_capitata_HIv3___TS.g8075.t1/Montipora_capitata_HIv3___RNAseq.g19854.t1/Montipora_capitata_HIv3___TS.g34536.t1/Montipora_capitata_HIv3___RNAseq.7882_t/Montipora_capitata_HIv3___RNAseq.g18859.t1/Montipora_capitata_HIv3___TS.g17962.t1/Montipora_capitata_HIv3___RNAseq.g32249.t1/Montipora_capitata_HIv3___TS.g1073.t1/Montipora_capitata_HIv3___RNAseq.g671.t1/Montipora_capitata_HIv3___RNAseq.g21931.t1/Montipora_capitata_HIv3___RNAseq.g41186.t1/Montipora_capitata_HIv3___RNAseq.g50314.t1/Montipora_capitata_HIv3___RNAseq.g34790.t1/Montipora_capitata_HIv3___TS.g35516.t3/Montipora_capitata_HIv3___RNAseq.g22757.t1/Montipora_capitata_HIv3___RNAseq.g8749.t1/Montipora_capitata_HIv3___RNAseq.7881_t/Montipora_capitata_HIv3___RNAseq.g45564.t1/Montipora_capitata_HIv3___RNAseq.g11141.t1/Montipora_capitata_HIv3___RNAseq.g34953.t1/Montipora_capitata_HIv3___RNAseq.g44258.t1/Montipora_capitata_HIv3___RNAseq.g669.t1/Montipora_capitata_HIv3___RNAseq.g45521.t1/Montipora_capitata_HIv3___RNAseq.g34954.t1/Montipora_capitata_HIv3___TS.g25951.t1/Montipora_capitata_HIv3___RNAseq.g40957.t1/Montipora_capitata_HIv3___RNAseq.g39838.t1/Montipora_capitata_HIv3___RNAseq.g2921.t1/Montipora_capitata_HIv3___RNAseq.g35008.t1/Montipora_capitata_HIv3___RNAseq.g945.t1/Montipora_capitata_HIv3___TS.g29237.t1/Montipora_capitata_HIv3___RNAseq.g39392.t1a/Montipora_capitata_HIv3___RNAseq.g11969.t1/Montipora_capitata_HIv3___RNAseq.g16248.t1/Montipora_capitata_HIv3___TS.g33283.t2/Montipora_capitata_HIv3___RNAseq.g9177.t2/Montipora_capitata_HIv3___RNAseq.g944.t1/Montipora_capitata_HIv3___RNAseq.g28904.t1/Montipora_capitata_HIv3___RNAseq.g31724.t1/Montipora_capitata_HIv3___RNAseq.g39279.t1/Montipora_capitata_HIv3___TS.g25372.t1c/Montipora_capitata_HIv3___RNAseq.g20932.t1",201
"GO:0015075","monoatomic ion transmembrane transporter activity","240/3308","486/9240",2.05941373359619e-10,8.11895879958663e-07,7.00050078071422e-07,"Montipora_capitata_HIv3___RNAseq.g7453.t1/Montipora_capitata_HIv3___RNAseq.g37352.t1/Montipora_capitata_HIv3___RNAseq.g753.t1/Montipora_capitata_HIv3___TS.g20876.t1/Montipora_capitata_HIv3___RNAseq.g25611.t1/Montipora_capitata_HIv3___TS.g44722.t5/Montipora_capitata_HIv3___RNAseq.g31721.t2/Montipora_capitata_HIv3___RNAseq.g23264.t1/Montipora_capitata_HIv3___RNAseq.g3372.t1/Montipora_capitata_HIv3___TS.g47517.t1/Montipora_capitata_HIv3___TS.g34627.t2/Montipora_capitata_HIv3___RNAseq.g26442.t1/Montipora_capitata_HIv3___RNAseq.g41119.t1/Montipora_capitata_HIv3___RNAseq.g23206.t1/Montipora_capitata_HIv3___RNAseq.g41049.t1/Montipora_capitata_HIv3___RNAseq.g41624.t1/Montipora_capitata_HIv3___RNAseq.g7455.t1/Montipora_capitata_HIv3___RNAseq.g46804.t1/Montipora_capitata_HIv3___RNAseq.g35047.t1/Montipora_capitata_HIv3___TS.g4131.t1/Montipora_capitata_HIv3___RNAseq.g1135.t1/Montipora_capitata_HIv3___TS.g7051.t3/Montipora_capitata_HIv3___TS.g17089.t2a/Montipora_capitata_HIv3___RNAseq.g15240.t2/Montipora_capitata_HIv3___RNAseq.g28457.t1/Montipora_capitata_HIv3___RNAseq.20936_t/Montipora_capitata_HIv3___RNAseq.g36908.t1/Montipora_capitata_HIv3___RNAseq.g47527.t1/Montipora_capitata_HIv3___RNAseq.g9399.t1/Montipora_capitata_HIv3___RNAseq.24194_t/Montipora_capitata_HIv3___RNAseq.g1684.t2/Montipora_capitata_HIv3___RNAseq.g13060.t1/Montipora_capitata_HIv3___TS.g33432.t1/Montipora_capitata_HIv3___RNAseq.g44353.t2/Montipora_capitata_HIv3___RNAseq.g4649.t1/Montipora_capitata_HIv3___RNAseq.7460_t/Montipora_capitata_HIv3___RNAseq.g42781.t1/Montipora_capitata_HIv3___RNAseq.g43551.t1/Montipora_capitata_HIv3___TS.g5032.t1b/Montipora_capitata_HIv3___RNAseq.g44256.t1/Montipora_capitata_HIv3___RNAseq.g7443.t1/Montipora_capitata_HIv3___RNAseq.g27074.t1/Montipora_capitata_HIv3___RNAseq.g37001.t1/Montipora_capitata_HIv3___RNAseq.g24161.t1/Montipora_capitata_HIv3___RNAseq.g26753.t1/Montipora_capitata_HIv3___RNAseq.g7452.t1/Montipora_capitata_HIv3___RNAseq.g2920.t1/Montipora_capitata_HIv3___RNAseq.g9825.t1/Montipora_capitata_HIv3___RNAseq.g34217.t1/Montipora_capitata_HIv3___RNAseq.g6697.t1/Montipora_capitata_HIv3___RNAseq.g41756.t1/Montipora_capitata_HIv3___RNAseq.g8766.t1/Montipora_capitata_HIv3___RNAseq.g23518.t1/Montipora_capitata_HIv3___RNAseq.5004_t/Montipora_capitata_HIv3___RNAseq.g446.t1/Montipora_capitata_HIv3___RNAseq.g30129.t1/Montipora_capitata_HIv3___TS.g38178.t1/Montipora_capitata_HIv3___RNAseq.g44178.t1/Montipora_capitata_HIv3___RNAseq.g12796.t1/Montipora_capitata_HIv3___RNAseq.g10323.t1/Montipora_capitata_HIv3___RNAseq.g33659.t1/Montipora_capitata_HIv3___RNAseq.g21605.t1/Montipora_capitata_HIv3___RNAseq.g8824.t1a/Montipora_capitata_HIv3___RNAseq.g27666.t1/Montipora_capitata_HIv3___RNAseq.g47015.t1/Montipora_capitata_HIv3___RNAseq.g447.t1/Montipora_capitata_HIv3___RNAseq.g35474.t1/Montipora_capitata_HIv3___RNAseq.g18772.t1/Montipora_capitata_HIv3___RNAseq.g20250.t1/Montipora_capitata_HIv3___RNAseq.g42167.t1/Montipora_capitata_HIv3___TS.g44720.t1/Montipora_capitata_HIv3___RNAseq.g40620.t1/Montipora_capitata_HIv3___RNAseq.g33660.t1/Montipora_capitata_HIv3___TS.g24480.t2/Montipora_capitata_HIv3___RNAseq.g36907.t1/Montipora_capitata_HIv3___TS.g17880.t1/Montipora_capitata_HIv3___RNAseq.g49785.t1/Montipora_capitata_HIv3___RNAseq.g34218.t1/Montipora_capitata_HIv3___RNAseq.g2901.t1/Montipora_capitata_HIv3___RNAseq.g36310.t1/Montipora_capitata_HIv3___RNAseq.g35033.t1/Montipora_capitata_HIv3___TS.g26365.t1/Montipora_capitata_HIv3___RNAseq.g15274.t1b/Montipora_capitata_HIv3___TS.g10262.t4/Montipora_capitata_HIv3___RNAseq.g37338.t1/Montipora_capitata_HIv3___RNAseq.g22827.t1/Montipora_capitata_HIv3___RNAseq.g28460.t1/Montipora_capitata_HIv3___RNAseq.g12990.t1/Montipora_capitata_HIv3___RNAseq.g10444.t1/Montipora_capitata_HIv3___TS.g4674.t2b/Montipora_capitata_HIv3___RNAseq.g35408.t1/Montipora_capitata_HIv3___TS.g1785.t2/Montipora_capitata_HIv3___RNAseq.g44040.t1/Montipora_capitata_HIv3___RNAseq.g3329.t1/Montipora_capitata_HIv3___RNAseq.g25596.t1/Montipora_capitata_HIv3___RNAseq.g11563.t2/Montipora_capitata_HIv3___TS.g15358.t1a/Montipora_capitata_HIv3___RNAseq.g4892.t1/Montipora_capitata_HIv3___TS.g3989.t2/Montipora_capitata_HIv3___RNAseq.g19868.t1/Montipora_capitata_HIv3___RNAseq.g32174.t1/Montipora_capitata_HIv3___TS.g1798.t2/Montipora_capitata_HIv3___RNAseq.g3443.t1/Montipora_capitata_HIv3___RNAseq.g49026.t1/Montipora_capitata_HIv3___TS.g10371.t1a/Montipora_capitata_HIv3___RNAseq.g41125.t1/Montipora_capitata_HIv3___RNAseq.g41047.t1/Montipora_capitata_HIv3___RNAseq.g36819.t2/Montipora_capitata_HIv3___TS.g40545.t2/Montipora_capitata_HIv3___RNAseq.g23201.t1/Montipora_capitata_HIv3___RNAseq.g29615.t1/Montipora_capitata_HIv3___RNAseq.g23937.t1/Montipora_capitata_HIv3___TS.g42335.t2/Montipora_capitata_HIv3___TS.g24506.t1/Montipora_capitata_HIv3___RNAseq.g9620.t1/Montipora_capitata_HIv3___RNAseq.g33112.t1/Montipora_capitata_HIv3___RNAseq.g28459.t1/Montipora_capitata_HIv3___RNAseq.g45533.t1/Montipora_capitata_HIv3___TS.g43999.t1/Montipora_capitata_HIv3___TS.g33854.t2/Montipora_capitata_HIv3___RNAseq.g46509.t1b/Montipora_capitata_HIv3___RNAseq.g49652.t1/Montipora_capitata_HIv3___RNAseq.g35587.t1/Montipora_capitata_HIv3___RNAseq.g47523.t1/Montipora_capitata_HIv3___TS.g44721.t1/Montipora_capitata_HIv3___RNAseq.g45322.t1/Montipora_capitata_HIv3___RNAseq.g26218.t1/Montipora_capitata_HIv3___RNAseq.g20944.t1/Montipora_capitata_HIv3___RNAseq.g31765.t1/Montipora_capitata_HIv3___TS.g5356.t2/Montipora_capitata_HIv3___RNAseq.g13351.t1/Montipora_capitata_HIv3___RNAseq.g45372.t1/Montipora_capitata_HIv3___RNAseq.g24342.t1/Montipora_capitata_HIv3___RNAseq.g44957.t1/Montipora_capitata_HIv3___RNAseq.g29258.t1/Montipora_capitata_HIv3___RNAseq.g47418.t1/Montipora_capitata_HIv3___RNAseq.g354.t1/Montipora_capitata_HIv3___RNAseq.g25591.t1/Montipora_capitata_HIv3___RNAseq.g20930.t1/Montipora_capitata_HIv3___RNAseq.g50224.t1/Montipora_capitata_HIv3___RNAseq.g35586.t1/Montipora_capitata_HIv3___RNAseq.g23418.t1/Montipora_capitata_HIv3___RNAseq.g41310.t1/Montipora_capitata_HIv3___RNAseq.g3337.t1/Montipora_capitata_HIv3___RNAseq.g18048.t1/Montipora_capitata_HIv3___RNAseq.g18033.t1/Montipora_capitata_HIv3___RNAseq.g30055.t1/Montipora_capitata_HIv3___RNAseq.g39297.t1/Montipora_capitata_HIv3___RNAseq.g46453.t1/Montipora_capitata_HIv3___RNAseq.g41257.t1/Montipora_capitata_HIv3___RNAseq.g20926.t1/Montipora_capitata_HIv3___RNAseq.g7454.t1/Montipora_capitata_HIv3___TS.g21185.t1/Montipora_capitata_HIv3___RNAseq.g45963.t1/Montipora_capitata_HIv3___RNAseq.g18411.t1/Montipora_capitata_HIv3___RNAseq.g23383.t1/Montipora_capitata_HIv3___TS.g2303.t2/Montipora_capitata_HIv3___RNAseq.g26812.t1/Montipora_capitata_HIv3___RNAseq.g23478.t1/Montipora_capitata_HIv3___RNAseq.g3012.t1/Montipora_capitata_HIv3___TS.g45588.t6/Montipora_capitata_HIv3___RNAseq.g19739.t1/Montipora_capitata_HIv3___RNAseq.g42708.t2/Montipora_capitata_HIv3___TS.g38169.t1/Montipora_capitata_HIv3___RNAseq.g21627.t1/Montipora_capitata_HIv3___TS.g40163.t1/Montipora_capitata_HIv3___RNAseq.g26682.t1/Montipora_capitata_HIv3___RNAseq.g3625.t1/Montipora_capitata_HIv3___TS.g16805.t1/Montipora_capitata_HIv3___RNAseq.g27862.t1/Montipora_capitata_HIv3___RNAseq.g40631.t1/Montipora_capitata_HIv3___TS.g26601.t1/Montipora_capitata_HIv3___RNAseq.42184_t/Montipora_capitata_HIv3___RNAseq.g19518.t1/Montipora_capitata_HIv3___RNAseq.g20778.t1/Montipora_capitata_HIv3___RNAseq.g26786.t1/Montipora_capitata_HIv3___RNAseq.g47385.t1/Montipora_capitata_HIv3___TS.g50786.t1/Montipora_capitata_HIv3___RNAseq.g6197.t1/Montipora_capitata_HIv3___RNAseq.g3368.t1/Montipora_capitata_HIv3___RNAseq.g28458.t1/Montipora_capitata_HIv3___RNAseq.g41700.t1/Montipora_capitata_HIv3___RNAseq.g39293.t1/Montipora_capitata_HIv3___RNAseq.g25167.t1/Montipora_capitata_HIv3___RNAseq.g668.t1/Montipora_capitata_HIv3___RNAseq.g46155.t1/Montipora_capitata_HIv3___RNAseq.g19870.t1/Montipora_capitata_HIv3___RNAseq.g8777.t1/Montipora_capitata_HIv3___RNAseq.g527.t1a/Montipora_capitata_HIv3___TS.g4164.t2/Montipora_capitata_HIv3___RNAseq.g47031.t1/Montipora_capitata_HIv3___RNAseq.g45570.t1/Montipora_capitata_HIv3___RNAseq.g49334.t1/Montipora_capitata_HIv3___RNAseq.g35434.t1/Montipora_capitata_HIv3___RNAseq.g4677.t1/Montipora_capitata_HIv3___RNAseq.g49702.t1/Montipora_capitata_HIv3___RNAseq.g20245.t1/Montipora_capitata_HIv3___RNAseq.g36329.t1/Montipora_capitata_HIv3___TS.g32982.t1/Montipora_capitata_HIv3___RNAseq.g40746.t1/Montipora_capitata_HIv3___TS.g27259.t2/Montipora_capitata_HIv3___RNAseq.g15202.t1/Montipora_capitata_HIv3___RNAseq.g49059.t1/Montipora_capitata_HIv3___RNAseq.g21417.t1/Montipora_capitata_HIv3___RNAseq.g3189.t1/Montipora_capitata_HIv3___RNAseq.g671.t1/Montipora_capitata_HIv3___RNAseq.g5013.t1/Montipora_capitata_HIv3___RNAseq.g27847.t1/Montipora_capitata_HIv3___TS.g28213.t1/Montipora_capitata_HIv3___RNAseq.g13649.t1/Montipora_capitata_HIv3___RNAseq.g49708.t1/Montipora_capitata_HIv3___RNAseq.g41186.t1/Montipora_capitata_HIv3___RNAseq.g47129.t1/Montipora_capitata_HIv3___TS.g24112.t1/Montipora_capitata_HIv3___RNAseq.g47127.t1/Montipora_capitata_HIv3___RNAseq.g19961.t1/Montipora_capitata_HIv3___RNAseq.g13235.t1/Montipora_capitata_HIv3___RNAseq.g44258.t1/Montipora_capitata_HIv3___RNAseq.g25474.t1/Montipora_capitata_HIv3___RNAseq.g30818.t1/Montipora_capitata_HIv3___RNAseq.g669.t1/Montipora_capitata_HIv3___RNAseq.g13352.t1/Montipora_capitata_HIv3___RNAseq.g30930.t1/Montipora_capitata_HIv3___RNAseq.g23366.t1/Montipora_capitata_HIv3___RNAseq.g8819.t1/Montipora_capitata_HIv3___RNAseq.g39838.t1/Montipora_capitata_HIv3___RNAseq.g2921.t1/Montipora_capitata_HIv3___RNAseq.g37277.t1/Montipora_capitata_HIv3___RNAseq.45294_t/Montipora_capitata_HIv3___TS.g29237.t1/Montipora_capitata_HIv3___TS.g32591.t1/Montipora_capitata_HIv3___RNAseq.g23364.t1/Montipora_capitata_HIv3___RNAseq.g13055.t1/Montipora_capitata_HIv3___TS.g24412.t1/Montipora_capitata_HIv3___RNAseq.g24633.t1/Montipora_capitata_HIv3___RNAseq.g9177.t2/Montipora_capitata_HIv3___RNAseq.g37758.t1/Montipora_capitata_HIv3___RNAseq.g31203.t1/Montipora_capitata_HIv3___TS.g33067.t1/Montipora_capitata_HIv3___RNAseq.g20932.t1",240
