"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0015075","monoatomic ion transmembrane transporter activity","225/3008","486/9240",6.50676779607035e-11,4.55391106679625e-07,3.93629178130653e-07,"Montipora_capitata_HIv3___RNAseq.g37352.t1/Montipora_capitata_HIv3___RNAseq.g7453.t1/Montipora_capitata_HIv3___RNAseq.g753.t1/Montipora_capitata_HIv3___TS.g20876.t1/Montipora_capitata_HIv3___TS.g44722.t5/Montipora_capitata_HIv3___RNAseq.g25611.t1/Montipora_capitata_HIv3___TS.g47517.t1/Montipora_capitata_HIv3___RNAseq.g31721.t2/Montipora_capitata_HIv3___RNAseq.7460_t/Montipora_capitata_HIv3___RNAseq.g23264.t1/Montipora_capitata_HIv3___RNAseq.g41624.t1/Montipora_capitata_HIv3___RNAseq.20936_t/Montipora_capitata_HIv3___RNAseq.g41049.t1/Montipora_capitata_HIv3___RNAseq.g35047.t1/Montipora_capitata_HIv3___RNAseq.g3372.t1/Montipora_capitata_HIv3___RNAseq.g23206.t1/Montipora_capitata_HIv3___RNAseq.g41119.t1/Montipora_capitata_HIv3___TS.g34627.t2/Montipora_capitata_HIv3___RNAseq.g26442.t1/Montipora_capitata_HIv3___RNAseq.g36908.t1/Montipora_capitata_HIv3___RNAseq.g15240.t2/Montipora_capitata_HIv3___TS.g4131.t1/Montipora_capitata_HIv3___TS.g17089.t2a/Montipora_capitata_HIv3___RNAseq.24194_t/Montipora_capitata_HIv3___RNAseq.g1135.t1/Montipora_capitata_HIv3___RNAseq.g7455.t1/Montipora_capitata_HIv3___RNAseq.g46804.t1/Montipora_capitata_HIv3___RNAseq.g28457.t1/Montipora_capitata_HIv3___RNAseq.g24161.t1/Montipora_capitata_HIv3___RNAseq.g13060.t1/Montipora_capitata_HIv3___RNAseq.g9399.t1/Montipora_capitata_HIv3___RNAseq.g44353.t2/Montipora_capitata_HIv3___RNAseq.g47527.t1/Montipora_capitata_HIv3___RNAseq.g23518.t1/Montipora_capitata_HIv3___RNAseq.g1684.t2/Montipora_capitata_HIv3___TS.g5032.t1b/Montipora_capitata_HIv3___RNAseq.g41756.t1/Montipora_capitata_HIv3___RNAseq.g6697.t1/Montipora_capitata_HIv3___RNAseq.g33659.t1/Montipora_capitata_HIv3___RNAseq.g27074.t1/Montipora_capitata_HIv3___RNAseq.g30129.t1/Montipora_capitata_HIv3___RNAseq.g26753.t1/Montipora_capitata_HIv3___RNAseq.g4649.t1/Montipora_capitata_HIv3___TS.g7051.t3/Montipora_capitata_HIv3___RNAseq.g37001.t1/Montipora_capitata_HIv3___RNAseq.g42781.t1/Montipora_capitata_HIv3___RNAseq.g7452.t1/Montipora_capitata_HIv3___TS.g33432.t1/Montipora_capitata_HIv3___RNAseq.5004_t/Montipora_capitata_HIv3___RNAseq.g2920.t1/Montipora_capitata_HIv3___RNAseq.g7443.t1/Montipora_capitata_HIv3___RNAseq.g10323.t1/Montipora_capitata_HIv3___RNAseq.g33660.t1/Montipora_capitata_HIv3___RNAseq.g44256.t1/Montipora_capitata_HIv3___RNAseq.g8824.t1a/Montipora_capitata_HIv3___RNAseq.g10444.t1/Montipora_capitata_HIv3___RNAseq.g41047.t1/Montipora_capitata_HIv3___RNAseq.g34217.t1/Montipora_capitata_HIv3___TS.g44720.t1/Montipora_capitata_HIv3___TS.g38178.t1/Montipora_capitata_HIv3___RNAseq.g446.t1/Montipora_capitata_HIv3___RNAseq.g43551.t1/Montipora_capitata_HIv3___RNAseq.g21605.t1/Montipora_capitata_HIv3___RNAseq.g9825.t1/Montipora_capitata_HIv3___TS.g26365.t1/Montipora_capitata_HIv3___RNAseq.g28460.t1/Montipora_capitata_HIv3___RNAseq.g37003.t1/Montipora_capitata_HIv3___TS.g24480.t2/Montipora_capitata_HIv3___RNAseq.g27666.t1/Montipora_capitata_HIv3___RNAseq.g447.t1/Montipora_capitata_HIv3___RNAseq.g42167.t1/Montipora_capitata_HIv3___RNAseq.g2901.t1/Montipora_capitata_HIv3___RNAseq.g8766.t1/Montipora_capitata_HIv3___RNAseq.g12796.t1/Montipora_capitata_HIv3___RNAseq.g44040.t1/Montipora_capitata_HIv3___RNAseq.g36907.t1/Montipora_capitata_HIv3___RNAseq.g40620.t1/Montipora_capitata_HIv3___RNAseq.g34218.t1/Montipora_capitata_HIv3___TS.g43999.t1/Montipora_capitata_HIv3___RNAseq.g35474.t1/Montipora_capitata_HIv3___RNAseq.g12990.t1/Montipora_capitata_HIv3___RNAseq.g36310.t1/Montipora_capitata_HIv3___RNAseq.g45322.t1/Montipora_capitata_HIv3___RNAseq.g4892.t1/Montipora_capitata_HIv3___RNAseq.g3329.t1/Montipora_capitata_HIv3___TS.g4674.t2b/Montipora_capitata_HIv3___RNAseq.g18772.t1/Montipora_capitata_HIv3___RNAseq.g11563.t2/Montipora_capitata_HIv3___RNAseq.g23201.t1/Montipora_capitata_HIv3___TS.g1785.t2/Montipora_capitata_HIv3___RNAseq.g37338.t1/Montipora_capitata_HIv3___RNAseq.g49785.t1/Montipora_capitata_HIv3___RNAseq.g35587.t1/Montipora_capitata_HIv3___TS.g17880.t1/Montipora_capitata_HIv3___TS.g10262.t4/Montipora_capitata_HIv3___RNAseq.g20930.t1/Montipora_capitata_HIv3___RNAseq.g9620.t1/Montipora_capitata_HIv3___TS.g15358.t1a/Montipora_capitata_HIv3___RNAseq.g25596.t1/Montipora_capitata_HIv3___RNAseq.g13351.t1/Montipora_capitata_HIv3___RNAseq.g32174.t1/Montipora_capitata_HIv3___TS.g40545.t2/Montipora_capitata_HIv3___RNAseq.g35033.t1/Montipora_capitata_HIv3___RNAseq.g44178.t1/Montipora_capitata_HIv3___RNAseq.g23418.t1/Montipora_capitata_HIv3___RNAseq.g49026.t1/Montipora_capitata_HIv3___RNAseq.g20944.t1/Montipora_capitata_HIv3___RNAseq.g3337.t1/Montipora_capitata_HIv3___RNAseq.g15274.t1b/Montipora_capitata_HIv3___RNAseq.g25591.t1/Montipora_capitata_HIv3___RNAseq.g47015.t1/Montipora_capitata_HIv3___RNAseq.g36819.t2/Montipora_capitata_HIv3___TS.g42335.t2/Montipora_capitata_HIv3___RNAseq.g37109.t1/Montipora_capitata_HIv3___RNAseq.g29615.t1/Montipora_capitata_HIv3___TS.g1798.t2/Montipora_capitata_HIv3___RNAseq.g22827.t1/Montipora_capitata_HIv3___RNAseq.g6197.t1/Montipora_capitata_HIv3___TS.g3989.t2/Montipora_capitata_HIv3___RNAseq.g28459.t1/Montipora_capitata_HIv3___RNAseq.g23937.t1/Montipora_capitata_HIv3___TS.g44721.t1/Montipora_capitata_HIv3___RNAseq.g46509.t1b/Montipora_capitata_HIv3___RNAseq.g49652.t1/Montipora_capitata_HIv3___RNAseq.g47418.t1/Montipora_capitata_HIv3___RNAseq.g35408.t1/Montipora_capitata_HIv3___RNAseq.g33112.t1/Montipora_capitata_HIv3___RNAseq.g18048.t1/Montipora_capitata_HIv3___RNAseq.g41310.t1/Montipora_capitata_HIv3___TS.g38464.t2c/Montipora_capitata_HIv3___TS.g10371.t1a/Montipora_capitata_HIv3___RNAseq.g18033.t1/Montipora_capitata_HIv3___RNAseq.g45533.t1/Montipora_capitata_HIv3___RNAseq.g41257.t1/Montipora_capitata_HIv3___RNAseq.g20926.t1/Montipora_capitata_HIv3___RNAseq.g45963.t1/Montipora_capitata_HIv3___RNAseq.g354.t1/Montipora_capitata_HIv3___RNAseq.g5013.t1/Montipora_capitata_HIv3___RNAseq.g26218.t1/Montipora_capitata_HIv3___RNAseq.g41700.t1/Montipora_capitata_HIv3___TS.g24506.t1/Montipora_capitata_HIv3___RNAseq.g3368.t1/Montipora_capitata_HIv3___RNAseq.g41125.t1/Montipora_capitata_HIv3___RNAseq.g19870.t1/Montipora_capitata_HIv3___RNAseq.g19868.t1/Montipora_capitata_HIv3___RNAseq.g23478.t1/Montipora_capitata_HIv3___RNAseq.g45372.t1/Montipora_capitata_HIv3___RNAseq.g44957.t1/Montipora_capitata_HIv3___RNAseq.g7454.t1/Montipora_capitata_HIv3___RNAseq.g49334.t1/Montipora_capitata_HIv3___RNAseq.g18411.t1/Montipora_capitata_HIv3___TS.g40163.t1/Montipora_capitata_HIv3___RNAseq.g50224.t1/Montipora_capitata_HIv3___RNAseq.g19739.t1/Montipora_capitata_HIv3___RNAseq.g26812.t1/Montipora_capitata_HIv3___RNAseq.g28458.t1/Montipora_capitata_HIv3___RNAseq.g7145.t1/Montipora_capitata_HIv3___RNAseq.g22108.t1/Montipora_capitata_HIv3___RNAseq.g45570.t1/Montipora_capitata_HIv3___RNAseq.g39297.t1/Montipora_capitata_HIv3___RNAseq.g35586.t1/Montipora_capitata_HIv3___RNAseq.g29258.t1/Montipora_capitata_HIv3___TS.g2303.t2/Montipora_capitata_HIv3___RNAseq.g47523.t1/Montipora_capitata_HIv3___RNAseq.g24342.t1/Montipora_capitata_HIv3___RNAseq.g46453.t1/Montipora_capitata_HIv3___TS.g45588.t6/Montipora_capitata_HIv3___TS.g5356.t2/Montipora_capitata_HIv3___RNAseq.g8777.t1/Montipora_capitata_HIv3___TS.g21185.t1/Montipora_capitata_HIv3___TS.g38169.t1/Montipora_capitata_HIv3___RNAseq.g7396.t1/Montipora_capitata_HIv3___RNAseq.g30055.t1/Montipora_capitata_HIv3___RNAseq.g26682.t1/Montipora_capitata_HIv3___RNAseq.g40746.t1/Montipora_capitata_HIv3___RNAseq.g3012.t1/Montipora_capitata_HIv3___RNAseq.g4677.t1/Montipora_capitata_HIv3___TS.g7085.t1/Montipora_capitata_HIv3___RNAseq.g21627.t1/Montipora_capitata_HIv3___RNAseq.g15202.t1/Montipora_capitata_HIv3___RNAseq.g47385.t1/Montipora_capitata_HIv3___RNAseq.g3625.t1/Montipora_capitata_HIv3___RNAseq.g42708.t2/Montipora_capitata_HIv3___RNAseq.g668.t1/Montipora_capitata_HIv3___RNAseq.g23383.t1/Montipora_capitata_HIv3___TS.g50786.t1/Montipora_capitata_HIv3___RNAseq.g755.t1/Montipora_capitata_HIv3___RNAseq.g21417.t1/Montipora_capitata_HIv3___RNAseq.g13649.t1/Montipora_capitata_HIv3___RNAseq.g36329.t1/Montipora_capitata_HIv3___RNAseq.42184_t/Montipora_capitata_HIv3___TS.g26601.t1/Montipora_capitata_HIv3___RNAseq.g26786.t1/Montipora_capitata_HIv3___RNAseq.g47129.t1/Montipora_capitata_HIv3___RNAseq.g5810.t1/Montipora_capitata_HIv3___RNAseq.g2902.t1/Montipora_capitata_HIv3___RNAseq.g46155.t1/Montipora_capitata_HIv3___RNAseq.g20778.t1/Montipora_capitata_HIv3___RNAseq.g20245.t1/Montipora_capitata_HIv3___RNAseq.g37382.t1/Montipora_capitata_HIv3___TS.g28213.t1/Montipora_capitata_HIv3___TS.g24412.t1/Montipora_capitata_HIv3___RNAseq.g19518.t1/Montipora_capitata_HIv3___RNAseq.g47031.t1/Montipora_capitata_HIv3___RNAseq.g40631.t1/Montipora_capitata_HIv3___RNAseq.g47127.t1/Montipora_capitata_HIv3___RNAseq.g49059.t1/Montipora_capitata_HIv3___RNAseq.g2921.t1/Montipora_capitata_HIv3___RNAseq.g671.t1/Montipora_capitata_HIv3___RNAseq.g41186.t1/Montipora_capitata_HIv3___RNAseq.g6441.t1/Montipora_capitata_HIv3___RNAseq.g13352.t1/Montipora_capitata_HIv3___TS.g16805.t1/Montipora_capitata_HIv3___RNAseq.g30930.t1/Montipora_capitata_HIv3___RNAseq.g527.t1a/Montipora_capitata_HIv3___RNAseq.g669.t1/Montipora_capitata_HIv3___RNAseq.g33039.t1/Montipora_capitata_HIv3___RNAseq.g27847.t1/Montipora_capitata_HIv3___TS.g29237.t1/Montipora_capitata_HIv3___RNAseq.g13235.t1/Montipora_capitata_HIv3___TS.g32982.t1/Montipora_capitata_HIv3___RNAseq.g19961.t1/Montipora_capitata_HIv3___RNAseq.g3189.t1/Montipora_capitata_HIv3___RNAseq.g44258.t1/Montipora_capitata_HIv3___RNAseq.g45571.t1",225
"GO:0015318","inorganic molecular entity transmembrane transporter activity","210/3008","450/9240",1.21138567147943e-10,4.55391106679625e-07,3.93629178130653e-07,"Montipora_capitata_HIv3___RNAseq.g37352.t1/Montipora_capitata_HIv3___RNAseq.g7453.t1/Montipora_capitata_HIv3___RNAseq.g753.t1/Montipora_capitata_HIv3___TS.g20876.t1/Montipora_capitata_HIv3___TS.g44722.t5/Montipora_capitata_HIv3___RNAseq.g25611.t1/Montipora_capitata_HIv3___TS.g47517.t1/Montipora_capitata_HIv3___RNAseq.7460_t/Montipora_capitata_HIv3___RNAseq.g23264.t1/Montipora_capitata_HIv3___RNAseq.g41624.t1/Montipora_capitata_HIv3___RNAseq.20936_t/Montipora_capitata_HIv3___RNAseq.g41049.t1/Montipora_capitata_HIv3___RNAseq.g35047.t1/Montipora_capitata_HIv3___RNAseq.g23206.t1/Montipora_capitata_HIv3___TS.g34627.t2/Montipora_capitata_HIv3___RNAseq.g26442.t1/Montipora_capitata_HIv3___RNAseq.g36908.t1/Montipora_capitata_HIv3___TS.g4131.t1/Montipora_capitata_HIv3___TS.g17089.t2a/Montipora_capitata_HIv3___RNAseq.24194_t/Montipora_capitata_HIv3___RNAseq.g1135.t1/Montipora_capitata_HIv3___RNAseq.g7455.t1/Montipora_capitata_HIv3___RNAseq.g46804.t1/Montipora_capitata_HIv3___RNAseq.g36894.t1/Montipora_capitata_HIv3___RNAseq.g28457.t1/Montipora_capitata_HIv3___RNAseq.g24161.t1/Montipora_capitata_HIv3___RNAseq.g13060.t1/Montipora_capitata_HIv3___RNAseq.g9399.t1/Montipora_capitata_HIv3___RNAseq.g44353.t2/Montipora_capitata_HIv3___RNAseq.g47527.t1/Montipora_capitata_HIv3___RNAseq.g23518.t1/Montipora_capitata_HIv3___RNAseq.g1684.t2/Montipora_capitata_HIv3___TS.g5032.t1b/Montipora_capitata_HIv3___RNAseq.g41756.t1/Montipora_capitata_HIv3___RNAseq.g6697.t1/Montipora_capitata_HIv3___RNAseq.g33659.t1/Montipora_capitata_HIv3___RNAseq.g27074.t1/Montipora_capitata_HIv3___RNAseq.g30129.t1/Montipora_capitata_HIv3___RNAseq.g26753.t1/Montipora_capitata_HIv3___RNAseq.g4649.t1/Montipora_capitata_HIv3___TS.g7051.t3/Montipora_capitata_HIv3___RNAseq.g37001.t1/Montipora_capitata_HIv3___RNAseq.g42781.t1/Montipora_capitata_HIv3___RNAseq.g7452.t1/Montipora_capitata_HIv3___TS.g33432.t1/Montipora_capitata_HIv3___RNAseq.5004_t/Montipora_capitata_HIv3___RNAseq.g2920.t1/Montipora_capitata_HIv3___RNAseq.g7443.t1/Montipora_capitata_HIv3___RNAseq.g10323.t1/Montipora_capitata_HIv3___RNAseq.g33660.t1/Montipora_capitata_HIv3___RNAseq.g44256.t1/Montipora_capitata_HIv3___RNAseq.g8824.t1a/Montipora_capitata_HIv3___RNAseq.g10444.t1/Montipora_capitata_HIv3___RNAseq.g41047.t1/Montipora_capitata_HIv3___RNAseq.g34217.t1/Montipora_capitata_HIv3___TS.g44720.t1/Montipora_capitata_HIv3___TS.g38178.t1/Montipora_capitata_HIv3___RNAseq.g446.t1/Montipora_capitata_HIv3___RNAseq.g43551.t1/Montipora_capitata_HIv3___RNAseq.g21605.t1/Montipora_capitata_HIv3___RNAseq.g9825.t1/Montipora_capitata_HIv3___TS.g26365.t1/Montipora_capitata_HIv3___RNAseq.g28460.t1/Montipora_capitata_HIv3___RNAseq.g37003.t1/Montipora_capitata_HIv3___RNAseq.g447.t1/Montipora_capitata_HIv3___RNAseq.g42167.t1/Montipora_capitata_HIv3___RNAseq.g2901.t1/Montipora_capitata_HIv3___RNAseq.g8766.t1/Montipora_capitata_HIv3___RNAseq.g12796.t1/Montipora_capitata_HIv3___RNAseq.g44040.t1/Montipora_capitata_HIv3___RNAseq.g36907.t1/Montipora_capitata_HIv3___RNAseq.g34218.t1/Montipora_capitata_HIv3___TS.g43999.t1/Montipora_capitata_HIv3___RNAseq.g35474.t1/Montipora_capitata_HIv3___RNAseq.g12990.t1/Montipora_capitata_HIv3___RNAseq.g36310.t1/Montipora_capitata_HIv3___RNAseq.g45322.t1/Montipora_capitata_HIv3___RNAseq.g4892.t1/Montipora_capitata_HIv3___RNAseq.g3329.t1/Montipora_capitata_HIv3___TS.g4674.t2b/Montipora_capitata_HIv3___RNAseq.g18772.t1/Montipora_capitata_HIv3___RNAseq.g11563.t2/Montipora_capitata_HIv3___RNAseq.g23201.t1/Montipora_capitata_HIv3___TS.g1785.t2/Montipora_capitata_HIv3___RNAseq.g37338.t1/Montipora_capitata_HIv3___RNAseq.g49785.t1/Montipora_capitata_HIv3___RNAseq.g35587.t1/Montipora_capitata_HIv3___TS.g17880.t1/Montipora_capitata_HIv3___TS.g10262.t4/Montipora_capitata_HIv3___RNAseq.g20930.t1/Montipora_capitata_HIv3___RNAseq.g9620.t1/Montipora_capitata_HIv3___RNAseq.g25596.t1/Montipora_capitata_HIv3___RNAseq.g13351.t1/Montipora_capitata_HIv3___RNAseq.g32174.t1/Montipora_capitata_HIv3___TS.g40545.t2/Montipora_capitata_HIv3___RNAseq.g35033.t1/Montipora_capitata_HIv3___RNAseq.g44178.t1/Montipora_capitata_HIv3___RNAseq.g23418.t1/Montipora_capitata_HIv3___RNAseq.g49026.t1/Montipora_capitata_HIv3___RNAseq.g20944.t1/Montipora_capitata_HIv3___RNAseq.g3337.t1/Montipora_capitata_HIv3___RNAseq.g15274.t1b/Montipora_capitata_HIv3___RNAseq.g25591.t1/Montipora_capitata_HIv3___RNAseq.g47015.t1/Montipora_capitata_HIv3___RNAseq.g36819.t2/Montipora_capitata_HIv3___TS.g42335.t2/Montipora_capitata_HIv3___RNAseq.g37109.t1/Montipora_capitata_HIv3___RNAseq.g29615.t1/Montipora_capitata_HIv3___TS.g1798.t2/Montipora_capitata_HIv3___RNAseq.g22827.t1/Montipora_capitata_HIv3___RNAseq.g6197.t1/Montipora_capitata_HIv3___TS.g3989.t2/Montipora_capitata_HIv3___RNAseq.g28459.t1/Montipora_capitata_HIv3___RNAseq.g23937.t1/Montipora_capitata_HIv3___TS.g44721.t1/Montipora_capitata_HIv3___RNAseq.g46509.t1b/Montipora_capitata_HIv3___RNAseq.g49652.t1/Montipora_capitata_HIv3___RNAseq.g47418.t1/Montipora_capitata_HIv3___RNAseq.g35408.t1/Montipora_capitata_HIv3___RNAseq.g33112.t1/Montipora_capitata_HIv3___RNAseq.g41310.t1/Montipora_capitata_HIv3___TS.g38464.t2c/Montipora_capitata_HIv3___TS.g10371.t1a/Montipora_capitata_HIv3___RNAseq.g45533.t1/Montipora_capitata_HIv3___RNAseq.g41257.t1/Montipora_capitata_HIv3___RNAseq.g20926.t1/Montipora_capitata_HIv3___RNAseq.g45963.t1/Montipora_capitata_HIv3___RNAseq.g354.t1/Montipora_capitata_HIv3___RNAseq.g5013.t1/Montipora_capitata_HIv3___RNAseq.g26218.t1/Montipora_capitata_HIv3___RNAseq.g41700.t1/Montipora_capitata_HIv3___RNAseq.g49894.t1b/Montipora_capitata_HIv3___TS.g24506.t1/Montipora_capitata_HIv3___RNAseq.g3368.t1/Montipora_capitata_HIv3___RNAseq.g19870.t1/Montipora_capitata_HIv3___RNAseq.g19868.t1/Montipora_capitata_HIv3___RNAseq.g23478.t1/Montipora_capitata_HIv3___RNAseq.g44957.t1/Montipora_capitata_HIv3___RNAseq.g7454.t1/Montipora_capitata_HIv3___RNAseq.g18411.t1/Montipora_capitata_HIv3___TS.g40163.t1/Montipora_capitata_HIv3___RNAseq.g50224.t1/Montipora_capitata_HIv3___RNAseq.g19739.t1/Montipora_capitata_HIv3___RNAseq.g26812.t1/Montipora_capitata_HIv3___RNAseq.g28458.t1/Montipora_capitata_HIv3___RNAseq.g7145.t1/Montipora_capitata_HIv3___RNAseq.g22108.t1/Montipora_capitata_HIv3___RNAseq.g45570.t1/Montipora_capitata_HIv3___RNAseq.g39297.t1/Montipora_capitata_HIv3___RNAseq.g35586.t1/Montipora_capitata_HIv3___RNAseq.g29258.t1/Montipora_capitata_HIv3___RNAseq.g47523.t1/Montipora_capitata_HIv3___RNAseq.g24342.t1/Montipora_capitata_HIv3___RNAseq.g46453.t1/Montipora_capitata_HIv3___TS.g45588.t6/Montipora_capitata_HIv3___TS.g5356.t2/Montipora_capitata_HIv3___RNAseq.g8777.t1/Montipora_capitata_HIv3___TS.g21185.t1/Montipora_capitata_HIv3___TS.g38169.t1/Montipora_capitata_HIv3___RNAseq.g7396.t1/Montipora_capitata_HIv3___RNAseq.g30055.t1/Montipora_capitata_HIv3___RNAseq.g26682.t1/Montipora_capitata_HIv3___RNAseq.g40746.t1/Montipora_capitata_HIv3___RNAseq.g3012.t1/Montipora_capitata_HIv3___RNAseq.g4677.t1/Montipora_capitata_HIv3___TS.g7085.t1/Montipora_capitata_HIv3___RNAseq.g21627.t1/Montipora_capitata_HIv3___RNAseq.g15202.t1/Montipora_capitata_HIv3___RNAseq.g47385.t1/Montipora_capitata_HIv3___RNAseq.g3625.t1/Montipora_capitata_HIv3___RNAseq.g42708.t2/Montipora_capitata_HIv3___RNAseq.g668.t1/Montipora_capitata_HIv3___RNAseq.g23383.t1/Montipora_capitata_HIv3___TS.g50786.t1/Montipora_capitata_HIv3___RNAseq.g755.t1/Montipora_capitata_HIv3___RNAseq.g21417.t1/Montipora_capitata_HIv3___RNAseq.g13649.t1/Montipora_capitata_HIv3___RNAseq.g36329.t1/Montipora_capitata_HIv3___RNAseq.42184_t/Montipora_capitata_HIv3___TS.g26601.t1/Montipora_capitata_HIv3___RNAseq.g47129.t1/Montipora_capitata_HIv3___RNAseq.g5810.t1/Montipora_capitata_HIv3___RNAseq.g2902.t1/Montipora_capitata_HIv3___RNAseq.g20778.t1/Montipora_capitata_HIv3___RNAseq.g20245.t1/Montipora_capitata_HIv3___RNAseq.g37382.t1/Montipora_capitata_HIv3___TS.g28213.t1/Montipora_capitata_HIv3___TS.g24412.t1/Montipora_capitata_HIv3___RNAseq.g19518.t1/Montipora_capitata_HIv3___RNAseq.g47031.t1/Montipora_capitata_HIv3___RNAseq.g40631.t1/Montipora_capitata_HIv3___RNAseq.g47127.t1/Montipora_capitata_HIv3___RNAseq.g49059.t1/Montipora_capitata_HIv3___RNAseq.g2921.t1/Montipora_capitata_HIv3___RNAseq.g671.t1/Montipora_capitata_HIv3___RNAseq.g41186.t1/Montipora_capitata_HIv3___RNAseq.g6441.t1/Montipora_capitata_HIv3___RNAseq.g13352.t1/Montipora_capitata_HIv3___TS.g16805.t1/Montipora_capitata_HIv3___RNAseq.g30930.t1/Montipora_capitata_HIv3___RNAseq.g527.t1a/Montipora_capitata_HIv3___RNAseq.g669.t1/Montipora_capitata_HIv3___RNAseq.g33039.t1/Montipora_capitata_HIv3___TS.g29237.t1/Montipora_capitata_HIv3___RNAseq.g13235.t1/Montipora_capitata_HIv3___TS.g32982.t1/Montipora_capitata_HIv3___RNAseq.g19961.t1/Montipora_capitata_HIv3___RNAseq.g3189.t1/Montipora_capitata_HIv3___RNAseq.g44258.t1/Montipora_capitata_HIv3___RNAseq.g45571.t1",210
