"feature_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Montipora_capitata_HIv3___TS.g44772.t1",589.044939194406,-1.9739936778867,0.12311935958087,-16.033170450258,7.49588340220788e-58,1.45322691518604e-53
"Montipora_capitata_HIv3___TS.g41002.t2",4835.00069388077,-1.00617622326675,0.0720781200185145,-13.9595236808105,2.75267349935784e-44,2.66830405660252e-40
"Montipora_capitata_HIv3___RNAseq.g11984.t1",8971.07010797001,-1.72596993943814,0.130873751725128,-13.1880527354574,1.02806588212395e-39,4.98277831418426e-36
"Montipora_capitata_HIv3___RNAseq.g9253.t1",2542.64080669398,-2.3362658549087,0.180818265830206,-12.9205190868412,3.44807377683969e-38,1.33695612623182e-34
"Montipora_capitata_HIv3___RNAseq.g3971.t1",8414.6959879361,-1.72199610515121,0.134659483371479,-12.7877819076494,1.9187222189202e-37,6.19971127636766e-34
"Montipora_capitata_HIv3___RNAseq.g30161.t1",833.629833312949,-1.65498988744319,0.132945860646962,-12.4486003504691,1.42319072005589e-35,3.9416283556748e-32
"Montipora_capitata_HIv3___RNAseq.g30045.t1",3814.7424113055,-1.49590802779682,0.122473118233036,-12.2141744194875,2.61138846888155e-34,6.32837353077583e-31
"Montipora_capitata_HIv3___RNAseq.g47366.t1",3281.27514155058,-1.19897079346521,0.102153982995618,-11.7368971654941,8.24564003468557e-32,1.77620248169388e-28
"Montipora_capitata_HIv3___RNAseq.g3140.t1",1171.85560821719,-1.15941036774915,0.104354464216161,-11.1103092374423,1.1177176993276e-28,1.96992663971493e-25
"Montipora_capitata_HIv3___RNAseq.g23527.t1",904.517414579367,1.01181331413248,0.0931137886917341,10.8664176202971,1.66615147266576e-27,2.69180655004759e-24
"Montipora_capitata_HIv3___RNAseq.g18070.t1",1760.39565148245,-1.53205613973897,0.143467562140819,-10.6787633167921,1.27964960576196e-26,1.7720404933505e-23
"Montipora_capitata_HIv3___TS.g21451.t2",1947.75068934416,-1.12588063374949,0.106456804823492,-10.5759386223946,3.85299876572701e-26,4.97987247140997e-23
"Montipora_capitata_HIv3___TS.20856_t",486.301051316268,1.26656824432629,0.121383633794069,10.434423527599,1.72658550117754e-25,2.09208206945806e-22
"Montipora_capitata_HIv3___RNAseq.g27007.t1",48241.4088575686,-1.22428292509232,0.117466700050884,-10.4223828928708,1.95980432651087e-25,2.23498391047449e-22
"Montipora_capitata_HIv3___RNAseq.g24567.t1",7872.03285284332,-1.05838617829492,0.113060710372247,-9.36121995704989,7.88212638442214e-21,6.36711600894967e-18
"Montipora_capitata_HIv3___RNAseq.g34475.t1",1756.01143180329,-1.17889526423237,0.12666753676087,-9.30700394417512,1.31489008134204e-20,1.01967096027913e-17
"Montipora_capitata_HIv3___TS.g36995.t1",2281.37446198755,-1.35294166463997,0.145778271014738,-9.28081843214609,1.68181679872458e-20,1.25405316449513e-17
"Montipora_capitata_HIv3___RNAseq.g45431.t1",3357.87416630567,1.10167303347188,0.119748425830381,9.19989574670783,3.58297215073272e-20,2.57270670689834e-17
"Montipora_capitata_HIv3___RNAseq.g30989.t1",405.78844989197,-1.00134631466963,0.108918381915811,-9.19354747157031,3.80094920801697e-20,2.63175008199375e-17
"Montipora_capitata_HIv3___RNAseq.g984.t1",707.297158271567,-4.01872935004025,0.442491296154002,-9.08205287871154,1.06545985958434e-19,6.8853567659205e-17
"Montipora_capitata_HIv3___RNAseq.g34676.t1",593.808084134079,-1.54323607291184,0.170385264775002,-9.05733295041517,1.33679057406808e-19,8.19313996931565e-17
"Montipora_capitata_HIv3___RNAseq.g15682.t1",101.087436175628,-2.55769843956801,0.28242917910171,-9.05607008349134,1.35235198338114e-19,8.19313996931565e-17
"Montipora_capitata_HIv3___TS.g13745.t2",362.35998240371,-1.43493803982981,0.163027994167869,-8.80178920898861,1.34651920509055e-18,7.67793171443841e-16
"Montipora_capitata_HIv3___RNAseq.g12653.t1",574.402728107006,-2.58375173389051,0.293801836220292,-8.79419872635929,1.44072389656411e-18,7.98037548076809e-16
"Montipora_capitata_HIv3___TS.g44925.t1b",1202.36798119144,-2.05275852460973,0.234005380873199,-8.77227060740994,1.75098976586647e-18,9.42956627523703e-16
"Montipora_capitata_HIv3___RNAseq.g44458.t1",2668.66659783454,-1.10496475876899,0.126614263691584,-8.72701642415693,2.61479121236504e-18,1.37007992524652e-15
"Montipora_capitata_HIv3___RNAseq.34011_t",1634.73814089973,-1.1496566714805,0.133230295148328,-8.62909348208353,6.1840134433366e-18,3.07408893912735e-15
"Montipora_capitata_HIv3___RNAseq.g35640.t2",1747.02094620675,-1.25434103771896,0.145670619252882,-8.61080322272435,7.25504304485887e-18,3.51633798776697e-15
"Montipora_capitata_HIv3___RNAseq.g20073.t1",1335.84661305318,-1.29331964585338,0.150473860774061,-8.59497881692099,8.32801589156343e-18,3.93793278267659e-15
"Montipora_capitata_HIv3___RNAseq.g7448.t1",1529.32212514664,-1.04950940810206,0.122760881502384,-8.54921694319766,1.23926391661283e-17,5.58735105845882e-15
"Montipora_capitata_HIv3___RNAseq.g37005.t1",387.180658311597,-2.03176242909864,0.239976828337483,-8.46649421602216,2.52889384338443e-17,1.08950366537098e-14
"Montipora_capitata_HIv3___RNAseq.g43993.t1",256.653126475345,-2.2823706494486,0.270299455258479,-8.44385959737152,3.07027942896076e-17,1.293989288897e-14
"Montipora_capitata_HIv3___RNAseq.g44288.t1",341.866269590047,-1.5306875895805,0.183041574345369,-8.36251324353419,6.13960907304707e-17,2.47976252289924e-14
