"feature_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Montipora_capitata_HIv3___RNAseq.g23004.t1",69278.9687171998,9.3109481411038,0.11100566214196,83.8781370376987,0,0
"Montipora_capitata_HIv3___RNAseq.g467.t1",86420.8521595772,6.13429660764907,0.12351560193888,49.6641437304781,0,0
"Montipora_capitata_HIv3___TS.g8083.t1",35864.3470626955,7.64949205908147,0.130675403338996,58.5381170719425,0,0
"Montipora_capitata_HIv3___TS.g46731.t1",8378.01429115439,3.93460488983318,0.0759374878805491,51.8137352136586,0,0
"Montipora_capitata_HIv3___RNAseq.g836.t1",9740.92432602939,4.93685297833403,0.120961276678146,40.8134992777069,0,0
"Montipora_capitata_HIv3___RNAseq.g7453.t1",5051.74834811383,2.59912820539605,0.0600077681642776,43.3131956896091,0,0
"Montipora_capitata_HIv3___RNAseq.g33118.t1",18243.0950391543,9.27589379349845,0.198150406976942,46.8123883014675,0,0
"Montipora_capitata_HIv3___RNAseq.g13832.t1",6506.90374536853,5.73325279506841,0.10234264433985,56.0201745035036,0,0
"Montipora_capitata_HIv3___TS.g46148.t1",5036.48349193605,5.78948025106456,0.113354554886456,51.0740857027203,0,0
"Montipora_capitata_HIv3___RNAseq.g6651.t1",2366.26105926419,6.3722766285682,0.167248921543715,38.1005543698087,0,0
"Montipora_capitata_HIv3___TS.g10140.t1",22466.5009421146,8.55840811052943,0.170504932073908,50.1944900152194,0,0
"Montipora_capitata_HIv3___RNAseq.g20129.t1",22056.5176882677,7.6531234322123,0.1481802149184,51.6474040507143,0,0
"Montipora_capitata_HIv3___RNAseq.g29568.t1",26694.6506120567,8.59005766812191,0.137728209481813,62.3696314679545,0,0
"Montipora_capitata_HIv3___RNAseq.g24915.t1",32172.8378142673,5.99283412249353,0.148563128384079,40.3386371011273,0,0
"Montipora_capitata_HIv3___RNAseq.g23027.t1",2222.46852923477,5.61130070127765,0.137220324468038,40.8926354243148,0,0
"Montipora_capitata_HIv3___RNAseq.g5539.t1",27990.683240617,5.10999203275481,0.083998227299667,60.8345223111043,0,0
"Montipora_capitata_HIv3___RNAseq.g10493.t1",92484.5808988831,8.45848455661874,0.168880415798184,50.085645020716,0,0
"Montipora_capitata_HIv3___RNAseq.g24646.t1",3504.64592918071,6.73110397544784,0.155985804339492,43.1520291474605,0,0
"Montipora_capitata_HIv3___TS.g45793.t1a",57741.643122332,7.75214641569511,0.0807473681633501,96.0049422293578,0,0
"Montipora_capitata_HIv3___RNAseq.g27761.t1",3808.31661605024,5.71808105493416,0.150623028933691,37.9628606290438,0,0
"Montipora_capitata_HIv3___RNAseq.g466.t1a",2957.44854527045,5.59607834677099,0.13828681463029,40.4671867070776,0,0
"Montipora_capitata_HIv3___TS.g8082.t1",10696.1186349212,8.23368408399497,0.15199802371078,54.1696785457023,0,0
"Montipora_capitata_HIv3___RNAseq.g19137.t1",31278.1449950683,10.0633172537754,0.202341633828331,49.7342888034266,0,0
"Montipora_capitata_HIv3___RNAseq.g47806.t1",8413.11925000853,4.0530160604698,0.106056761504263,38.2155366898215,0,0
"Montipora_capitata_HIv3___RNAseq.g34621.t1",3125.33266912495,6.86270418502144,0.166073355240932,41.3233307357784,0,0
"Montipora_capitata_HIv3___RNAseq.g49879.t1",9057.83242485502,5.9912177304572,0.105914681773741,56.5664516960535,0,0
"Montipora_capitata_HIv3___RNAseq.g3501.t1",6726.58983563563,4.16040906509598,0.0947377470671555,43.9150095277952,0,0
"Montipora_capitata_HIv3___RNAseq.g27643.t1",10965.9234957898,4.00735149781042,0.0922450926730715,43.4424355993982,0,0
"Montipora_capitata_HIv3___RNAseq.g1557.t1",15892.0372192568,8.65278959165885,0.154518113021245,55.9985455586632,0,0
"Montipora_capitata_HIv3___RNAseq.g24846.t1",3214.76987454652,5.78048677047196,0.123395105683232,46.8453488366959,0,0
"Montipora_capitata_HIv3___RNAseq.g27798.t1",27644.0068618698,4.29200562480271,0.101990698621609,42.0823240041356,0,0
"Montipora_capitata_HIv3___TS.g21346.t1",3762.85108767322,6.56903179674003,0.167371177569968,39.2482857091325,0,0
"Montipora_capitata_HIv3___TS.g17623.t1",8854.25517755435,5.6960957294038,0.142531203504329,39.9638506471377,0,0
"Montipora_capitata_HIv3___TS.g19150.t1",2014.39064986034,5.04028252839039,0.131255310110456,38.4005989864243,0,0
"Montipora_capitata_HIv3___RNAseq.g27007.t1",48241.4088575686,7.54844319564697,0.134017319952094,56.3243855222984,0,0
"Montipora_capitata_HIv3___TS.g15576.t1",2644.86313119716,5.75970075634242,0.152962872479212,37.6542402936711,0,0
"Montipora_capitata_HIv3___TS.g6402.t1a",8738.85598511757,8.69643015805485,0.193539258406064,44.9336751089999,0,0
"Montipora_capitata_HIv3___TS.g18692.t1",38646.9816780279,6.89124669398615,0.0837643642469573,82.2694323049969,0,0
"Montipora_capitata_HIv3___RNAseq.g47417.t1",49689.1569354878,5.92565225713122,0.148823035859653,39.8167677665127,0,0
"Montipora_capitata_HIv3___RNAseq.g23374.t1",7309.98241803958,6.32566952000057,0.109107401437839,57.9765390490437,0,0
"Montipora_capitata_HIv3___RNAseq.g44097.t3c",6139.91684501994,3.91228901315999,0.0786055644276557,49.7711458679322,0,0
"Montipora_capitata_HIv3___RNAseq.g22788.t1",7205.22424123372,4.60797226664591,0.115037051565726,40.0564183793703,0,0
"Montipora_capitata_HIv3___RNAseq.g34080.t1",37903.6648164735,9.13982007736979,0.164356113649043,55.6098576100824,0,0
